Price	Number_of_Hours_Late	Number_Cancelled_per_Day_per_500	Bag_Delivery_Time	Number_Lost_Bags
1272.43				
1474.16				
1391.66				
1619.71				
1931.9				
1552.92				
1410.87				
1472.85				
1919.85				
1414.04				
1951.95				
1593.24				
1482.74				
1902.34				
1426.98				
1538.1				
1472.81				
1525.97				
1588.11				
1818.5				
1547.62				
1784.05				
1571.2				
1534.11				
1439.78				
1811.38				
1548.78				
1673.91				
1550.52				
1495.11				
2040.93				
1470.23				
2063.99				
1583.46				
1628.54				
2217.34				
1590.42				
1984.65				
2364.02				
1752.26				
1523.05				
1342.06				
1754.62				
1411.34				
1239.85				
1363.22				
1234.27				
1565.23				
1921.06				
1731.47				
1348.75				
1254.08				
1967.5				
1336.13				
1694.47				
1901				
1515.13				
1440.56				
1423.66				
1519.25				
1608.37				
1710.94				
1788.45				
2067.25				
1615.17				
1658.25				
1493.16				
1239.3				
1594.46				
2031.37				
1580.41				
1357.19				
1156.3				
1839.74				
1447.31				
1110.01				
1810.19				
1559.1				
1191.94				
1108.5				
1665.46				
1706.94				
1900.74				
1468.01				
1678.41				
1219.21				
1680.39				
1984.01				
1557.33				
1554.78				
1619.08				
1455.02				
1492.83				
1656.9				
1488.79				
1646.9				
1289.56				
1866.38				
1735.1				
1643.65				
1389.92				
1310.34				
1086.06				
1615.98				
1300.2				
1940.42				
1849.46				
1651.45				
1897.7				
1680.86				
1483.33				
962.72				
1943.15				
1863.02				
1828.34				
2029.72				
2017.73				
1312.73				
1547.4				
1871.88				
1637.19				
1515.25				
1614.7				
1616.07				
1500.92				
2100.98				
1347.6				
1311.35				
1514.46				
1922.72				
1457.88				
1771.58				
1209.1				
1586.92				
1361.2				
1296.99				
1507.77				
1839.34				
1619.85				
1830.27				
1612.95				
1683.72				
1852.9				
1491.68				
1402.32				
1894.62				
1670.01				
1810.14				
1405.84				
1631.66				
1303.7				
1402.92				
1254.98				
1747.57				
2007.12				
883.1				
1812.19				
1668.06				
1443.37				
1735.86				
1820.63				
1314.42				
1542.05				
1431.22				
1833.58				
1260.59				
1841.02				
1542.23				
1744.35				
2046.52				
1816.78				
1547.91				
1970.23				
2254.74				
1302.7				
1277.84				
1128.67				
1903.83				
1062.96				
1799.31				
1728.42				
2063.42				
2017.48				
1875.42				
1811.66				
2037.06				
1735.42				
1338.82				
1469.3				
1349.02				
1489.56				
1628.9				
1752.58				
1539.58				
1354.06				
1789.18				
1844.04				
1679.17				
1492.42				
1387.53				
1784.82				
1583.57				
1261				
1505.01				
1749.57				
1731.52				
1883.28				
1844.74				
1554.97				
1864.7				
1469.5				
1660.53				
1336.66				
1563.51				
1285.06				
1411.92				
1791.78				
1580.37				
1395.84				
1441.51				
1697.87				
1060.57				
1517.87				
1672.06				
1397.47				
2187.76				
1832.88				
1991.5				
2327.46				
1722.13				
1491.47				
1563.44				
1666.04				
1736.11				
1562.78				
1569.93				
1679.31				
1586.38				
1917.88				
1598.94				
1603.77				
1455.42				
1593.11				
1861.82				
1538.98				
1779.05				
1705.65				
1536.97				
1315.07				
1560.17				
1414.46				
1922.46				
1910.03				
1885.68				
1808.94				
1901.08				
1291.06				
1398.93				
1559.02				
1409.94				
1630.37				
1665.79				
1660.61				
1946.5				
1885.81				
1381.29				
1971.28				
1119.36				
1640.02				
1792.99				
1695.01				
1109.27				
1231.37				
1621.46				
1590.86				
1822.27				
1803.42				
1594.59				
1896.28				
1893.26				
1673.26				
876.58				
1337.62				
1546.97				
1864.75				
1506.79				
1263.98				
1992.34				
1621.59				
2039.31				
1758.94				
1799.95				
1873.36				
1834.7				
1719.52				
1813.72				
1283.53				
1847.54				
1968.22				
1222.49				
1920.12				
1571.24				
1950.52				
1358.49				
1656.69				
1166.02				
1697.23				
2008.03				
1782.62				
1630.54				
1370.54				
1902.69				
1532.97				
1298.85				
1048.09				
1417.62				
1378.16				
1409.8				
1289.39				
1364.04				
1298.94				
1955.72				
1593.61				
1758.74				
1770.21				
1372.81				
1753.02				
1812.54				
1458.62				
1905.79				
1895.27				
1876.58				
1513.5				
1344.62				
1940.81				
1442.69				
1504.06				
1520.1				
2102.7				
1887.53				
1812.28				
1955.42				
1508.01				
1483.42				
1001.42				
1348.27				
1183.78				
1461.18				
1323.58				
1736.08				
1741.74				
1428.11				
1853.2				
1729.94				
1621.47				
1420.61				
1375.06				
1456.85				
1719.11				
1427.98				
1312.78				
1540.69				
1018.49				
1989.13				
1445.12				
1378.35				
2045.55				
1146.97				
1339.79				
1761.42				
1863.43				
1355.98				
1610.5				
1408.82				
1668.77				
1529.68				
1931.98				
1508.74				
1653.05				
1585.9				
1532.9				
1986.5				
1567.51				
1702.6				
1816.21				
1984.87				
1787.04				
1727.38				
1747.1				
2009.7				
1980.62				
1145.24				
1423.48				
1593.23				
1691.58				
1691.86				
1496.93				
1590.66				
1562.51				
1418.26				
1785.45				
1658.22				
1278.39				
2090.35				
1648.1				
1805.31				
2039.99				
1381.28				
1392.26				
1354.9				
1456.27				
1300.48				
1728.32				
1975.11				
1548.83				
1914.22				
1272.34				
1521.3				
1717.74				
1167.06				
1779.12				
1606.23				
1483.2				
1433.82				
1712.86				
1762.58				
1117.46				
1539.44				
1934.68				
1337.87				
2122.35				
1347.07				
1294.62				
1704.66				
1500.33				
1726.06				
1909.28				
1791.23				
1829.2				
1882.35				
1158.56				
2073.55				
1410.72				
1634.12				
1938.62				
1917.3				
1390.03				
1541.84				
1526.64				
1594.78				
1329.11				
1622.91				
1667.85				
1979.52				
1549.59				
1467.58				
1642.12				
1892.56				
1571.09				
1672.82				
1465.82				
1563.27				
1792.03				
1534.51				
1677.97				
1119.61				
1457.61				
1706.38				
1311.96				
1566.5				
1871.84				
1386.15				
1979.16				
1694.98				
1871.1				
1859.04				
1943.4				
1839.78				
1798.54				
2023.94				
1557.51				
2067.97				
1766.31				
1443.41				
1164.96				
2036.11				
1690.09				
1752.98				
1160.67				
1548.02				
1885.65				
1392.75				
1841.81				
1752.6				
1355.46				
1562.15				
1452.54				
1525.59				
2023.58				
1231.39				
1722.91				
1728.9				
1526.4				
1639.62				
1659.71				
1668.85				
1527.46				
1601.13				
1649.39				
1537.64				
1941.15				
1987.55				
1716.59				
1348.27				
1847.2				
1354.43				
1310.06				
1579.59				
1839.9				
1420.26				
1657.59				
1947.62				
1723.42				
2185.31				
1611.4				
1885.03				
1703.35				
1513.66				
1500.54				
1619.19				
1151.56				
1546.98				
1689.12				
1410.27				
1418.02				
2161.61				
1576.02				
1534.65				
1967.79				
1802.86				
1996.37				
1956.76				
2039.92				
1697.05				
1734.46				
1143.88				
1554.92				
1615.05				
1624.88				
1726.87				
1548.51				
1617.3				
1688.77				
1803.33				
1627.84				
1642.23				
2028.86				
1898.35				
2216.94				
1558.82				
1549.3				
1386.42				
1540.3				
1888.14				
2344.67				
1672.56				
2022.12				
1574.47				
1651.62				
1388.33				
1659.61				
1593.82				
980.84				
1514.89				
2001.69				
1419.31				
1222.54				
1872.66				
2081.68				
1553.34				
1167.58				
1227.57				
1313.61				
1491.84				
2033.98				
1493.44				
1704.67				
1734.83				
1943.01				
1410.95				
1813.38				
1246.8				
1897.94				
2128.23				
1702.47				
1253.18				
1363.17				
1379.95				
1469.25				
1987.92				
1542.34				
1311.06				
1802.29				
2004.31				
1334.38				
1386.32				
1461.34				
1241.3				
1334.6				
1887.91				
1198.49				
1560.18				
1262.17				
1356.03				
1852.66				
1851.71				
1305.82				
1690.1				
2091.14				
1619.69				
1800.62				
2010.48				
1489.73				
1361.64				
1428.55				
1743.7				
1647.82				
1902.2				
1921.54				
1680.34				
1302.53				
1479.65				
1752.3				
1496.42				
1247.22				
1383.95				
1021.92				
1541.27				
1923.18				
1625.51				
1871.54				
2378.38				
1690.54				
1980.94				
1948.31				
1832.17				
1705.1				
1784.6				
1927.35				
1339.26				
1700.04				
2004.76				
1723.28				
1856.54				
1426.93				
1314.46				
1625.02				
1630.43				
1545.72				
2001.76				
1852.52				
1740				
1844.04				
1496.25				
2140.18				
1951.74				
1633.07				
1442.39				
1617.08				
1914.76				
1955.28				
1673.3				
1662.66				
1689.98				
1040.53				
1874.32				
1704.51				
1758.56				
1292.78				
1898.67				
1785.71				
1747.06				
1276.66				
1048.09				
1418.2				
1549.35				
1469.64				
1802.09				
1486.66				
1880.55				
1109.69				
1622.74				
1168.24				
1523.05				
1915.36				
1266.5				
1688.53				
1555.41				
1840.62				
1671.84				
1806.16				
1265.69				
1367.82				
1230.97				
1654.1				
1662.63				
1908.95				
1618.34				
1929.14				
1846.01				
1903.08				
1463.44				
1732.34				
1984.88				
1452.86				
1655.66				
1227.2				
1214.9				
1974.94				
1482.46				
1630.3				
1428.72				
1942.7				
1255.99				
1491.31				
1256.53				
1710.88				
1801.85				
1554.16				
1589.14				
1337.56				
1730.5				
1781.97				
1297.58				
1410.02				
1752.97				
1094.18				
1699				
1004.64				
1828.47				
1663.97				
1221.65				
1893.9				
1879.84				
1310.06				
1091.14				
1494.62				
1177.94				
1687.2				
1428.85				
948.74				
1794.63				
1760.42				
1933.97				
1687.86				
1743.78				
1610.58				
1416.45				
1400.86				
1358.68				
2025.9				
1503.31				
1731.54				
1744.1				
1672.34				
1540.02				
1834.55				
1592.82				
1809.76				
1750.48				
1681.27				
1928.27				
1652.01				
1749.32				
1801.22				
1725.59				
1605.84				
1307.45				
2357.6				
1668.38				
1515.3				
1962.87				
1784.55				
1299.99				
1562.66				
1449.18				
769.61				
1973.26				
1964.86				
1531.54				
1693.52				
1617.3				
1789.22				
1506.88				
1439.95				
1834.22				
1766.76				
1557.74				
2074.14				
1733.5				
2212.97				
1722.64				
1369.53				
1725.64				
1297.22				
1292.31				
1608.15				
1155.22				
1606.78				
1781.23				
1034.24				
1495.17				
1713.68				
1875.01				
1499.02				
2128.68				
1677.99				
1853.34				
1291.16				
1661.11				
1402.54				
1322.02				
1538.74				
1539.28				
1786.82				
1618.15				
1461.74				
1324.54				
1994.8				
1817.64				
1775.69				
1302.26				
1484.92				
1655.1				
2207.38				
1273.47				
1751.55				
1732.25				
1385.02				
1678.1				
1601.07				
1254.94				
1633.61				
1899.92				
1487.62				
1428.87				
1457.68				
1647.98				
1737.3				
1484.44				
1893.23				
1486.6				
1959.91				
1520.2				
1764.02				
1363.9				
1943.11				
1334.6				
1750.47				
1979.48				
1452.66				
1556.64				
1328.97				
1697.36				
1593.94				
1389.83				
1774.94				
1334.78				
1145.11				
1710.78				
1609.1				
1647.99				
1556.62				
1606.74				
1932.9				
1835.59				
1832.2				
1680.49				
1212				
1394.05				
1619.88				
1868.53				
1928.46				
1895.47				
2084.71				
2212.78				
1853.48				
1940.02				
1046.84				
1843.58				
2009.45				
1515.82				
1587.94				
1760.74				
1101.97				
1343.64				
1140.61				
1583.76				
