Name,Country,Date,Competition,Round,Location,Apparatus,Rank,D_Score,E_Score,Penalty,Score
Joel PLATA,ESP,2018-08-21 20:22:00,2022 Senior European Championships,qual,"Munich, Germany",HB,5.0,5.9,8.1,0.0,14.0
Joel PLATA,ESP,2018-08-21 20:22:00,2022 Senior European Championships,TeamFinal,"Munich, Germany",HB,15.0,5.4,7.766,0.0,13.166
Joel PLATA,ESP,2018-08-21 20:22:00,2022 Senior European Championships,qual,"Munich, Germany",PB,27.0,5.7,8.233,0.0,13.933
Joel PLATA,ESP,2018-08-21 20:22:00,2022 Senior European Championships,qual,"Munich, Germany",PH,22.0,5.4,8.166,0.0,13.566
Joel PLATA,ESP,2018-08-21 20:22:00,2022 Senior European Championships,TeamFinal,"Munich, Germany",PH,22.0,5.4,6.8,0.0,12.2
Joel PLATA,ESP,2018-08-21 20:22:00,2022 Senior European Championships,qual,"Munich, Germany",SR,32.0,5.0,8.433,0.0,13.433
Joel PLATA,ESP,2018-08-21 20:22:00,2022 Senior European Championships,TeamFinal,"Munich, Germany",SR,18.0,5.0,8.166,0.0,13.166
Joel PLATA,ESP,2018-08-21 20:22:00,2022 Senior European Championships,qual,"Munich, Germany",VT,8.0,5.6,9.166,0.0,14.766
Joel PLATA,ESP,2018-08-21 20:22:00,2022 Senior European Championships,TeamFinal,"Munich, Germany",VT,10.0,5.6,8.833,0.1,14.333
Joel PLATA,ESP,2018-08-21 20:22:00,2022 Senior European Championships,qual,"Munich, Germany",VT,10.0,4.8,9.166,0.0,13.966
Joel PLATA,ESP,2001-03-04 20:23:00,World Cup,qual,"Doha, Qatar",FX,10.0,5.7,7.7,0.0,13.4
Joel PLATA,ESP,2001-03-04 20:23:00,World Cup,qual,"Doha, Qatar",HB,18.0,5.7,6.633,0.0,12.333
Joel PLATA,ESP,2001-03-04 20:23:00,World Cup,qual,"Doha, Qatar",VT,17.0,5.2,8.466,0.0,13.666
Joel PLATA,ESP,2001-03-04 20:23:00,World Cup,qual,"Doha, Qatar",VT,17.0,4.8,8.933,0.0,13.733
Ricards PLATE,LAT,2018-08-21 20:22:00,2022 Senior European Championships,qual,"Munich, Germany",FX,74.0,5.0,7.7,0.0,12.7
Ricards PLATE,LAT,2018-08-21 20:22:00,2022 Senior European Championships,qual,"Munich, Germany",HB,104.0,4.4,6.3,0.0,10.7
Ricards PLATE,LAT,2018-08-21 20:22:00,2022 Senior European Championships,qual,"Munich, Germany",PB,80.0,4.2,8.366,0.0,12.566
Ricards PLATE,LAT,2018-08-21 20:22:00,2022 Senior European Championships,qual,"Munich, Germany",PH,93.0,4.7,6.666,0.0,11.366
Ricards PLATE,LAT,2018-08-21 20:22:00,2022 Senior European Championships,qual,"Munich, Germany",SR,86.0,3.9,8.566,0.0,12.466
Ricards PLATE,LAT,2018-08-21 20:22:00,2022 Senior European Championships,qual,"Munich, Germany",VT,79.0,4.0,9.2,0.0,13.2
Ricards PLATE,LAT,2001-08-05 20:23:00,2023 FISU World University Games,qual,"Chengdu, China",FX,67.0,5.2,6.866,0.0,12.066
Ricards PLATE,LAT,2001-08-05 20:23:00,2023 FISU World University Games,qual,"Chengdu, China",HB,50.0,4.8,7.666,0.0,12.466
Ricards PLATE,LAT,2001-08-05 20:23:00,2023 FISU World University Games,qual,"Chengdu, China",PB,37.0,4.7,8.333,0.0,13.033
Ricards PLATE,LAT,2001-08-05 20:23:00,2023 FISU World University Games,qual,"Chengdu, China",PH,21.0,4.7,8.4,0.0,13.1
Ricards PLATE,LAT,2001-08-05 20:23:00,2023 FISU World University Games,qual,"Chengdu, China",SR,75.0,4.3,7.3,0.0,11.6
Ricards PLATE,LAT,2001-08-05 20:23:00,2023 FISU World University Games,qual,"Chengdu, China",VT,41.0,4.8,8.866,0.0,13.66
Ricards PLATE,LAT,2001-08-05 20:23:00,2023 FISU World University Games,qual,"Chengdu, China",VT,19.0,4.0,8.666,0.0,12.666
Ricards PLATE,LAT,2011-04-16 20:23:00,2023 Senior European Championships,qual,"Antalya, Turkey",FX,70.0,4.4,8.533,0.0,12.933
Ricards PLATE,LAT,2011-04-16 20:23:00,2023 Senior European Championships,qual,"Antalya, Turkey",HB,89.0,4.8,7.366,0.0,12.166
Ricards PLATE,LAT,2011-04-16 20:23:00,2023 Senior European Championships,qual,"Antalya, Turkey",PB,81.0,4.4,8.3,0.0,12.7
Ricards PLATE,LAT,2011-04-16 20:23:00,2023 Senior European Championships,qual,"Antalya, Turkey",PH,66.0,3.9,8.633,0.0,12.533
Ricards PLATE,LAT,2011-04-16 20:23:00,2023 Senior European Championships,qual,"Antalya, Turkey",SR,108.0,3.9,8.233,0.0,12.133
Ricards PLATE,LAT,2011-04-16 20:23:00,2023 Senior European Championships,qual,"Antalya, Turkey",VT,107.0,4.0,9.033,0.0,13.033
Ricards PLATE,LAT,2011-04-16 20:23:00,2023 Senior European Championships,qual,"Antalya, Turkey",VT,24.0,4.0,9.033,0.0,13.033
Ricards PLATE,LAT,2023-02-26 20:23:00,FIG Apparatus World Cup 2023,qual,"Cottbus, Germany",FX,46.0,4.8,6.766,0.0,11.566
Ricards PLATE,LAT,2027-04-30 20:23:00,World Cup,qual,"Cairo, Egypt",FX,26.0,4.8,7.866,0.0,12.666
Ricards PLATE,LAT,2009-03-12 20:23:00,World Cup,qual,"Baku, Azerbaijan",HB,38.0,4.4,7.0,0.0,11.4
Ricards PLATE,LAT,2027-04-30 20:23:00,World Cup,qual,"Cairo, Egypt",HB,16.0,4.8,8.066,0.0,12.866
Ricards PLATE,LAT,2027-04-30 20:23:00,World Cup,qual,"Cairo, Egypt",PB,20.0,4.7,7.9,0.0,12.6
Ricards PLATE,LAT,2009-03-12 20:23:00,World Cup,qual,"Baku, Azerbaijan",PH,31.0,4.1,8.366,0.0,12.466
Ricards PLATE,LAT,2027-04-30 20:23:00,World Cup,qual,"Cairo, Egypt",PH,38.0,4.7,6.2,0.0,10.9
Ricards PLATE,LAT,2001-03-04 20:23:00,World Cup,qual,"Doha, Qatar",PH,48.0,4.0,5.966,0.0,9.966
Ricards PLATE,LAT,2027-04-30 20:23:00,World Cup,qual,"Cairo, Egypt",SR,24.0,4.0,8.566,0.0,12.566
Ricards PLATE,LAT,2001-03-04 20:23:00,World Cup,qual,"Doha, Qatar",SR,29.0,4.0,8.366,0.0,12.366
Ricards PLATE,LAT,2009-03-12 20:23:00,World Cup,qual,"Baku, Azerbaijan",SR,37.0,4.2,7.2,0.0,11.4
Ricards PLATE,LAT,2027-04-30 20:23:00,World Cup,qual,"Cairo, Egypt",VT,21.0,4.0,9.033,0.1,13.033
Ricards PLATE,LAT,2027-04-30 20:23:00,World Cup,qual,"Cairo, Egypt",VT,21.0,4.0,8.633,0.3,12.333
Jabiel POLANCO,DOM,2024-06-28 20:23:00,2023 Central American and Caribbean Games,final,"San Salvador, El Salvador",SR,6.0,4.5,8.25,0.0,12.75
Jabiel POLANCO,DOM,2024-06-28 20:23:00,2023 Central American and Caribbean Games,qual,"San Salvador, El Salvador",SR,12.0,4.7,7.55,0.0,12.25
Jabiel POLANCO,DOM,2024-06-28 20:23:00,2023 Central American and Caribbean Games,qual,"San Salvador, El Salvador",VT,5.0,5.2,8.7,0.0,13.9
Jabiel POLANCO,DOM,2024-06-28 20:23:00,2023 Central American and Caribbean Games,final,"San Salvador, El Salvador",VT,6.0,5.2,7.9,0.0,13.1
Jabiel POLANCO,DOM,2024-06-28 20:23:00,2023 Central American and Caribbean Games,qual,"San Salvador, El Salvador",VT,4.0,5.2,8.75,0.3,13.65
Jabiel POLANCO,DOM,2023-02-26 20:23:00,FIG Apparatus World Cup 2023,qual,"Cottbus, Germany",SR,43.0,5.2,6.0,0.0,11.2
Jabiel POLANCO,DOM,2023-02-26 20:23:00,FIG Apparatus World Cup 2023,qual,"Cottbus, Germany",VT,19.0,5.2,8.266,0.0,13.466
Jabiel POLANCO,DOM,2023-02-26 20:23:00,FIG Apparatus World Cup 2023,qual,"Cottbus, Germany",VT,19.0,5.2,8.833,0.0,14.033
Jabiel POLANCO,DOM,2001-03-04 20:23:00,World Cup,qual,"Doha, Qatar",SR,34.0,5.4,5.7,0.0,11.1
Jabiel POLANCO,DOM,2001-03-04 20:23:00,World Cup,qual,"Doha, Qatar",VT,25.0,5.2,7.8,0.0,13.0
Jabiel POLANCO,DOM,2001-03-04 20:23:00,World Cup,qual,"Doha, Qatar",VT,25.0,5.2,8.8,0.0,14.0
Murilo PONTEDURA,BRA,2017-03-19 20:23:00,EnBW DTB Pokal Team Challenge 2023,qual,"Stuttgart, Germany",FX,53.0,5.0,6.0,0.0,11.0
Murilo PONTEDURA,BRA,2017-03-19 20:23:00,EnBW DTB Pokal Team Challenge 2023,qual,"Stuttgart, Germany",HB,28.0,4.7,8.15,0.0,12.85
Murilo PONTEDURA,BRA,2017-03-19 20:23:00,EnBW DTB Pokal Team Challenge 2023,qual,"Stuttgart, Germany",PB,38.0,4.9,8.1,0.0,13.0
Murilo PONTEDURA,BRA,2017-03-19 20:23:00,EnBW DTB Pokal Team Challenge 2023,qual,"Stuttgart, Germany",PH,13.0,5.2,8.1,0.0,13.3
Murilo PONTEDURA,BRA,2017-03-19 20:23:00,EnBW DTB Pokal Team Challenge 2023,qual,"Stuttgart, Germany",VT,32.0,4.8,9.0,0.1,13.7
Martin POSPISIL,CZE,2011-04-16 20:23:00,2023 Senior European Championships,qual,"Antalya, Turkey",FX,85.0,4.3,8.366,0.0,12.666
Martin POSPISIL,CZE,2011-04-16 20:23:00,2023 Senior European Championships,qual,"Antalya, Turkey",HB,111.0,4.1,7.233,0.0,11.333
Martin POSPISIL,CZE,2011-04-16 20:23:00,2023 Senior European Championships,qual,"Antalya, Turkey",PB,93.0,3.8,8.533,0.0,12.333
Martin POSPISIL,CZE,2011-04-16 20:23:00,2023 Senior European Championships,qual,"Antalya, Turkey",SR,115.0,3.8,8.1,0.0,11.9
Martin POSPISIL,CZE,2011-04-16 20:23:00,2023 Senior European Championships,qual,"Antalya, Turkey",VT,112.0,4.0,9.033,0.1,12.933
Pablo POZO,CUB,2024-06-28 20:23:00,2023 Central American and Caribbean Games,AAfinal,"San Salvador, El Salvador",FX,3.0,5.1,8.1,0.0,13.2
Pablo POZO,CUB,2024-06-28 20:23:00,2023 Central American and Caribbean Games,qual,"San Salvador, El Salvador",FX,20.0,5.0,7.2,0.0,12.2
Pablo POZO,CUB,2024-06-28 20:23:00,2023 Central American and Caribbean Games,AAfinal,"San Salvador, El Salvador",HB,2.0,5.2,8.0,0.0,13.2
Pablo POZO,CUB,2024-06-28 20:23:00,2023 Central American and Caribbean Games,final,"San Salvador, El Salvador",HB,5.0,4.9,7.25,0.0,12.15
Pablo POZO,CUB,2024-06-28 20:23:00,2023 Central American and Caribbean Games,qual,"San Salvador, El Salvador",HB,6.0,5.0,7.5,0.0,12.5
Pablo POZO,CUB,2024-06-28 20:23:00,2023 Central American and Caribbean Games,AAfinal,"San Salvador, El Salvador",PB,2.0,5.7,8.4,0.3,13.8
Pablo POZO,CUB,2024-06-28 20:23:00,2023 Central American and Caribbean Games,final,"San Salvador, El Salvador",PB,2.0,5.7,8.1,0.0,13.8
Pablo POZO,CUB,2024-06-28 20:23:00,2023 Central American and Caribbean Games,qual,"San Salvador, El Salvador",PB,1.0,5.7,8.25,0.0,13.95
Pablo POZO,CUB,2024-06-28 20:23:00,2023 Central American and Caribbean Games,AAfinal,"San Salvador, El Salvador",PH,12.0,4.0,6.8,0.0,10.8
Pablo POZO,CUB,2024-06-28 20:23:00,2023 Central American and Caribbean Games,qual,"San Salvador, El Salvador",PH,15.0,4.0,7.5,0.0,11.5
Pablo POZO,CUB,2024-06-28 20:23:00,2023 Central American and Caribbean Games,AAfinal,"San Salvador, El Salvador",SR,6.0,4.5,7.75,0.0,12.25
Pablo POZO,CUB,2024-06-28 20:23:00,2023 Central American and Caribbean Games,qual,"San Salvador, El Salvador",SR,22.0,4.3,7.35,0.0,11.65
Pablo POZO,CUB,2024-06-28 20:23:00,2023 Central American and Caribbean Games,AAfinal,"San Salvador, El Salvador",VT,16.0,4.8,7.7,0.3,12.2
Pablo POZO,CUB,2024-06-28 20:23:00,2023 Central American and Caribbean Games,qual,"San Salvador, El Salvador",VT,11.0,4.8,9.05,0.1,13.75
Owen PRINT,GBR,2024-03-27 20:22:00,2022 British Gymnastics Championships,qual,"Liverpool, England",FX,20.0,5.1,7.8,0.1,12.8
Owen PRINT,GBR,2024-03-27 20:22:00,2022 British Gymnastics Championships,qual,"Liverpool, England",HB,26.0,3.8,7.8,0.0,11.6
Owen PRINT,GBR,2024-03-27 20:22:00,2022 British Gymnastics Championships,qual,"Liverpool, England",PB,19.0,4.7,7.85,0.0,12.55
Owen PRINT,GBR,2024-03-27 20:22:00,2022 British Gymnastics Championships,qual,"Liverpool, England",PH,27.0,2.6,7.5,3.0,7.1
Owen PRINT,GBR,2024-03-27 20:22:00,2022 British Gymnastics Championships,qual,"Liverpool, England",SR,17.0,5.0,7.75,0.0,12.75
Owen PRINT,GBR,2024-03-27 20:22:00,2022 British Gymnastics Championships,final,"Liverpool, England",VT,3.0,5.2,9.13,0.0,14.333
Owen PRINT,GBR,2024-03-27 20:22:00,2022 British Gymnastics Championships,qual,"Liverpool, England",VT,7.0,5.2,9.1,0.0,14.3
Owen PRINT,GBR,2024-03-27 20:22:00,2022 British Gymnastics Championships,final,"Liverpool, England",VT,3.0,5.2,9.33,0.0,14.533
Owen PRINT,GBR,2024-03-27 20:22:00,2022 British Gymnastics Championships,qual,"Liverpool, England",VT,7.0,5.2,9.15,0.0,14.35
Owen PRINT,GBR,2023-03-26 20:23:00,2023 British Gymnastics Championships,qual,"Liverpool, England",FX,24.0,6.2,5.85,0.1,11.95
Owen PRINT,GBR,2023-03-26 20:23:00,2023 British Gymnastics Championships,qual,"Liverpool, England",HB,19.0,3.9,8.2,0.0,12.1
Owen PRINT,GBR,2023-03-26 20:23:00,2023 British Gymnastics Championships,qual,"Liverpool, England",PB,29.0,4.6,6.85,0.0,11.45
Owen PRINT,GBR,2023-03-26 20:23:00,2023 British Gymnastics Championships,qual,"Liverpool, England",PH,24.0,3.8,6.6,0.0,10.4
Owen PRINT,GBR,2023-03-26 20:23:00,2023 British Gymnastics Championships,qual,"Liverpool, England",SR,12.0,5.8,7.25,0.0,13.05
Leonard PRÜGEL,GE2,2017-03-19 20:23:00,EnBW DTB Pokal Team Challenge 2023,qual,"Stuttgart, Germany",HB,51.0,5.3,6.25,0.0,11.55
Leonard PRÜGEL,GE2,2017-03-19 20:23:00,EnBW DTB Pokal Team Challenge 2023,qual,"Stuttgart, Germany",PB,22.0,5.1,8.65,0.0,13.75
Leonard PRÜGEL,GE2,2017-03-19 20:23:00,EnBW DTB Pokal Team Challenge 2023,qual,"Stuttgart, Germany",PH,23.0,5.0,7.8,0.0,12.8
Leonard PRÜGEL,GE2,2017-03-19 20:23:00,EnBW DTB Pokal Team Challenge 2023,qual,"Stuttgart, Germany",VT,42.0,5.2,7.9,0.0,13.1
Ron PYATOV,ISR,2018-08-21 20:22:00,2022 Senior European Championships,qual,"Munich, Germany",HB,103.0,4.6,6.4,0.0,11.0
Ron PYATOV,ISR,2018-08-21 20:22:00,2022 Senior European Championships,qual,"Munich, Germany",PB,103.0,5.4,5.566,0.0,10.966
Ron PYATOV,ISR,2018-08-21 20:22:00,2022 Senior European Championships,qual,"Munich, Germany",SR,69.0,4.2,8.6,0.0,12.8
Zachary Perillo,AUS,2008-06-11 20:23:00,2023 Osijek Challenge Cup,final,"Osijek, Croatia.",SR,5.0,5.7,7.833,0.0,13.533
Zachary Perillo,AUS,2008-06-11 20:23:00,2023 Osijek Challenge Cup,qual,"Osijek, Croatia.",SR,8.0,5.7,7.9,0.0,13.6
Zachary Perillo,AUS,2001-06-04 20:23:00,2023 Tel Aviv Challenge Cup,qual,"Tel Aviv, Israel",SR,7.0,5.7,7.4,0.0,13.1
Zachary Perillo,AUS,2001-06-04 20:23:00,2023 Tel Aviv Challenge Cup,final,"Tel Aviv, Israel",SR,3.0,5.7,7.95,0.0,13.65
Achraf QUISTAS,MAR,2023-02-26 20:23:00,FIG Apparatus World Cup 2023,qual,"Cottbus, Germany",FX,44.0,4.9,7.333,0.6,11.633
Achraf QUISTAS,MAR,2023-02-26 20:23:00,FIG Apparatus World Cup 2023,qual,"Cottbus, Germany",PB,45.0,3.6,6.266,0.0,9.866
Achraf QUISTAS,MAR,2023-02-26 20:23:00,FIG Apparatus World Cup 2023,qual,"Cottbus, Germany",PH,60.0,3.5,5.566,0.0,9.066
Achraf QUISTAS,MAR,2023-02-26 20:23:00,FIG Apparatus World Cup 2023,qual,"Cottbus, Germany",VT,29.0,4.8,8.933,0.0,13.733
Achraf QUISTAS,MAR,2023-02-26 20:23:00,FIG Apparatus World Cup 2023,qual,"Cottbus, Germany",VT,29.0,4.0,9.033,0.0,13.033
Liam RABIC,CRO,2001-08-05 20:23:00,2023 FISU World University Games,qual,"Chengdu, China",PH,62.0,5.3,6.166,0.0,11.466
Igor RADIVILOV,UKR,2018-08-21 20:22:00,2022 Senior European Championships,qual,"Munich, Germany",FX,61.0,5.2,8.066,0.3,12.966
Igor RADIVILOV,UKR,2018-08-21 20:22:00,2022 Senior European Championships,final,"Munich, Germany",SR,7.0,6.0,8.5,0.0,14.5
Igor RADIVILOV,UKR,2018-08-21 20:22:00,2022 Senior European Championships,qual,"Munich, Germany",SR,8.0,6.0,8.4,0.0,14.4
Igor RADIVILOV,UKR,2018-08-21 20:22:00,2022 Senior European Championships,qual,"Munich, Germany",VT,4.0,5.6,9.233,0.0,14.833
Igor RADIVILOV,UKR,2018-08-21 20:22:00,2022 Senior European Championships,final,"Munich, Germany",VT,3.0,5.6,9.366,0.0,14.966
Igor RADIVILOV,UKR,2018-08-21 20:22:00,2022 Senior European Championships,qual,"Munich, Germany",VT,2.0,5.6,9.233,0.0,14.833
Igor RADIVILOV,UKR,2011-04-16 20:23:00,2023 Senior European Championships,qual,"Antalya, Turkey",SR,9.0,6.0,8.3,0.0,14.3
Igor RADIVILOV,UKR,2011-04-16 20:23:00,2023 Senior European Championships,qual,"Antalya, Turkey",VT,7.0,5.6,8.933,0.0,14.533
Igor RADIVILOV,UKR,2011-04-16 20:23:00,2023 Senior European Championships,final,"Antalya, Turkey",VT,3.0,5.6,9.1,0.1,14.6
Igor RADIVILOV,UKR,2011-04-16 20:23:00,2023 Senior European Championships,qual,"Antalya, Turkey",VT,5.0,5.6,9.2,0.0,14.8
Igor RADIVILOV,UKR,2023-02-26 20:23:00,FIG Apparatus World Cup 2023,qual,"Cottbus, Germany",SR,11.0,5.6,8.433,0.0,14.033
Igor RADIVILOV,UKR,2023-02-26 20:23:00,FIG Apparatus World Cup 2023,qual,"Cottbus, Germany",VT,15.0,5.6,9.1,0.0,14.7
Igor RADIVILOV,UKR,2023-02-26 20:23:00,FIG Apparatus World Cup 2023,qual,"Cottbus, Germany",VT,15.0,5.6,7.866,0.1,13.366
Igor RADIVILOV,UKR,2001-03-04 20:23:00,World Cup,final,"Doha, Qatar",SR,8.0,6.0,8.266,0.0,14.266
Igor RADIVILOV,UKR,2001-03-04 20:23:00,World Cup,qual,"Doha, Qatar",SR,8.0,6.0,8.4,0.0,14.4
Igor RADIVILOV,UKR,2001-03-04 20:23:00,World Cup,final,"Doha, Qatar",VT,2.0,5.6,9.166,0.0,14.766
Igor RADIVILOV,UKR,2001-03-04 20:23:00,World Cup,qual,"Doha, Qatar",VT,7.0,5.6,8.933,0.0,14.533
Igor RADIVILOV,UKR,2001-03-04 20:23:00,World Cup,final,"Doha, Qatar",VT,2.0,5.6,9.433,0.0,15.033
Igor RADIVILOV,UKR,2001-03-04 20:23:00,World Cup,qual,"Doha, Qatar",VT,7.0,5.6,8.333,0.1,13.833
Rayan RADKOV,BUL,2018-08-21 20:22:00,2022 Senior European Championships,qual,"Munich, Germany",HB,79.0,4.2,8.066,0.0,12.266
Rayan RADKOV,BUL,2018-08-21 20:22:00,2022 Senior European Championships,qual,"Munich, Germany",PB,93.0,4.3,7.433,0.0,11.733
Rayan RADKOV,BUL,2018-08-21 20:22:00,2022 Senior European Championships,qual,"Munich, Germany",PH,27.0,5.0,8.3,0.0,13.3
Daniel RADOVESNICKY,CZE,2011-04-16 20:23:00,2023 Senior European Championships,qual,"Antalya, Turkey",FX,118.0,4.4,7.3,0.0,11.7
Daniel RADOVESNICKY,CZE,2011-04-16 20:23:00,2023 Senior European Championships,qual,"Antalya, Turkey",HB,73.0,4.4,7.966,0.0,12.366
Daniel RADOVESNICKY,CZE,2011-04-16 20:23:00,2023 Senior European Championships,qual,"Antalya, Turkey",PB,73.0,5.0,7.8,0.0,12.8
Daniel RADOVESNICKY,CZE,2011-04-16 20:23:00,2023 Senior European Championships,qual,"Antalya, Turkey",PH,124.0,3.3,7.2,0.0,10.5
Daniel RADOVESNICKY,CZE,2011-04-16 20:23:00,2023 Senior European Championships,qual,"Antalya, Turkey",SR,120.0,3.7,8.0,0.0,11.7
Daniel RADOVESNICKY,CZE,2011-04-16 20:23:00,2023 Senior European Championships,qual,"Antalya, Turkey",VT,104.0,4.0,9.066,0.0,13.066
Al Harith RAKAN,QAT,2023-02-26 20:23:00,FIG Apparatus World Cup 2023,qual,"Cottbus, Germany",PH,39.0,4.7,8.1,0.0,12.8
Al Harith RAKAN,QAT,2009-03-12 20:23:00,World Cup,qual,"Baku, Azerbaijan",PH,22.0,4.7,8.333,0.0,13.033
Al Harith RAKAN,QAT,2027-04-30 20:23:00,World Cup,qual,"Cairo, Egypt",PH,16.0,5.0,8.366,0.0,13.366
Al Harith RAKAN,QAT,2001-03-04 20:23:00,World Cup,qual,"Doha, Qatar",PH,37.0,4.1,7.5,0.0,11.6
Trisna RAMDHANY,INA,2001-03-04 20:23:00,World Cup,qual,"Doha, Qatar",FX,32.0,5.0,6.766,0.0,11.766
Trisna RAMDHANY,INA,2001-03-04 20:23:00,World Cup,qual,"Doha, Qatar",PB,30.0,4.2,5.066,0.0,9.266
Trisna RAMDHANY,INA,2001-03-04 20:23:00,World Cup,qual,"Doha, Qatar",SR,36.0,3.8,6.6,0.0,10.4
Jeordy RAMIREZ,DOM,2024-06-28 20:23:00,2023 Central American and Caribbean Games,qual,"San Salvador, El Salvador",FX,17.0,4.7,7.8,0.0,12.5
Jeordy RAMIREZ,DOM,2024-06-28 20:23:00,2023 Central American and Caribbean Games,qual,"San Salvador, El Salvador",HB,21.0,4.5,7.15,0.3,11.35
Jeordy RAMIREZ,DOM,2024-06-28 20:23:00,2023 Central American and Caribbean Games,final,"San Salvador, El Salvador",PB,6.0,5.1,7.45,0.0,12.55
Jeordy RAMIREZ,DOM,2024-06-28 20:23:00,2023 Central American and Caribbean Games,qual,"San Salvador, El Salvador",PB,8.0,5.1,8.1,0.0,13.2
Jeordy RAMIREZ,DOM,2024-06-28 20:23:00,2023 Central American and Caribbean Games,qual,"San Salvador, El Salvador",PH,24.0,3.0,7.35,0.0,10.35
Jeordy RAMIREZ,DOM,2024-06-28 20:23:00,2023 Central American and Caribbean Games,qual,"San Salvador, El Salvador",SR,24.0,3.6,7.85,0.3,11.15
Yazz RAMSAHAI,NED,2018-08-21 20:22:00,2022 Senior European Championships,qual,"Munich, Germany",FX,58.0,5.6,7.9,0.4,13.1
Yazz RAMSAHAI,NED,2018-08-21 20:22:00,2022 Senior European Championships,qual,"Munich, Germany",HB,102.0,4.0,7.033,0.0,11.033
Yazz RAMSAHAI,NED,2018-08-21 20:22:00,2022 Senior European Championships,qual,"Munich, Germany",PH,106.0,4.4,5.9,0.0,10.3
Yazz RAMSAHAI,NED,2018-08-21 20:22:00,2022 Senior European Championships,qual,"Munich, Germany",VT,26.0,5.2,9.2,0.1,14.3
Yazz RAMSAHAI,NED,2011-04-16 20:23:00,2023 Senior European Championships,qual,"Antalya, Turkey",FX,75.0,4.8,8.066,0.0,12.866
Yazz RAMSAHAI,NED,2011-04-16 20:23:00,2023 Senior European Championships,qual,"Antalya, Turkey",HB,106.0,4.7,6.866,0.0,11.566
Yazz RAMSAHAI,NED,2011-04-16 20:23:00,2023 Senior European Championships,qual,"Antalya, Turkey",PH,74.0,5.1,7.2,0.0,12.3
Yazz RAMSAHAI,NED,2011-04-16 20:23:00,2023 Senior European Championships,qual,"Antalya, Turkey",SR,85.0,4.3,8.4,0.0,12.7
Yazz RAMSAHAI,NED,2011-04-16 20:23:00,2023 Senior European Championships,qual,"Antalya, Turkey",VT,16.0,5.2,9.2,0.0,14.4
Tim RANDEGGER,SUI,2001-08-05 20:23:00,2023 FISU World University Games,qual,"Chengdu, China",FX,18.0,5.5,8.166,0.0,13.666
Tim RANDEGGER,SUI,2001-08-05 20:23:00,2023 FISU World University Games,qual,"Chengdu, China",PH,30.0,4.9,7.9,0.0,12.8
Tim RANDEGGER,SUI,2001-08-05 20:23:00,2023 FISU World University Games,qual,"Chengdu, China",VT,19.0,5.2,8.966,0.0,14.16
Ian Michael RAUBAL,SUI,2001-08-05 20:23:00,2023 FISH World University Games,AAfinal,"Chengdu, China",FX,9.0,5.2,8.166,0.0,13.366
Ian Michael RAUBAL,SUI,2001-08-05 20:23:00,2023 FISH World University Games,AAfinal,"Chengdu, China",HB,8.0,5.5,7.966,0.0,13.466
Ian Michael RAUBAL,SUI,2001-08-05 20:23:00,2023 FISH World University Games,AAfinal,"Chengdu, China",PB,7.0,5.8,8.433,0.0,14.233
Ian Michael RAUBAL,SUI,2001-08-05 20:23:00,2023 FISH World University Games,AAfinal,"Chengdu, China",PH,16.0,4.7,7.3,0.0,12.0
Ian Michael RAUBAL,SUI,2001-08-05 20:23:00,2023 FISH World University Games,AAfinal,"Chengdu, China",SR,5.0,5.3,8.266,0.0,13.566
Ian Michael RAUBAL,SUI,2001-08-05 20:23:00,2023 FISH World University Games,AAfinal,"Chengdu, China",VT,16.0,4.8,8.8,0.1,13.5
Ian Michael RAUBAL,SUI,2001-08-05 20:23:00,2023 FISU World University Games,qual,"Chengdu, China",FX,29.0,5.2,8.166,0.1,13.266
Ian Michael RAUBAL,SUI,2001-08-05 20:23:00,2023 FISU World University Games,qual,"Chengdu, China",HB,34.0,5.4,7.733,0.0,13.133
Ian Michael RAUBAL,SUI,2001-08-05 20:23:00,2023 FISU World University Games,qual,"Chengdu, China",PB,19.0,5.8,7.933,0.0,13.733
Ian Michael RAUBAL,SUI,2001-08-05 20:23:00,2023 FISU World University Games,qual,"Chengdu, China",PH,31.0,4.7,8.033,0.0,12.733
Ian Michael RAUBAL,SUI,2001-08-05 20:23:00,2023 FISU World University Games,qual,"Chengdu, China",SR,22.0,5.3,8.3,0.0,13.6
Ian Michael RAUBAL,SUI,2001-08-05 20:23:00,2023 FISU World University Games,qual,"Chengdu, China",VT,27.0,4.8,9.166,0.0,13.96
Giarnni REGINI MORAN,GBR,2024-03-27 20:22:00,2022 British Gymnastics Championships,final,"Liverpool, England",FX,2.0,5.9,8.37,0.0,14.266
Giarnni REGINI MORAN,GBR,2024-03-27 20:22:00,2022 British Gymnastics Championships,qual,"Liverpool, England",FX,6.0,5.7,8.05,0.0,13.75
Giarnni REGINI MORAN,GBR,2024-03-27 20:22:00,2022 British Gymnastics Championships,qual,"Liverpool, England",HB,10.0,4.6,8.45,0.0,13.05
Giarnni REGINI MORAN,GBR,2024-03-27 20:22:00,2022 British Gymnastics Championships,final,"Liverpool, England",PB,1.0,5.7,8.9,0.0,14.6
Giarnni REGINI MORAN,GBR,2024-03-27 20:22:00,2022 British Gymnastics Championships,qual,"Liverpool, England",PB,4.0,5.7,8.35,0.0,14.05
Giarnni REGINI MORAN,GBR,2018-08-21 20:22:00,2022 Senior European Championships,final,"Munich, Germany",FX,7.0,5.9,7.033,0.0,12.933
