Name,Country,Date,Gender,Competition,Round,Location,Apparatus,Rank,D_Score,E_Score,Penalty,Score,Total_Score
Joel PLATA,ESP,2022-11-06,m,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",VT1,11.0,5.6,9.0,0.0,14.6,14.6
Joel PLATA,ESP,2022-08-21,m,2022 Senior European Championships,qual,"Munich, Germany",FX,12.0,6.0,8.033,0.0,14.033,14.033
Joel PLATA,ESP,2022-08-21,m,2022 Senior European Championships,TeamFinal,"Munich, Germany",FX,10.0,5.6,8.833,0.1,14.333,14.333
Joel PLATA,ESP,2022-08-21,m,2022 Senior European Championships,final,"Munich, Germany",HB,3.0,5.8,8.2,0.0,14.0,14.0
Joel PLATA,ESP,2022-08-21,m,2022 Senior European Championships,qual,"Munich, Germany",HB,5.0,5.9,8.1,0.0,14.0,14.0
Joel PLATA,ESP,2022-08-21,m,2022 Senior European Championships,TeamFinal,"Munich, Germany",HB,15.0,5.4,7.766,0.0,13.166,13.166
Joel PLATA,ESP,2022-08-21,m,2022 Senior European Championships,qual,"Munich, Germany",PB,27.0,5.7,8.233,0.0,13.933,13.933
Joel PLATA,ESP,2022-08-21,m,2022 Senior European Championships,qual,"Munich, Germany",PH,22.0,5.4,8.166,0.0,13.566,13.566
Joel PLATA,ESP,2022-08-21,m,2022 Senior European Championships,TeamFinal,"Munich, Germany",PH,22.0,5.4,6.8,0.0,12.2,12.2
Joel PLATA,ESP,2022-08-21,m,2022 Senior European Championships,qual,"Munich, Germany",SR,32.0,5.0,8.433,0.0,13.433,13.433
Joel PLATA,ESP,2022-08-21,m,2022 Senior European Championships,TeamFinal,"Munich, Germany",SR,18.0,5.0,8.166,0.0,13.166,13.166
Joel PLATA,ESP,2022-08-21,m,2022 Senior European Championships,qual,"Munich, Germany",VT1,8.0,5.6,9.166,0.0,14.766,14.766
Joel PLATA,ESP,2022-08-21,m,2022 Senior European Championships,TeamFinal,"Munich, Germany",VT1,10.0,5.6,8.833,0.1,14.333,14.333
Joel PLATA,ESP,2022-08-21,m,2022 Senior European Championships,qual,"Munich, Germany",VT2,10.0,4.8,9.166,0.0,13.966,13.966000000000001
Joel PLATA,ESP,2023-03-04,m,FIG Apparatus World Cup 2023,qual,"Doha, Qatar",FX,10.0,5.7,7.7,0.0,13.4,13.4
Joel PLATA,ESP,2023-03-04,m,FIG Apparatus World Cup 2023,qual,"Doha, Qatar",HB,18.0,5.7,6.633,0.0,12.333,12.333
Joel PLATA,ESP,2023-03-04,m,FIG Apparatus World Cup 2023,qual,"Doha, Qatar",VT1,17.0,5.2,8.466,0.0,13.666,13.666
Joel PLATA,ESP,2023-03-04,m,FIG Apparatus World Cup 2023,qual,"Doha, Qatar",VT2,17.0,4.8,8.933,0.0,13.733,13.733
Ricards PLATE,LAT,2022-11-06,m,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",FX,96.0,5.0,7.533,0.0,12.533,12.533000000000001
Ricards PLATE,LAT,2022-11-06,m,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",HB,125.0,4.4,6.9,0.0,11.3,11.3
Ricards PLATE,LAT,2022-11-06,m,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",PB,136.0,4.3,7.366,0.0,11.666,11.666
Ricards PLATE,LAT,2022-11-06,m,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",PH,136.0,4.2,4.466,0.0,8.666,8.666
Ricards PLATE,LAT,2022-11-06,m,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",SR,125.0,4.2,7.066,0.0,11.266,11.266
Ricards PLATE,LAT,2022-11-06,m,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",VT1,115.0,4.0,8.966,0.0,12.966,12.966
Ricards PLATE,LAT,2022-11-06,m,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",VT2,27.0,3.2,8.833,0.0,12.033,12.033000000000001
Ricards PLATE,LAT,2022-08-21,m,2022 Senior European Championships,qual,"Munich, Germany",FX,74.0,5.0,7.7,0.0,12.7,12.7
Ricards PLATE,LAT,2022-08-21,m,2022 Senior European Championships,qual,"Munich, Germany",HB,104.0,4.4,6.3,0.0,10.7,10.7
Ricards PLATE,LAT,2022-08-21,m,2022 Senior European Championships,qual,"Munich, Germany",PB,80.0,4.2,8.366,0.0,12.566,12.565999999999999
Ricards PLATE,LAT,2022-08-21,m,2022 Senior European Championships,qual,"Munich, Germany",PH,93.0,4.7,6.666,0.0,11.366,11.366
Ricards PLATE,LAT,2022-08-21,m,2022 Senior European Championships,qual,"Munich, Germany",SR,86.0,3.9,8.566,0.0,12.466,12.466000000000001
Ricards PLATE,LAT,2022-08-21,m,2022 Senior European Championships,qual,"Munich, Germany",VT1,79.0,4.0,9.2,0.0,13.2,13.2
Ricards PLATE,LAT,2023-08-05,m,2023 FISU World University Games,qual,"Chengdu, China",FX,67.0,5.2,6.866,0.0,12.066,12.065999999999999
Ricards PLATE,LAT,2023-08-05,m,2023 FISU World University Games,qual,"Chengdu, China",HB,50.0,4.8,7.666,0.0,12.466,12.466000000000001
Ricards PLATE,LAT,2023-08-05,m,2023 FISU World University Games,qual,"Chengdu, China",PB,37.0,4.7,8.333,0.0,13.033,13.033000000000001
Ricards PLATE,LAT,2023-08-05,m,2023 FISU World University Games,qual,"Chengdu, China",PH,21.0,4.7,8.4,0.0,13.1,13.100000000000001
Ricards PLATE,LAT,2023-08-05,m,2023 FISU World University Games,qual,"Chengdu, China",SR,75.0,4.3,7.3,0.0,11.6,11.6
Ricards PLATE,LAT,2023-08-05,m,2023 FISU World University Games,qual,"Chengdu, China",VT1,41.0,4.8,8.866,0.0,13.66,13.666
Ricards PLATE,LAT,2023-08-05,m,2023 FISU World University Games,qual,"Chengdu, China",VT2,19.0,4.0,8.666,0.0,12.666,12.666
Ricards PLATE,LAT,2023-04-16,m,2023 Senior European Championships,qual,"Antalya, Turkey",FX,70.0,4.4,8.533,0.0,12.933,12.933
Ricards PLATE,LAT,2023-04-16,m,2023 Senior European Championships,qual,"Antalya, Turkey",HB,89.0,4.8,7.366,0.0,12.166,12.166
Ricards PLATE,LAT,2023-04-16,m,2023 Senior European Championships,qual,"Antalya, Turkey",PB,81.0,4.4,8.3,0.0,12.7,12.700000000000001
Ricards PLATE,LAT,2023-04-16,m,2023 Senior European Championships,qual,"Antalya, Turkey",PH,66.0,3.9,8.633,0.0,12.533,12.533
Ricards PLATE,LAT,2023-04-16,m,2023 Senior European Championships,qual,"Antalya, Turkey",SR,108.0,3.9,8.233,0.0,12.133,12.133000000000001
Ricards PLATE,LAT,2023-04-16,m,2023 Senior European Championships,qual,"Antalya, Turkey",VT1,107.0,4.0,9.033,0.0,13.033,13.033
Ricards PLATE,LAT,2023-04-16,m,2023 Senior European Championships,qual,"Antalya, Turkey",VT2,24.0,4.0,9.033,0.0,13.033,13.033
Ricards PLATE,LAT,2023-04-30,m,FIG Apparatus World Cup 2023,qual,"Cairo, Egypt",FX,26.0,4.8,7.866,0.0,12.666,12.666
Ricards PLATE,LAT,2023-02-26,m,FIG Apparatus World Cup 2023,qual,"Cottbus, Germany",FX,46.0,4.8,6.766,0.0,11.566,11.565999999999999
Ricards PLATE,LAT,2023-03-12,m,FIG Apparatus World Cup 2023,qual,"Baku, Azerbaijan",HB,38.0,4.4,7.0,0.0,11.4,11.4
Ricards PLATE,LAT,2023-04-30,m,FIG Apparatus World Cup 2023,qual,"Cairo, Egypt",HB,16.0,4.8,8.066,0.0,12.866,12.866
Ricards PLATE,LAT,2023-04-30,m,FIG Apparatus World Cup 2023,qual,"Cairo, Egypt",PB,20.0,4.7,7.9,0.0,12.6,12.600000000000001
Ricards PLATE,LAT,2023-03-12,m,FIG Apparatus World Cup 2023,qual,"Baku, Azerbaijan",PH,31.0,4.1,8.366,0.0,12.466,12.466
Ricards PLATE,LAT,2023-04-30,m,FIG Apparatus World Cup 2023,qual,"Cairo, Egypt",PH,38.0,4.7,6.2,0.0,10.9,10.9
Ricards PLATE,LAT,2023-03-04,m,FIG Apparatus World Cup 2023,qual,"Doha, Qatar",PH,48.0,4.0,5.966,0.0,9.966,9.966000000000001
Ricards PLATE,LAT,2023-03-12,m,FIG Apparatus World Cup 2023,qual,"Baku, Azerbaijan",SR,37.0,4.2,7.2,0.0,11.4,11.4
Ricards PLATE,LAT,2023-04-30,m,FIG Apparatus World Cup 2023,qual,"Cairo, Egypt",SR,24.0,4.0,8.566,0.0,12.566,12.566
Ricards PLATE,LAT,2023-03-04,m,FIG Apparatus World Cup 2023,qual,"Doha, Qatar",SR,29.0,4.0,8.366,0.0,12.366,12.366
Ricards PLATE,LAT,2023-04-30,m,FIG Apparatus World Cup 2023,qual,"Cairo, Egypt",VT1,21.0,4.0,9.033,0.1,13.033,12.933
Ricards PLATE,LAT,2023-04-30,m,FIG Apparatus World Cup 2023,qual,"Cairo, Egypt",VT2,21.0,4.0,8.633,0.3,12.333,12.332999999999998
Jabiel POLANCO,DOM,2023-06-28,m,2023 Central American and Caribbean Games,final,"San Salvador, El Salvador",SR,6.0,4.5,8.25,0.0,12.75,12.75
Jabiel POLANCO,DOM,2023-06-28,m,2023 Central American and Caribbean Games,qual,"San Salvador, El Salvador",SR,12.0,4.7,7.55,0.0,12.25,12.25
Jabiel POLANCO,DOM,2023-06-28,m,2023 Central American and Caribbean Games,qual,"San Salvador, El Salvador",VT1,5.0,5.2,8.7,0.0,13.9,13.899999999999999
Jabiel POLANCO,DOM,2023-06-28,m,2023 Central American and Caribbean Games,final,"San Salvador, El Salvador",VT2,6.0,5.2,7.9,0.0,13.1,13.100000000000001
Jabiel POLANCO,DOM,2023-06-28,m,2023 Central American and Caribbean Games,qual,"San Salvador, El Salvador",VT2,4.0,5.2,8.75,0.3,13.65,13.649999999999999
Jabiel POLANCO,DOM,2023-02-26,m,FIG Apparatus World Cup 2023,qual,"Cottbus, Germany",SR,43.0,5.2,6.0,0.0,11.2,11.2
Jabiel POLANCO,DOM,2023-03-04,m,FIG Apparatus World Cup 2023,qual,"Doha, Qatar",SR,34.0,5.4,5.7,0.0,11.1,11.100000000000001
Jabiel POLANCO,DOM,2023-02-26,m,FIG Apparatus World Cup 2023,qual,"Cottbus, Germany",VT1,19.0,5.2,8.266,0.0,13.466,13.466000000000001
Jabiel POLANCO,DOM,2023-03-04,m,FIG Apparatus World Cup 2023,qual,"Doha, Qatar",VT1,25.0,5.2,7.8,0.0,13.0,13.0
Jabiel POLANCO,DOM,2023-02-26,m,FIG Apparatus World Cup 2023,qual,"Cottbus, Germany",VT2,19.0,5.2,8.833,0.0,14.033,14.033000000000001
Jabiel POLANCO,DOM,2023-03-04,m,FIG Apparatus World Cup 2023,qual,"Doha, Qatar",VT2,25.0,5.2,8.8,0.0,14.0,14.0
Murilo PONTEDURA,BRA,2023-03-19,m,EnBW DTB Pokal Team Challenge 2023,qual,"Stuttgart, Germany",FX,53.0,5.0,6.0,0.0,11.0,11.0
Murilo PONTEDURA,BRA,2023-03-19,m,EnBW DTB Pokal Team Challenge 2023,qual,"Stuttgart, Germany",HB,28.0,4.7,8.15,0.0,12.85,12.850000000000001
Murilo PONTEDURA,BRA,2023-03-19,m,EnBW DTB Pokal Team Challenge 2023,qual,"Stuttgart, Germany",PB,38.0,4.9,8.1,0.0,13.0,13.0
Murilo PONTEDURA,BRA,2023-03-19,m,EnBW DTB Pokal Team Challenge 2023,qual,"Stuttgart, Germany",PH,13.0,5.2,8.1,0.0,13.3,13.3
Murilo PONTEDURA,BRA,2023-03-19,m,EnBW DTB Pokal Team Challenge 2023,qual,"Stuttgart, Germany",VT1,32.0,4.8,9.0,0.1,13.7,13.700000000000001
Murilo PONTEDURA,BRA,2023-03-19,m,EnBW DTB Pokal Team Challenge 2023,qual,"Stuttgart, Germany",VT2,32.0,0.0,0.0,0.0,0.0,0.0
Martin POSPISIL,CZE,2023-04-16,m,2023 Senior European Championships,qual,"Antalya, Turkey",FX,85.0,4.3,8.366,0.0,12.666,12.666
Martin POSPISIL,CZE,2023-04-16,m,2023 Senior European Championships,qual,"Antalya, Turkey",HB,111.0,4.1,7.233,0.0,11.333,11.332999999999998
Martin POSPISIL,CZE,2023-04-16,m,2023 Senior European Championships,qual,"Antalya, Turkey",PB,93.0,3.8,8.533,0.0,12.333,12.332999999999998
Martin POSPISIL,CZE,2023-04-16,m,2023 Senior European Championships,qual,"Antalya, Turkey",SR,115.0,3.8,8.1,0.0,11.9,11.899999999999999
Martin POSPISIL,CZE,2023-04-16,m,2023 Senior European Championships,qual,"Antalya, Turkey",VT1,112.0,4.0,9.033,0.1,12.933,12.933
Pablo POZO,CUB,2023-06-28,m,2023 Central American and Caribbean Games,AAfinal,"San Salvador, El Salvador",FX,3.0,5.1,8.1,0.0,13.2,13.2
Pablo POZO,CUB,2023-06-28,m,2023 Central American and Caribbean Games,qual,"San Salvador, El Salvador",FX,20.0,5.0,7.2,0.0,12.2,12.2
Pablo POZO,CUB,2023-06-28,m,2023 Central American and Caribbean Games,AAfinal,"San Salvador, El Salvador",HB,2.0,5.2,8.0,0.0,13.2,13.2
Pablo POZO,CUB,2023-06-28,m,2023 Central American and Caribbean Games,final,"San Salvador, El Salvador",HB,5.0,4.9,7.25,0.0,12.15,12.15
Pablo POZO,CUB,2023-06-28,m,2023 Central American and Caribbean Games,qual,"San Salvador, El Salvador",HB,6.0,5.0,7.5,0.0,12.5,12.5
Pablo POZO,CUB,2023-06-28,m,2023 Central American and Caribbean Games,AAfinal,"San Salvador, El Salvador",PB,2.0,5.7,8.4,0.3,13.8,13.8
Pablo POZO,CUB,2023-06-28,m,2023 Central American and Caribbean Games,final,"San Salvador, El Salvador",PB,2.0,5.7,8.1,0.0,13.8,13.8
Pablo POZO,CUB,2023-06-28,m,2023 Central American and Caribbean Games,qual,"San Salvador, El Salvador",PB,1.0,5.7,8.25,0.0,13.95,13.95
Pablo POZO,CUB,2023-06-28,m,2023 Central American and Caribbean Games,AAfinal,"San Salvador, El Salvador",PH,12.0,4.0,6.8,0.0,10.8,10.8
Pablo POZO,CUB,2023-06-28,m,2023 Central American and Caribbean Games,qual,"San Salvador, El Salvador",PH,15.0,4.0,7.5,0.0,11.5,11.5
Pablo POZO,CUB,2023-06-28,m,2023 Central American and Caribbean Games,AAfinal,"San Salvador, El Salvador",SR,6.0,4.5,7.75,0.0,12.25,12.25
Pablo POZO,CUB,2023-06-28,m,2023 Central American and Caribbean Games,qual,"San Salvador, El Salvador",SR,22.0,4.3,7.35,0.0,11.65,11.649999999999999
Pablo POZO,CUB,2023-06-28,m,2023 Central American and Caribbean Games,AAfinal,"San Salvador, El Salvador",VT1,16.0,4.8,7.7,0.3,12.2,12.2
Pablo POZO,CUB,2023-06-28,m,2023 Central American and Caribbean Games,qual,"San Salvador, El Salvador",VT1,11.0,4.8,9.05,0.1,13.75,13.750000000000002
Owen PRINT,GBR,2022-03-27,m,2022 British Gymnastics Championships,qual,"Liverpool, England",FX,20.0,5.1,7.8,0.1,12.8,12.799999999999999
Owen PRINT,GBR,2022-03-27,m,2022 British Gymnastics Championships,qual,"Liverpool, England",HB,26.0,3.8,7.8,0.0,11.6,11.6
Owen PRINT,GBR,2022-03-27,m,2022 British Gymnastics Championships,qual,"Liverpool, England",PB,19.0,4.7,7.85,0.0,12.55,12.55
Owen PRINT,GBR,2022-03-27,m,2022 British Gymnastics Championships,qual,"Liverpool, England",PH,27.0,2.6,7.5,3.0,7.1,7.1
Owen PRINT,GBR,2022-03-27,m,2022 British Gymnastics Championships,qual,"Liverpool, England",SR,17.0,5.0,7.75,0.0,12.75,12.75
Owen PRINT,GBR,2022-03-27,m,2022 British Gymnastics Championships,final,"Liverpool, England",VT1,3.0,5.2,9.13,0.0,14.333,14.330000000000002
Owen PRINT,GBR,2022-03-27,m,2022 British Gymnastics Championships,qual,"Liverpool, England",VT1,7.0,5.2,9.1,0.0,14.3,14.3
Owen PRINT,GBR,2022-03-27,m,2022 British Gymnastics Championships,final,"Liverpool, England",VT2,3.0,5.2,9.33,0.0,14.533,14.530000000000001
Owen PRINT,GBR,2022-03-27,m,2022 British Gymnastics Championships,qual,"Liverpool, England",VT2,7.0,5.2,9.15,0.0,14.35,14.350000000000001
Owen PRINT,GBR,2023-03-26,m,2023 British Gymnastics Championships,qual,"Liverpool, England",FX,24.0,6.2,5.85,0.1,11.95,11.950000000000001
Owen PRINT,GBR,2023-03-26,m,2023 British Gymnastics Championships,qual,"Liverpool, England",HB,19.0,3.9,8.2,0.0,12.1,12.1
Owen PRINT,GBR,2023-03-26,m,2023 British Gymnastics Championships,qual,"Liverpool, England",PB,29.0,4.6,6.85,0.0,11.45,11.45
Owen PRINT,GBR,2023-03-26,m,2023 British Gymnastics Championships,qual,"Liverpool, England",PH,24.0,3.8,6.6,0.0,10.4,10.399999999999999
Owen PRINT,GBR,2023-03-26,m,2023 British Gymnastics Championships,qual,"Liverpool, England",SR,12.0,5.8,7.25,0.0,13.05,13.05
Owen PRINT,GBR,2023-03-26,m,2023 British Gymnastics Championships,final,"Liverpool, England",VT1,5.0,5.2,0.0,0.0,14.35,5.2
Owen PRINT,GBR,2023-03-26,m,2023 British Gymnastics Championships,qual,"Liverpool, England",VT1,7.0,5.2,0.0,0.0,13.1,5.2
Owen PRINT,GBR,2023-03-26,m,2023 British Gymnastics Championships,final,"Liverpool, England",VT2,5.0,5.2,0.0,0.3,13.45,4.9
Owen PRINT,GBR,2023-03-26,m,2023 British Gymnastics Championships,qual,"Liverpool, England",VT2,7.0,5.2,0.0,0.0,13.85,5.2
Leonard PRÜGEL,GE2,2023-03-19,m,EnBW DTB Pokal Team Challenge 2023,qual,"Stuttgart, Germany",HB,51.0,5.3,6.25,0.0,11.55,11.55
Leonard PRÜGEL,GE2,2023-03-19,m,EnBW DTB Pokal Team Challenge 2023,qual,"Stuttgart, Germany",PB,22.0,5.1,8.65,0.0,13.75,13.75
Leonard PRÜGEL,GE2,2023-03-19,m,EnBW DTB Pokal Team Challenge 2023,qual,"Stuttgart, Germany",PH,23.0,5.0,7.8,0.0,12.8,12.8
Leonard PRÜGEL,GE2,2023-03-19,m,EnBW DTB Pokal Team Challenge 2023,qual,"Stuttgart, Germany",VT1,42.0,5.2,7.9,0.0,13.1,13.100000000000001
Leonard PRÜGEL,GE2,2023-03-19,m,EnBW DTB Pokal Team Challenge 2023,qual,"Stuttgart, Germany",VT2,42.0,0.0,0.0,0.0,0.0,0.0
Ron PYATOV,ISR,2022-08-21,m,2022 Senior European Championships,qual,"Munich, Germany",HB,103.0,4.6,6.4,0.0,11.0,11.0
Ron PYATOV,ISR,2022-08-21,m,2022 Senior European Championships,qual,"Munich, Germany",PB,103.0,5.4,5.566,0.0,10.966,10.966000000000001
Ron PYATOV,ISR,2022-08-21,m,2022 Senior European Championships,qual,"Munich, Germany",SR,69.0,4.2,8.6,0.0,12.8,12.8
Cole Partridge,USA,2022-08-20,m,2022 U.S. Championships,qual,"Tampa, FL",FX,0.0,4.5,7.9,0.0,12.4,12.4
Cole Partridge,USA,2022-08-20,m,2022 U.S. Championships,final,"Tampa, FL",FX,0.0,4.4,7.7,0.0,12.1,12.100000000000001
Cole Partridge,USA,2022-08-20,m,2022 U.S. Championships,qual,"Tampa, FL",HB,0.0,5.0,6.0,0.0,11.0,11.0
Cole Partridge,USA,2022-08-20,m,2022 U.S. Championships,final,"Tampa, FL",HB,0.0,4.5,5.2,0.0,9.7,9.7
Cole Partridge,USA,2022-08-20,m,2022 U.S. Championships,qual,"Tampa, FL",PB,0.0,5.1,7.65,0.0,12.75,12.75
Cole Partridge,USA,2022-08-20,m,2022 U.S. Championships,final,"Tampa, FL",PB,0.0,4.9,7.9,0.0,12.8,12.8
Cole Partridge,USA,2022-08-20,m,2022 U.S. Championships,qual,"Tampa, FL",PH,0.0,3.9,5.65,0.0,9.55,9.55
Cole Partridge,USA,2022-08-20,m,2022 U.S. Championships,final,"Tampa, FL",PH,0.0,4.3,7.2,0.0,11.5,11.5
Cole Partridge,USA,2022-08-20,m,2022 U.S. Championships,qual,"Tampa, FL",SR,0.0,4.5,7.2,0.0,11.7,11.7
Cole Partridge,USA,2022-08-20,m,2022 U.S. Championships,final,"Tampa, FL",SR,0.0,4.5,8.05,0.0,12.55,12.55
Cole Partridge,USA,2022-08-20,m,2022 U.S. Championships,qual,"Tampa, FL",VT,0.0,4.8,8.6,0.0,13.4,13.399999999999999
Cole Partridge,USA,2022-08-20,m,2022 U.S. Championships,final,"Tampa, FL",VT,0.0,4.8,8.5,0.3,13.0,13.0
Cole Partridge,USA,2022-02-27,m,2022 Winter Cup,AAfinal,"Frisco, Texas",FX,30.0,4.9,7.15,0.0,12.05,12.05
Cole Partridge,USA,2022-02-27,m,2022 Winter Cup,AAfinal,"Frisco, Texas",HB,28.0,4.9,6.95,0.0,11.85,11.850000000000001
Cole Partridge,USA,2022-02-27,m,2022 Winter Cup,AAfinal,"Frisco, Texas",PB,20.0,4.8,8.3,0.0,13.1,13.100000000000001
Cole Partridge,USA,2022-02-27,m,2022 Winter Cup,AAfinal,"Frisco, Texas",PH,36.0,4.0,5.5,0.0,9.5,9.5
Cole Partridge,USA,2022-02-27,m,2022 Winter Cup,AAfinal,"Frisco, Texas",SR,25.0,4.4,8.1,0.0,12.5,12.5
Cole Partridge,USA,2022-02-27,m,2022 Winter Cup,AAfinal,"Frisco, Texas",VT,31.0,4.8,8.55,0.1,13.25,13.250000000000002
Eddie Penev,None,2023-06-11,m,2023 Osijek Challenge Cup,final,"Osijek, Croatia.",FX,1.0,5.8,8.3,0.0,14.1,14.100000000000001
Eddie Penev,None,2023-06-11,m,2023 Osijek Challenge Cup,qual,"Osijek, Croatia.",FX,2.0,5.8,8.55,0.0,14.35,14.350000000000001
Eddie Penev,None,2023-06-11,m,2023 Osijek Challenge Cup,final,"Osijek, Croatia.",VT1,5.0,5.2,9.3,0.0,14.5,14.5
Eddie Penev,None,2023-06-11,m,2023 Osijek Challenge Cup,qual,"Osijek, Croatia.",VT1,8.0,5.2,9.35,0.0,14.55,14.55
Eddie Penev,None,2023-06-11,m,2023 Osijek Challenge Cup,final,"Osijek, Croatia.",VT2,5.0,4.8,8.9,0.0,13.7,13.7
Eddie Penev,None,2023-06-11,m,2023 Osijek Challenge Cup,qual,"Osijek, Croatia.",VT2,8.0,4.4,8.85,0.0,13.25,13.25
Kevin Penev,None,2023-06-11,m,2023 Osijek Challenge Cup,final,"Osijek, Croatia.",FX,8.0,5.8,6.7,0.0,12.5,12.5
Kevin Penev,None,2023-06-11,m,2023 Osijek Challenge Cup,qual,"Osijek, Croatia.",FX,5.0,6.0,8.1,0.0,14.1,14.1
Kevin Penev,None,2023-06-11,m,2023 Osijek Challenge Cup,qual,"Osijek, Croatia.",PH,17.0,5.1,8.0,0.0,13.1,13.1
Zachary Perillo,AUS,2023-06-11,m,2023 Osijek Challenge Cup,final,"Osijek, Croatia.",SR,5.0,5.7,7.833,0.0,13.533,13.533000000000001
Zachary Perillo,AUS,2023-06-11,m,2023 Osijek Challenge Cup,qual,"Osijek, Croatia.",SR,8.0,5.7,7.9,0.0,13.6,13.600000000000001
Zachary Perillo,AUS,2023-06-04,m,2023 Tel Aviv Challenge Cup,qual,"Tel Aviv, Israel",SR,7.0,5.7,7.4,0.0,13.1,13.100000000000001
Zachary Perillo,AUS,2023-06-04,m,2023 Tel Aviv Challenge Cup,final,"Tel Aviv, Israel",SR,3.0,5.7,7.95,0.0,13.65,13.65
Vahe Petrosyan,USA,2023-08-27,m,2023 U.S. Championships,qual,"San Jose, CA",FX,0.0,4.8,8.3,0.0,13.1,13.100000000000001
Vahe Petrosyan,USA,2023-08-27,m,2023 U.S. Championships,final,"San Jose, CA",FX,0.0,4.9,5.65,0.1,10.45,10.450000000000001
Vahe Petrosyan,USA,2023-08-27,m,2023 U.S. Championships,qual,"San Jose, CA",HB,0.0,4.7,8.2,0.0,12.9,12.899999999999999
Vahe Petrosyan,USA,2023-08-27,m,2023 U.S. Championships,final,"San Jose, CA",HB,0.0,4.3,7.45,0.0,11.75,11.75
Vahe Petrosyan,USA,2023-08-27,m,2023 U.S. Championships,qual,"San Jose, CA",PB,0.0,5.1,7.35,0.0,12.45,12.45
Vahe Petrosyan,USA,2023-08-27,m,2023 U.S. Championships,final,"San Jose, CA",PB,0.0,5.5,8.3,0.0,13.8,13.8
Vahe Petrosyan,USA,2023-08-27,m,2023 U.S. Championships,qual,"San Jose, CA",PH,0.0,5.1,7.5,0.0,12.6,12.6
Vahe Petrosyan,USA,2023-08-27,m,2023 U.S. Championships,final,"San Jose, CA",PH,0.0,5.1,7.0,0.0,12.1,12.1
Vahe Petrosyan,USA,2023-08-27,m,2023 U.S. Championships,qual,"San Jose, CA",SR,0.0,4.4,7.8,0.0,12.2,12.2
Vahe Petrosyan,USA,2023-08-27,m,2023 U.S. Championships,final,"San Jose, CA",SR,0.0,4.3,8.05,0.0,12.35,12.350000000000001
Vahe Petrosyan,USA,2023-08-27,m,2023 U.S. Championships,qual,"San Jose, CA",VT,0.0,4.8,8.95,0.0,13.75,13.75
Vahe Petrosyan,USA,2023-08-27,m,2023 U.S. Championships,final,"San Jose, CA",VT,0.0,4.8,8.95,0.0,13.75,13.75
Vahe Petrosyan,USA,2023-02-26,m,2023 Winter Cup,AAfinal,"Louisville, Kentucky",FX,30.0,0.0,0.0,0.0,0.0,0.0
Vahe Petrosyan,USA,2023-02-26,m,2023 Winter Cup,AAfinal,"Louisville, Kentucky",HB,30.0,0.0,0.0,0.0,0.0,0.0
Vahe Petrosyan,USA,2023-02-26,m,2023 Winter Cup,AAfinal,"Louisville, Kentucky",PB,32.0,0.0,0.0,0.0,0.0,0.0
Vahe Petrosyan,USA,2023-02-26,m,2023 Winter Cup,AAfinal,"Louisville, Kentucky",PH,35.0,0.0,0.0,0.0,0.0,0.0
Vahe Petrosyan,USA,2023-02-26,m,2023 Winter Cup,AAfinal,"Louisville, Kentucky",SR,31.0,0.0,0.0,0.0,0.0,0.0
Vahe Petrosyan,USA,2023-02-26,m,2023 Winter Cup,AAfinal,"Louisville, Kentucky",VT,0.0,4.8,8.65,0.1,13.35,13.35
Matvei Petrov,None,2023-06-11,m,2023 Osijek Challenge Cup,final,"Osijek, Croatia.",PH,7.0,6.4,7.5,0.0,13.9,13.9
Matvei Petrov,None,2023-06-11,m,2023 Osijek Challenge Cup,qual,"Osijek, Croatia.",PH,6.0,6.2,7.85,0.0,14.05,14.05
Curran Phillips,USA,2022-08-20,m,2022 U.S. Championships,qual,"Tampa, FL",HB,0.0,5.5,6.45,0.0,11.95,11.95
Curran Phillips,USA,2022-08-20,m,2022 U.S. Championships,final,"Tampa, FL",HB,0.0,5.7,7.55,0.0,13.25,13.25
Curran Phillips,USA,2022-08-20,m,2022 U.S. Championships,qual,"Tampa, FL",PB,0.0,6.9,8.45,0.0,15.349999999999998,15.35
Curran Phillips,USA,2022-08-20,m,2022 U.S. Championships,final,"Tampa, FL",PB,0.0,6.9,8.4,0.0,15.3,15.3
Curran Phillips,USA,2022-08-20,m,2022 U.S. Championships,qual,"Tampa, FL",VT,0.0,5.2,9.2,0.0,14.4,14.399999999999999
Curran Phillips,USA,2022-08-20,m,2022 U.S. Championships,final,"Tampa, FL",VT,0.0,5.2,8.85,0.0,14.05,14.05
Curran Phillips,USA,2022-02-27,m,2022 Winter Cup,AAfinal,"Frisco, Texas",HB,1.0,5.7,7.95,0.0,13.65,13.65
Curran Phillips,USA,2022-02-27,m,2022 Winter Cup,AAfinal,"Frisco, Texas",PB,1.0,6.7,8.45,0.0,15.15,15.149999999999999
