AT,AP,AH,AFDP,GTEP,TIT,TAT,TEY,CDP,CO,NOX
14.684,1025.5,68.801,4.1049,25.665,1096.5,550.04,140.91,12.295,1.0665,80.408
13.502,1025.6,72.476,3.8622,24.095,1087.4,550.3,134.4,11.949,1.2706,76.284
12.194,1025.4,76.86,3.8681,24.06,1087,550.06,134.67,12.077,1.2419,74.645
11.308,1025.1,80.772,3.8463,23.861,1086.3,550.11,134.15,11.914,1.5467,76.167
10.508,1025,83.425,3.7975,23.508,1084.4,550.1,133.12,11.815,1.7059,76.177
9.5235,1024.6,85.953,3.8037,23.376,1084.2,549.97,133.27,11.846,1.7129,76.172
8.7271,1024.1,88.824,3.8153,23.507,1084.9,549.93,133.81,11.884,1.6824,77.581
8.3424,1023.6,89.842,3.8446,23.577,1085,549.95,134.18,11.972,1.6782,77.948
7.9491,1023,90.64,3.5443,21.227,1058.4,542.29,120.86,11.089,5.88,99.067
7.7253,1022.7,91.862,3.2898,19.223,1038.6,537.24,110.5,10.51,9.8911,110.32
7.3961,1022.4,92.562,3.2909,19.12,1039.3,537.51,110.83,10.507,10.257,107.58
7.8253,1022.1,94.828,3.2921,19.029,1046.3,542.56,111.69,10.504,7.5635,98.815
7.5416,1021.8,92.744,3.2947,19.091,1044.9,541.25,111.69,10.507,8.5314,105.65
7.0397,1021.4,93.593,3.3101,19.182,1043.4,540.04,111.67,10.513,9.2453,107.03
7.0773,1021.2,93.772,3.3258,19.31,1046.6,542.29,112.26,10.52,6.9188,105.42
8.0424,1020.9,95.708,3.5418,20.762,1058.5,544.88,118.64,11.008,5.3506,94.832
10.396,1020.5,96.123,4.026,24.126,1086.3,550.14,133.66,11.894,1.3172,74.453
13.249,1020,89.366,4.0603,24.207,1087.1,550.19,133.67,11.935,1.7757,75.209
14.339,1019.3,85.761,4.0542,24.236,1086.9,549.99,133.68,11.949,1.8839,73.577
15.033,1018.5,83.716,4.036,24.289,1087.5,550.18,133.68,11.964,1.546,71.954
15.738,1017.9,82.436,4.0811,24.362,1087.4,549.91,133.68,11.964,1.5607,71.933
16.181,1017.5,81.179,4.0713,24.391,1087.3,550.17,133.68,11.963,1.4744,71.866
16.312,1017.1,79.74,4.0684,24.375,1087.5,549.91,133.66,11.962,1.3367,71.884
15.979,1016.6,83.825,4.0156,24.4,1087.4,550.37,133.67,11.87,1.5795,69.605
15.01,1016.6,87.76,4.0158,24.337,1086.8,549.99,133.83,11.874,1.6282,69.781
14.062,1016.5,93.521,4.0459,24.316,1086.9,549.88,133.98,12.018,1.4053,69.468
13.624,1016.5,92.301,4.0033,24.416,1087.2,550.27,134.69,12.088,1.2691,69.343
13.371,1016.5,91.07,4.021,24.325,1087.2,550,134.69,12.041,1.3016,70.791
12.397,1016.5,89.528,4.0044,24.183,1086.5,549.94,134.7,11.975,1.406,72.126
11.858,1016.4,90.534,3.9979,24.046,1086.3,549.88,134.53,11.953,1.2862,72.733
11.808,1016.3,93.712,3.9862,24.115,1086.1,549.84,134.3,11.868,1.2523,72.429
12.128,1016.1,93.054,3.9495,23.782,1084.2,549.73,132.89,11.73,1.3907,73.767
11.752,1015.9,93.704,3.3545,19.109,1051.7,546.77,111.36,10.451,4.8599,78.192
11.815,1015.5,95.176,3.3574,19.077,1055.8,549.64,111.96,10.53,3.7936,74.568
12.518,1015.5,95.884,3.3821,19.296,1057.1,549.97,112.39,10.498,3.8397,73.665
12.961,1015.7,93.208,3.3387,19.142,1056.2,549.96,111.7,10.435,3.9302,74.181
12.879,1015.4,91.568,3.2687,19.176,1056.2,549.95,111.69,10.391,3.9222,74.441
12.589,1015.6,90.543,3.2952,19.138,1054.7,549.25,111.29,10.426,4.3008,80.273
12.639,1016.2,93.256,3.764,22.347,1073.7,549.15,125.25,11.396,3.1397,77.766
13.91,1016.6,93.012,4.059,24.262,1086.4,549.86,133.32,11.895,1.5172,71.941
14.625,1016.7,87.022,4.0432,24.33,1087,549.92,133.68,11.915,1.3592,71.938
15.306,1016.8,82.981,4.0291,24.349,1086.8,549.98,133.59,11.943,1.6087,72.266
15.442,1016.9,82.322,3.9625,24.016,1085.6,550.04,132.7,11.884,1.7781,73.057
15.298,1016.9,79.682,3.9833,24.2,1087,550.12,133.69,11.905,1.3597,71.872
14.658,1016.9,77,3.2429,18.96,1037.3,537.92,106.88,10.458,10.314,103.03
14.625,1017,75.436,3.4703,20.669,1066,549.76,118.85,10.938,3.044,75.463
14.338,1017.1,76.134,3.3857,20.111,1062.8,550,116.35,10.8,2.662,72.789
13.906,1017.2,77.057,3.3535,19.952,1062,550.06,115.79,10.898,2.8739,73.516
13.465,1017.5,77.476,4.972,31.796,1098.5,530.38,157.52,13.803,0.9115,64.615
12.85,1017.8,78.817,4.2335,26.482,1091.5,544.14,142.65,12.564,1.0958,72.063
12.433,1018.1,80.409,3.8936,24.045,1087.1,550.06,134.72,12.009,1.3209,74.631
12.616,1018.5,79.905,3.9269,24.059,1087.1,550.1,134.63,11.898,1.4165,74.618
12.885,1019,76.707,3.275,19.26,1056.8,549.25,112.93,10.545,3.6108,77.113
11.179,1023.1,75.026,3.8644,23.891,1085.8,549.7,134.25,11.878,2.0407,79.808
11.41,1023.6,75.685,4.2741,27.031,1093,542.56,144.81,12.795,1.3494,72.988
11.381,1023.9,76.032,5.405,35.16,1100,518.58,166.78,14.612,1.165,66.547
11.437,1024,75.899,5.0211,32.575,1100,527.35,161.8,14.072,1.396,65.461
11.55,1024.1,75.234,3.8511,23.984,1086.5,549.41,134.78,11.956,30.866,64.374
10.783,1025.7,76.751,4.4105,28.202,1092.6,538.33,148.07,12.98,0.75162,71.708
10.541,1026.4,74.967,3.7811,23.483,1084.9,550.08,133.14,11.836,1.344,78.122
10.158,1026.8,76.762,3.7685,23.553,1085.4,550.17,133.71,11.817,1.5777,76.61
9.2391,1027.1,82.041,3.7642,23.355,1084.7,549.96,133.71,11.755,1.6985,77.943
8.8662,1027.4,84.022,3.7959,23.307,1084.5,549.9,133.66,11.691,1.5714,76.85
9.5927,1028.4,77.007,3.2523,18.897,1000.8,512.45,100.52,10.38,1.9122,118.9
9.3647,1028.2,81.975,3.2668,18.835,1001.4,512.6,100.96,10.508,1.8939,118.72
9.4866,1028.7,83.567,4.0912,25.371,1084.6,542.86,138.99,12.378,2.6899,81.482
8.8042,1028.7,86.725,5.0855,32.775,1100.1,525.96,164.1,14.205,0.8152,62.427
9.1539,1028.2,86.933,5.0799,32.751,1100.3,526.01,163.49,14.289,0.83336,63.844
10.35,1027.7,78.312,5.0825,32.692,1099.9,526.63,162.32,14.139,0.80873,63.569
10.843,1027.3,78.36,5.0648,32.542,1100.1,527.3,162.01,14.156,0.58307,63.318
11.144,1027.2,69.818,5.112,32.72,1100,526.89,162.14,14.122,0.74427,64.158
11.114,1027.2,71.993,5.0565,32.402,1100.2,528.09,161.86,14.185,0.76375,64.024
10.705,1027.4,79.529,5.0973,32.774,1099.9,526.2,163.12,14.165,0.81511,61.853
10.297,1027.8,79.949,4.6556,29.421,1093.7,534.47,152.65,13.283,1.1455,67.477
9.9901,1028,82.36,3.7847,22.967,1082.4,550.1,131.72,11.745,1.7014,77.339
9.8112,1027.9,82.359,3.8427,23.472,1085.3,550.05,133.7,11.908,1.7476,77.15
9.62,1028,86.288,3.6203,21.839,1065.9,543.99,124.25,11.352,4.7477,86.209
9.3385,1028.1,88.801,3.7678,22.594,1076.7,547.88,129.36,11.573,3.2086,81.209
9.4097,1027.9,82.224,3.3003,18.987,1001.4,512.6,100.32,10.495,23.629,107.89
9.8512,1027.6,80.403,3.2687,18.764,1001.3,513.17,100.17,10.389,1.6564,117.89
10.902,1025.2,77.907,5.1025,32.595,1099.6,527.62,161.07,14.025,0.86733,66.903
10.096,1022.1,85.25,3.4545,20.453,1062.4,547.38,119.01,10.868,7.5315,83.79
10.641,1022,85.407,3.3954,20.117,1063.9,549.97,117.57,10.902,3.1124,77.403
10.992,1022,90.708,4.808,29.971,1094.7,534.38,152.42,13.375,1.4203,68.06
11.19,1021.7,88.316,5.1165,32.187,1099.9,529.35,160.55,14.024,1.0191,64.14
11.823,1021,81.602,5.1015,32.313,1100.3,528.64,160.57,14.072,0.59813,65.007
12.236,1020.3,74.77,5.0895,32.265,1100.2,529.04,160.39,13.975,0.87876,67.208
12.173,1019.7,76.396,5.0547,32.104,1100.1,529.69,159.92,13.938,1.2084,66.11
12.468,1019,73.426,5.0352,31.995,1100,530.08,159.53,13.908,0.95437,66.396
12.189,1018.9,78.606,5.1288,32.739,1100,527.92,161.34,14.085,0.9873,65.175
11.939,1018.8,77.576,5.068,32.209,1100,529.79,160.3,13.909,0.93493,66.704
11.796,1018.7,78.574,5.054,32.166,1099.9,529.87,160.2,13.93,0.99912,67.098
11.649,1018.7,78.985,5.1859,33.219,1100.1,526.64,162.56,14.131,1.1091,65.379
11.61,1018.6,82.866,4.7138,29.639,1095,536.34,152.24,13.237,0.9928,68.426
11.414,1018.4,84.186,3.9421,24.027,1086.1,549.92,134.44,11.973,1.3156,73.518
11.535,1018.2,75.37,3.9363,24.128,1086.4,550.02,134.56,11.872,1.3549,75.569
11.377,1017.4,84.517,3.2889,19.397,1055.7,548.38,113.35,10.479,5.6841,85.783
10.489,1015.7,80.47,3.3453,20.09,1061.1,548.7,117.21,10.786,3.7209,83.81
10.992,1016,75.2,4.3769,27.644,1076.9,532.32,140.99,12.706,3.7173,79.271
11.263,1016.2,74.806,5.025,32.361,1099.9,529.03,160.78,14.035,0.9215,68.639
11.662,1016.4,74.827,5.0583,32.493,1100.2,528.62,160.73,14.052,0.89854,69.343
12.1,1016.1,72.08,5.0032,31.974,1100.2,531,159.41,13.864,0.85733,67.399
12.521,1015.6,70.751,5.0136,32.186,1099.8,530.08,159.53,13.961,0.86209,68.007
12.761,1015.4,67.196,4.9975,31.939,1100.1,530.86,158.95,13.897,0.86549,70.409
12.729,1015.4,66.881,5.0581,32.199,1100.2,530.37,159.61,13.987,0.84118,70.524
12.688,1015.3,65.107,5.0244,31.965,1100,530.73,159.29,13.894,0.81031,71.117
12.21,1015.7,68.518,5.1283,32.798,1100.1,527.81,161.46,14.118,0.94943,68.937
11.843,1016,71.645,5.0652,32.351,1100.1,529.4,160.78,13.976,0.8383,68.637
11.775,1016.3,74.537,5.0901,32.753,1100,527.99,161.75,14.064,0.7641,67.067
11.66,1016.4,78.887,4.9901,32.153,1100,529.86,160.76,13.929,0.76311,67.858
11.528,1016.7,78.422,4.0892,25.245,1086.9,545.92,138.05,12.248,1.3625,75.778
11.171,1016.9,76.615,3.8706,23.756,1084.9,549.95,133.76,11.812,1.6723,78.382
10.635,1017,72.859,3.2115,18.981,1024.7,529.37,106.35,10.456,10.366,119.23
10.544,1017.4,75.214,3.2616,19.136,1042.9,540.79,110.33,10.391,7.2061,94.542
8.9327,1018.1,85.281,3.5118,21.013,1064.8,547.02,121.71,11.092,7.2182,86.73
9.3295,1018.5,85.448,3.3405,19.889,1061.7,549.95,116.46,10.77,3.3529,82.57
10.271,1018.7,84.215,4.8052,30.834,1095.3,532.41,154.08,13.482,1.3801,70.404
11.585,1018.7,79.946,5.0296,32.209,1100.1,529.91,160.21,13.961,0.74914,67.061
12.394,1018.5,76.828,5.053,32.326,1100.1,529.34,160.1,13.987,0.68794,66.472
13.018,1018.2,72.552,5.0235,31.958,1100.1,530.67,158.87,13.873,0.68839,66.811
13.363,1018.2,69.917,5.0837,32.314,1099.9,529.98,159.17,13.927,0.77775,66.731
13.175,1018.3,70.354,5.0717,32.206,1099.8,530.33,159.11,13.891,0.83522,68.019
13.016,1018.4,71.779,5.0804,32.439,1100.2,529.38,159.8,14.029,0.88395,66.299
12.423,1018.7,73.901,5.0716,32.358,1099.8,529.49,160.32,13.872,0.82259,69.85
11.455,1019.3,77.161,5.0615,32.476,1099.9,529,161.2,13.986,0.80236,67.26
10.519,1019.7,79.837,5.1513,33.276,1100,526.14,163.59,14.19,0.77606,65.875
9.9551,1019.9,81.229,5.0978,32.793,1100.4,527.68,162.75,14.197,0.82147,67.028
9.5208,1020,81.608,5.0004,32.29,1098.4,528.97,160.66,13.865,0.79295,67.294
9.2473,1020.3,82.487,3.7736,23.085,1080.8,549.78,131.26,11.632,1.6783,78.508
9.1778,1021.9,90.243,3.5926,21.405,1068.3,547.44,123.68,11.165,6.3909,84.953
9.5087,1022.4,92.02,3.4336,19.928,1058,547.37,115.84,10.856,4.6041,94.116
9.612,1022.7,88.744,5.6347,36.003,1099.7,517.32,168.52,14.707,1.3807,60.827
10.165,1022.8,85.304,5.5916,35.902,1100,517.59,168.03,14.621,0.85862,61.886
11.009,1022.6,74.23,5.1745,33.198,1099.8,526.15,162.55,14.127,0.8443,66.364
11.511,1022.4,72.802,5.0624,32.258,1100.4,529.26,160.59,14.014,0.70752,67.372
11.808,1022.3,64.251,5.0921,32.541,1100,528.39,160.94,14.052,0.80518,68.042
11.861,1022.5,68.715,5.0437,32.326,1100.2,528.76,160.83,14.041,0.74729,66.589
11.207,1022.8,71.634,5.0951,32.674,1100.2,527.44,161.93,14.107,0.77371,66.743
10.759,1022.9,70.233,5.0704,32.487,1100,528.15,161.83,13.94,0.78259,66.887
9.9339,1023.3,70.117,5.1149,32.989,1100.1,526.17,163.66,14.168,0.65613,66.244
8.8003,1023.4,73.025,5.0951,32.935,1100.1,526.93,164.33,14.155,0.67263,65.616
8.0815,1023.4,75.496,5.1216,33.327,1100.1,524.93,165.71,14.313,0.77602,65.11
7.3401,1023.4,78.715,5.1003,33.322,1099.8,524.93,166.25,14.379,0.59344,64.708
6.7873,1023.4,83.51,4.1384,25.759,1086.8,542.92,141.86,12.353,1.3754,77.15
6.9505,1023.2,91.043,3.3791,19.491,1035.9,533.87,111.98,10.545,9.7025,97.019
7.2827,1022.8,85.323,3.583,21.61,1060.4,541.48,123.3,11.245,3.4488,96.718
8.056,1023,86.333,3.6116,21.75,1074,549.95,125.91,11.378,1.974,82.421
9.3232,1023.1,80.046,5.1352,33.027,1100,526.16,163.14,14.158,0.91023,65.509
9.8909,1023.3,75.632,5.0592,32.513,1099.9,528.13,162.25,14.056,0.82008,66.112
10.768,1022.8,72.552,5.0842,32.644,1099.7,528.15,161.63,14.131,0.83414,67.356
11.357,1022.2,69.41,5.0574,32.423,1100,528.69,161.21,14.001,0.7853,66.726
11.547,1021.7,67.395,5.0831,32.574,1099.8,528.41,161.31,14.107,1.0014,67.875
11.804,1021.6,67.124,5.0439,32.243,1099.6,528.92,160.7,14.006,0.26195,67.869
11.795,1021.6,64.587,5.0601,32.265,1099.9,529.09,160.74,14.112,0.059049,66.748
11.345,1021.8,64.76,5.1292,32.779,1099.9,527.38,162.02,14.002,0.67629,68.396
10.534,1022.1,68.538,5.1126,32.88,1100.3,527.42,162.59,14.103,0.76042,66.418
10.164,1022.2,67.977,5.1337,33.179,1100.1,526.59,163.33,14.122,0.87468,66.377
9.1165,1022.1,69.31,4.6268,29.815,1093.1,534.28,153.28,13.247,1.0947,72.109
8.247,1022,72.228,3.5196,21.381,1071.3,549.9,124.66,11.254,2.0366,83.101
7.0598,1022.1,76.896,3.5164,21.4,1071.8,550.06,125.4,11.168,2.1941,84.483
5.9311,1021.8,83.924,3.2525,19.292,1036.1,534.91,111.37,10.484,9.3882,118.89
6.9578,1022,86.321,3.3716,19.691,1049.5,542.24,114.85,10.682,8.6194,98.246
7.2303,1022.3,84.658,3.357,19.618,1051,543.51,114.53,10.745,4.4911,83.109
8.4911,1022.5,85.644,3.902,23.713,1084.4,549.97,133.4,11.791,1.4965,80.295
10.639,1022.6,79.856,3.9464,23.998,1085.8,550.11,133.7,11.787,1.3301,79.983
12.151,1022.1,68.401,3.7775,22.725,1078,549.92,127.72,11.403,1.9748,79.396
13.048,1021.4,66.677,3.6732,22.1,1073.9,549.93,124.68,11.245,2.0531,79.398
13.801,1021,66.239,3.4243,20.021,1061,550.1,114.94,10.805,3.1812,77.254
14.454,1020.8,65.604,3.4764,20.439,1063.5,549.94,116.79,10.901,3.1604,77.129
14.191,1020.9,67.15,3.5785,21.316,1069.1,549.87,120.9,11.1,2.6628,77.139
13.463,1020.9,71.677,3.8721,23.3,1081,549.99,129.54,11.629,2.0516,75.835
12.546,1021,73.532,3.8837,23.482,1082.5,550.03,131.09,11.7,1.7245,77.105
11.58,1021.1,76.232,3.9369,24.119,1086,550.02,134.28,11.877,1.5516,77.143
10.652,1021.3,76.77,3.9108,24.044,1086,549.9,134.69,11.892,1.6311,77.73
9.5528,1021.3,79.565,3.9023,23.907,1085.6,550.04,134.7,11.869,1.5807,79.642
8.8953,1021.5,82.5,3.902,23.981,1085.8,549.94,135.09,11.999,1.563,80.302
7.2835,1021.7,87.696,3.3263,19.663,1047,540.65,114.17,10.59,8.258,87.644
8.618,1022.1,94.238,3.3498,19.073,1042.7,540.28,110.78,10.382,8.4559,109.4
10.917,1022.7,93.206,4.0451,24.257,1081.9,547.48,132.84,11.96,2.3837,80.916
12.359,1022.7,82.295,5.1559,32.518,1100.1,528.98,159.42,13.971,0.8776,66.416
13.075,1022.6,76.299,5.1115,32.208,1100.4,530.08,158.43,14.014,0.8603,65.371
13.926,1022.2,74.287,5.136,32.328,1099.9,530.04,158.39,13.893,0.86571,66.363
14.603,1021.9,72.09,5.0659,31.959,1099.7,531.24,157.6,13.82,0.88622,66.694
14.934,1021.8,72.121,5.1429,32.416,1100.1,529.87,158.62,13.91,0.78637,66.237
15.186,1021.9,67.94,5.0836,32.204,1100.3,530.29,158.36,13.983,0.40171,66.697
14.562,1022,70.038,5.1319,32.792,1100.1,528.9,159.95,14.033,0.53518,65.18
13.629,1022,71.001,5.1825,33.261,1100.1,526.9,161.55,14.199,0.54702,63.129
12.515,1022.2,73.111,5.123,33.077,1100,527.4,161.87,14.081,0.70054,63.852
11.354,1022.3,78.519,3.9019,23.794,1083.5,549.32,133.18,11.824,1.5821,77.036
10.891,1022.5,83.987,3.7698,22.934,1079.7,550.03,129.76,11.643,1.673,76.3
11.035,1022.6,84.561,3.7876,22.824,1078.9,550.05,129.12,11.506,1.8255,75.198
10.992,1022.4,82.116,3.2764,19.395,1028.4,530.74,107.81,10.41,14.49,105.31
6.1602,1021.9,93.778,3.7514,21.535,1070.3,548.35,125.67,11.254,3.5144,87.385
6.5803,1022.2,96.229,3.568,20.118,1062.6,549.23,118.43,10.864,3.3355,83.435
8.3883,1022.4,97.922,4.0351,23.796,1084.2,549.79,133.4,11.804,1.8167,77.449
10.925,1022.5,94.813,4.0587,24.151,1085.9,549.91,133.73,11.883,1.752,74.586
12.486,1022.1,87.947,4.0815,24.24,1086.4,549.83,133.73,11.907,1.7033,73.397
13.42,1021.6,80.887,4.0211,24.274,1086.6,549.77,133.72,11.911,1.3069,73.418
14.047,1021.2,78.573,4.0217,24.288,1086.6,550.17,133.72,11.92,1.3034,73.247
14.072,1021.3,74.262,4.0077,24.276,1086.7,550.08,133.73,11.898,1.3055,74.012
14.187,1021.4,71.88,3.3371,19.374,1051.2,546.2,111.02,10.502,4.4129,77.204
14.119,1021.6,70.754,3.5536,21.083,1066.8,549.68,119.86,11.096,2.8584,75.699
12.749,1021.7,76.825,5.2304,33.555,1100.1,525.97,162.7,14.199,0.83642,60.675
10.898,1021.9,83.061,4.1706,25.445,1084.1,543.52,138.49,12.25,1.3062,72.472
9.4187,1022.1,88.634,3.7262,21.988,1075,550.37,126.73,11.434,1.3524,77.15
8.7192,1022.5,90.64,3.8745,22.927,1079.6,549.84,130.75,11.632,1.4581,77.96
8.2625,1022.7,91.408,4.032,23.591,1083.9,550.08,133.75,11.791,1.7349,79.445
7.6572,1023.1,92.655,3.4727,19.772,1028.7,529.09,110.28,10.524,10.715,105.87
7.3096,1023.2,92.622,3.4727,19.738,1039.9,536.3,112.33,10.566,8.7917,97.066
6.8689,1024.9,84.554,3.3948,19.278,1050.7,544.6,111.97,10.633,9.0956,107.97
6.9782,1025.5,87.271,3.7669,22.526,1074.7,547.82,128.4,11.509,2.1946,88.132
8.6528,1025.7,92.821,4.0134,24.064,1086.3,549.91,134.23,11.872,1.475,76.706
11.647,1025.8,91.548,4.1061,24.402,1087.7,550.19,134.7,11.979,1.3191,74.523
12.951,1025.6,83.493,4.0986,24.424,1088.3,550.05,134.7,11.985,1.3118,74.561
13.721,1025.2,75.386,4.0917,24.438,1088.6,550.06,134.7,11.965,1.4813,74.446
14.241,1024.9,73.412,4.5946,27.997,1093,540.57,144.86,12.802,1.4786,69.774
14.311,1024.9,74.1,5.1507,31.998,1100,530.41,157.96,13.883,1.0486,62.222
13.779,1025.3,78.641,5.1733,32.423,1100.2,528.84,159.55,14.023,0.85351,61.785
12.871,1025.6,80.588,5.1404,32.316,1100,528.94,160.26,13.898,0.90233,61.579
11.963,1026,82.888,5.1563,32.486,1100.2,527.97,161.28,14.047,0.87081,61.647
11.229,1026.3,86.603,4.3525,26.365,1088.6,542.03,141.99,12.599,1.4729,71.53
10.934,1026.5,88,3.9676,23.641,1085.2,549.9,133.73,11.831,1.7026,75.592
10.672,1026.9,88.951,3.9707,23.641,1085.3,550.08,133.73,11.932,1.7166,77.145
10.697,1027.3,90.654,4.0023,23.763,1086.2,550.02,134.1,11.865,1.5787,75.505
10.77,1027.7,91.284,3.3916,19.282,1018.3,523.59,104.4,10.562,3.0528,118.96
10.844,1027.9,91.975,3.3462,19.265,1050.5,544.72,112.31,10.497,4.6062,81.936
9.8946,1028.2,92.696,3.5987,21.095,1063,545.32,121.01,11.086,10.592,83.778
10.429,1028.5,92.766,3.4581,20.055,1062.9,549.91,116.74,10.822,3.3051,77.93
11.107,1028.7,91.96,4.0255,23.913,1086.9,550.08,134.37,11.919,1.7372,77.118
11.478,1028.7,91.697,4.0309,23.979,1087.4,550.01,134.74,11.896,1.719,77.284
12.097,1028.3,88.835,4.0339,24.121,1087.9,550.08,134.75,11.835,1.6779,76.431
12.395,1028,84.97,3.3128,19.576,1050.1,544.06,112.04,10.669,5.028,78.264
11.783,1027.8,85.574,3.7823,22.854,1080.5,549.97,129.66,11.594,0.98188,72.293
11.342,1027.8,88.987,3.7566,22.688,1079.2,549.88,128.78,11.604,0.74459,72.954
10.894,1027.9,92.199,3.8238,22.559,1079.1,550,128.88,11.607,1.7298,75.119
10.454,1028,93.049,3.8633,22.715,1079.9,549.86,129.73,11.606,2.2714,77.284
10.966,1028.4,89.222,4.4449,27.002,1081,536.39,140.58,12.571,2.9685,75.432
11.302,1029.1,82.041,3.4073,19.85,1061.6,549.69,116.05,10.764,3.639,79.196
11.335,1029.4,78.872,3.5545,21.064,1069.6,550.04,121.72,11.113,2.7883,77.149
11.282,1029.5,76.949,3.7203,22.135,1076.2,550.11,126.65,11.426,2.1975,77.225
10.556,1029.1,74.149,3.2816,19.015,1033.8,534.68,108.13,10.441,13.906,116.14
9.9366,1029,70.302,3.5073,20.72,1064,547.45,120.1,10.931,6.7841,86.279
10.137,1029.3,69.674,3.3592,19.625,1060.1,549.49,115.18,10.795,3.7243,85.237
10.335,1029.3,68.066,5.1298,32.376,1098.6,527.65,160.46,14.018,1.1595,63.865
10.565,1029.2,65.418,5.1788,32.747,1100.2,526.99,162.1,14.226,0.92637,63.449
10.76,1028.8,63.581,5.1986,32.947,1100,526.3,162.47,14.155,0.96504,63.404
10.836,1028.3,64.422,4.0773,24.548,1059.7,530.57,129.43,11.959,13.666,87.053
10.803,1027.9,63.874,5.2551,33.283,1092.4,521.2,160.41,14.129,4.7309,67.61
10.58,1027.8,65.125,5.157,32.685,1100,527.35,162.18,14.099,0.83632,64.092
10.381,1027.8,64.138,5.1647,32.773,1100.2,526.83,162.46,14.209,0.77979,62.887
10.234,1027.6,65.274,5.1899,33.005,1099.8,526.24,163.07,14.117,0.81245,61.341
10.04,1027.5,64.657,5.0721,32.24,1100.2,528.78,161.44,13.946,0.94074,63.504
9.9457,1027.5,65.562,4.883,30.836,1096.7,532.14,156.32,13.572,0.96679,66.563
10.009,1027.2,67.018,3.8233,22.996,1081.1,549.92,130.82,11.756,1.7905,79.409
10.099,1027,66.846,3.8463,23.096,1081.8,549.94,131.21,11.8,1.7694,79.381
10.152,1026.7,64.533,3.4572,20.369,1064.7,549.43,118.87,10.885,3.214,82.608
9.9078,1026.1,65.923,3.3126,19.366,1024.5,527.21,108.08,10.506,20.271,105.66
9.6752,1024.6,68.944,3.7831,22.911,1075.3,546.37,129.76,11.627,7.351,86.316
9.5573,1024.3,69.162,3.824,23.048,1081.8,549.91,131.21,11.68,1.8485,79.952
9.5146,1023.9,68.768,3.6942,22.111,1076,550.06,127.2,11.345,2.0076,81.231
9.6936,1024.3,68.695,3.9097,24.054,1083.4,547.53,135.16,11.885,5.4854,84.441
9.5988,1024.5,72.303,3.9191,23.825,1085.5,550.05,134.1,11.87,1.5626,79.879
9.9222,1024.5,70.399,3.9555,24.077,1086.6,549.99,134.67,11.936,1.525,79.836
10.592,1024.5,63.127,3.9254,23.873,1085.6,549.97,133.82,11.973,1.6774,80.897
10.756,1023.9,62.436,5.0379,31.903,1098.3,529.92,158.7,13.832,0.97678,68.433
10.788,1023.3,61.939,5.1519,32.746,1100.1,528.48,161.41,14.059,0.86511,66.687
10.947,1022.8,62.47,5.1854,32.943,1100.1,527.58,161.72,14.131,1.2182,66.491
10.91,1022.4,61.782,5.1448,32.689,1099.8,528.72,161.32,14.098,1.1331,67.863
10.828,1022.5,62.264,5.1956,32.991,1100.1,527.46,161.91,14.108,1.2045,67.4
10.767,1022.4,62.606,5.1701,32.756,1099.9,527.85,161.72,13.933,0.92461,68.368
10.736,1022.5,60.539,5.1517,32.957,1099.9,527.39,162.14,14.013,1.0677,69.669
10.57,1022.7,62.595,5.0499,32.108,1100,530.02,160.65,13.912,0.94479,68.538
10.439,1022.9,63.353,5.1683,32.978,1100.2,527.02,162.54,14.137,0.96444,66.468
10.523,1023.1,63.667,5.1533,32.943,1099.8,527.67,162.25,14.115,1.1203,66.968
10.693,1023.3,64.334,4.0203,24.644,1083.8,547,135.43,12.041,1.5647,78.349
10.622,1023.6,66.78,3.8476,23.669,1084.1,550.27,133.15,11.689,1.559,77.993
10.389,1023.9,69.077,3.9065,23.783,1085,550.13,133.79,11.829,1.309,77.226
10.233,1024,70.416,3.6316,21.781,1072.2,549.1,124.56,11.317,1.9714,81.057
10.06,1023.9,71.547,3.3135,19.416,1046.9,541.95,112.43,10.656,9.2171,92.12
9.8812,1024,73.509,3.274,19.127,1048.5,544.05,111.39,10.601,6.0529,100.52
9.5056,1024.3,74.818,3.2392,19.087,1049.5,544.51,111.68,10.497,5.5928,100.45
9.0787,1024.4,74.153,3.2379,19.103,1048.3,543.76,111.67,10.485,5.4652,101.72
8.4997,1025.7,81.92,3.3162,19.406,1043.4,539.25,112.15,10.637,8.5656,91.566
9.8494,1025.5,79.024,3.5649,21.122,1067.1,548,121.6,11.086,2.509,84.371
10.774,1025.2,75.761,3.6899,21.996,1074.9,550.07,125.66,11.286,2.0516,83.65
11.162,1024.8,73.48,3.4828,20.53,1059.9,546.28,117.63,10.928,4.2392,84.195
11.515,1024.3,71.497,3.3853,19.825,1060.1,549.52,115,10.597,3.4555,82.339
11.794,1023.9,70.443,3.3552,19.23,1056,549.31,112.01,10.397,3.9578,86.286
10.798,1023.6,73.637,3.4135,20.041,1060,548.16,116.57,10.794,3.5364,86.805
9.8826,1023.5,77.243,3.5756,21.008,1068.5,549.95,121.45,11.06,2.7166,82.387
9.1629,1023.5,79.527,3.6292,21.679,1072.1,549.93,124.33,11.256,2.0085,82.585
8.1514,1023.4,80.528,3.6422,21.806,1073.4,549.99,125.69,11.309,1.9874,84.684
7.1193,1023.3,83.113,3.6585,22.025,1074.8,549.99,127.04,11.363,3.2218,85.688
4.8001,1022.3,88.819,3.93,23.592,1083,549.07,135.02,11.78,2.901,88.277
