Rank,D_Score,E_Score,Penalty,Score,year,Name,nation,Round_AAfinal,Round_TeamFinal,Round_final,Round_qual
20.0,0.0,0.0,0.0,0.0,2023,423,28,False,False,False,True
7.0,4.6,7.666,0.1,12.166,2023,423,28,False,False,True,False
9.0,4.6,8.633,0.1,13.133,2023,423,28,False,False,False,True
7.0,3.4,8.6,0.0,12.0,2023,423,28,False,False,True,False
9.0,3.4,8.633,0.0,12.033,2023,423,28,False,False,False,True
11.0,3.6,8.633,0.0,12.233,2023,471,68,False,False,False,True
11.0,3.4,8.533,0.0,11.933,2023,471,68,False,False,False,True
6.0,4.6,8.75,0.0,13.35,2023,70,10,False,False,False,True
6.0,0.0,0.0,0.0,0.0,2023,70,10,False,False,False,True
16.0,4.6,8.7,0.0,13.3,2023,70,10,False,False,False,True
16.0,4.2,8.8,2.0,11.0,2023,70,10,False,False,False,True
14.0,4.2,8.8,0.0,13.0,2022,407,28,False,False,False,True
19.0,4.2,0.0,0.0,13.15,2023,407,28,False,False,False,True
19.0,0.0,0.0,0.0,0.0,2023,407,28,False,False,False,True
14.0,5.0,8.466,0.1,13.366,2023,407,28,False,False,False,True
14.0,4.2,8.7,2.0,10.9,2023,407,28,False,False,False,True
108.0,3.2,8.6,0.0,11.8,2023,383,9,False,False,False,True
15.0,3.2,8.566,0.1,11.666,2023,383,9,False,False,False,True
61.0,2.0,8.6,0.0,10.6,2022,140,28,False,False,False,True
91.0,3.4,8.433,0.0,11.833,2022,436,15,False,False,False,True
116.0,3.8,7.533,0.1,11.233,2023,436,15,False,False,False,True
15.0,5.0,8.4,0.3,13.1,2023,66,78,False,False,False,True
15.0,0.0,0.0,0.0,0.0,2023,66,78,False,False,False,True
63.0,3.8,8.733,0.0,12.533,2022,437,71,False,False,False,True
117.0,3.6,7.4,0.1,10.9,2023,437,71,False,False,False,True
54.0,3.2,8.55,0.0,11.75,2022,213,28,False,False,False,True
104.0,3.2,8.366,0.0,11.566,2022,10,40,False,False,False,True
38.0,4.2,8.833,0.0,13.033,2023,10,40,False,False,False,True
19.0,4.2,8.8,0.0,13.0,2023,510,35,True,False,False,False
56.0,4.2,8.666,0.0,12.866,2023,510,35,False,False,False,True
83.0,4.2,8.533,0.0,12.733,2022,384,35,False,False,False,True
15.0,3.8,8.666,0.0,12.466,2023,385,82,False,False,False,True
15.0,3.8,8.566,0.3,12.066,2023,385,82,False,False,False,True
4.0,4.2,8.6,0.0,12.8,2023,7,26,False,False,True,False
5.0,4.2,8.667,0.0,12.867,2023,7,26,False,False,False,True
5.0,3.8,8.767,0.0,12.567,2023,7,26,False,False,False,True
4.0,3.8,8.7,0.0,12.5,2023,7,26,False,False,True,False
7.0,4.2,8.933,0.0,13.133,2023,176,82,False,False,True,False
6.0,4.2,8.766,0.0,12.966,2023,176,82,False,False,False,True
7.0,3.8,8.633,0.0,12.433,2023,176,82,False,False,True,False
6.0,3.8,8.666,0.0,12.466,2023,176,82,False,False,False,True
16.0,3.6,8.7,0.0,12.3,2023,471,82,False,False,False,True
16.0,3.4,8.566,0.0,11.966,2023,471,82,False,False,False,True
5.0,4.2,8.966,0.0,13.166,2023,408,28,False,False,True,False
4.0,4.2,8.8,0.0,13.0,2023,408,28,False,False,False,True
5.0,3.8,9.0,0.0,12.8,2023,408,28,False,False,True,False
4.0,3.8,8.766,0.0,12.566,2023,408,28,False,False,False,True
0.0,3.2,7.5,0.3,10.4,2023,383,82,False,False,False,True
0.0,0.0,0.0,0.0,0.0,2023,383,82,False,False,False,True
0.0,5.0,8.9,0.0,13.9,2022,66,78,True,False,False,False
0.0,4.2,9.0,0.0,13.2,2023,66,78,False,False,False,True
0.0,4.2,9.2,0.0,13.4,2023,66,78,False,False,True,False
0.0,5.0,8.6,0.0,13.6,2023,66,78,True,False,False,False
0.0,5.0,9.2,0.0,14.2,2023,476,78,False,False,False,True
0.0,5.0,9.1,0.0,14.1,2023,476,78,False,False,True,False
13.0,3.6,8.766,0.0,12.366,2023,384,35,False,False,False,True
13.0,3.4,8.833,0.0,12.233,2023,384,35,False,False,False,True
10.0,3.6,8.8,0.0,12.4,2023,384,35,False,False,False,True
10.0,3.4,8.833,0.0,12.233,2023,384,35,False,False,False,True
22.0,5.0,8.733,0.0,13.733,2022,372,22,False,False,False,True
19.0,3.8,8.533,0.0,12.333,2022,372,22,False,False,False,True
7.0,4.2,8.866,0.0,13.066,2023,372,22,False,False,True,False
6.0,4.2,8.766,0.1,12.866,2023,372,22,False,False,False,True
19.0,4.2,8.666,0.0,12.866,2023,372,22,False,False,False,True
2.0,5.0,8.566,0.0,13.566,2023,372,22,False,False,False,True
7.0,3.8,8.733,0.3,12.233,2023,372,22,False,False,True,False
6.0,3.8,8.666,0.0,12.466,2023,372,22,False,False,False,True
19.0,3.6,7.666,0.0,11.266,2023,372,22,False,False,False,True
2.0,4.0,8.6,0.0,12.6,2023,372,22,False,False,False,True
57.0,4.2,8.8,0.0,13.0,2022,497,12,False,False,False,True
64.0,4.4,8.6,0.0,13.0,2022,241,26,False,False,False,True
30.0,4.6,8.6,0.1,13.1,2022,241,26,False,False,False,True
12.0,4.4,8.666,0.1,12.966,2022,241,26,False,False,False,True
14.0,4.4,8.8,0.0,13.2,2023,241,26,True,False,False,False
44.0,4.4,8.633,0.0,13.033,2023,241,26,False,False,False,True
40.0,4.2,8.666,0.0,12.866,2022,77,76,False,False,False,True
18.0,4.0,8.633,0.0,12.633,2022,77,76,False,False,False,True
3.0,4.2,8.8,0.0,13.0,2023,77,76,True,False,False,False
17.0,4.2,8.766,0.0,12.96,2023,77,76,False,False,False,True
4.0,4.0,8.7,0.0,12.7,2023,77,76,False,False,True,False
6.0,4.0,8.6,0.0,12.6,2023,77,76,False,False,False,True
60.0,4.2,8.6,0.0,12.8,2023,77,76,False,False,False,True
5.0,4.0,8.633,0.0,12.633,2023,77,76,False,False,True,False
7.0,4.0,8.733,0.0,12.733,2023,77,76,False,False,False,True
4.0,4.2,8.7,0.0,12.9,2023,77,76,False,False,True,False
4.0,4.2,8.8,0.0,13.0,2023,77,76,False,False,False,True
4.0,4.0,8.733,0.0,12.733,2023,77,76,False,False,True,False
4.0,4.0,8.566,0.0,12.566,2023,77,76,False,False,False,True
70.0,4.0,8.666,0.0,12.666,2023,380,5,False,False,False,True
4.0,4.0,8.9,0.0,12.9,2023,380,5,False,False,True,False
5.0,4.0,8.9,0.0,12.9,2023,380,5,False,False,False,True
4.0,3.8,8.9,0.0,12.7,2023,380,5,False,False,True,False
5.0,3.4,8.6,0.0,12.0,2023,380,5,False,False,False,True
9.0,4.0,8.666,0.0,12.666,2023,380,5,False,False,False,True
19.0,0.0,0.0,0.0,0.0,2023,380,5,False,False,False,True
9.0,3.8,8.7,0.0,12.5,2023,380,5,False,False,False,True
19.0,4.0,8.7,0.0,12.7,2023,380,5,False,False,False,True
13.0,3.4,8.533,0.0,11.933,2023,380,5,False,False,False,True
10.0,4.0,8.833,0.0,12.833,2023,380,5,False,False,False,True
13.0,4.0,8.533,0.0,12.533,2023,380,5,False,False,False,True
10.0,3.4,8.666,0.0,12.066,2023,380,5,False,False,False,True
13.0,3.8,8.566,0.0,12.366,2023,380,5,False,False,False,True
5.0,4.2,8.55,0.0,12.75,2022,259,28,False,False,True,False
23.0,4.2,8.6,0.0,12.8,2022,259,28,False,False,False,True
5.0,3.6,9.0,0.0,12.6,2022,259,28,False,False,True,False
23.0,3.6,9.1,0.0,12.7,2022,259,28,False,False,False,True
3.0,4.6,0.0,0.1,13.4,2023,259,28,False,False,True,False
4.0,4.6,0.0,0.0,13.3,2023,259,28,False,False,False,True
3.0,3.6,0.0,0.0,12.55,2023,259,28,False,False,True,False
4.0,3.6,0.0,0.0,12.4,2023,259,28,False,False,False,True
20.0,5.0,8.8,0.0,13.8,2022,169,55,False,False,False,True
5.0,5.0,8.933,0.0,13.933,2023,169,55,True,False,False,False
8.0,5.0,8.866,0.0,13.866,2023,169,55,False,False,False,True
5.0,5.0,8.733,0.0,13.733,2023,169,55,False,False,False,True
5.0,4.4,7.633,0.3,11.733,2023,169,55,False,False,False,True
17.0,3.4,8.566,0.0,11.966,2023,205,74,True,False,False,False
32.0,3.4,8.6,0.0,12.0,2023,205,74,False,False,False,True
114.0,4.2,8.4,0.3,12.3,2022,204,74,False,False,False,True
32.0,3.8,8.85,0.0,12.65,2022,155,28,False,False,False,True
24.0,3.8,0.0,0.0,12.7,2023,155,28,False,False,False,True
105.0,4.2,8.233,0.0,12.433,2022,236,56,False,False,False,True
75.0,4.2,8.4,0.3,12.3,2022,236,56,False,False,False,True
16.0,4.2,7.433,0.0,11.633,2023,236,56,False,False,False,True
16.0,3.4,8.6,0.0,12.0,2023,236,56,False,False,False,True
72.0,4.2,8.633,0.0,12.833,2022,502,7,False,False,False,True
5.0,4.2,9.3,0.0,13.5,2023,69,10,False,False,False,True
5.0,0.0,0.0,0.0,0.0,2023,69,10,False,False,False,True
116.0,3.2,8.4,0.3,11.3,2022,308,18,False,False,False,True
85.0,4.2,8.5,0.0,12.7,2022,340,56,False,False,False,True
40.0,4.2,8.666,0.0,12.866,2022,340,56,False,False,False,True
22.0,4.2,8.633,0.1,12.733,2023,340,56,True,False,False,False
57.0,4.2,8.733,0.1,12.833,2023,340,56,False,False,False,True
6.0,4.2,8.866,0.0,13.066,2023,340,56,False,False,True,False
8.0,4.2,8.8,0.0,13.0,2023,340,56,False,False,False,True
9.0,4.2,8.766,0.0,12.966,2023,340,56,False,False,False,True
6.0,3.4,8.733,0.0,12.133,2023,340,56,False,False,True,False
8.0,3.4,8.766,0.0,12.166,2023,340,56,False,False,False,True
9.0,3.4,8.6,0.0,12.0,2023,340,56,False,False,False,True
72.0,4.2,8.633,0.0,12.833,2022,506,67,False,False,False,True
52.0,4.2,8.533,0.0,12.733,2022,506,67,False,False,False,True
112.0,4.2,7.633,0.1,11.733,2023,506,67,False,False,False,True
64.0,4.2,8.633,0.1,12.733,2023,320,33,False,False,False,True
64.0,3.8,8.7,0.0,12.5,2022,41,41,False,False,False,True
110.0,3.8,8.266,0.3,11.766,2023,41,41,False,False,False,True
28.0,4.2,8.65,0.0,12.85,2023,468,10,False,False,False,True
28.0,0.0,0.0,0.0,0.0,2023,468,10,False,False,False,True
5.0,4.2,8.633,0.0,12.833,2023,77,76,False,False,False,True
8.0,4.2,8.633,0.0,12.833,2023,77,76,False,False,True,False
5.0,4.0,8.733,0.0,12.733,2023,77,76,False,False,False,True
8.0,4.0,8.433,0.1,12.333,2023,77,76,False,False,True,False
12.0,4.0,8.2,0.0,12.2,2023,380,5,False,False,False,True
12.0,3.4,8.7,0.0,12.1,2023,380,5,False,False,False,True
0.0,5.0,9.1,0.0,14.1,2023,83,78,True,False,False,False
9.0,3.8,8.667,0.1,12.367,2023,41,41,False,False,False,True
9.0,3.6,8.7,0.0,12.3,2023,41,41,False,False,False,True
65.0,4.2,8.3,0.0,12.5,2022,189,76,False,False,False,True
67.0,4.2,8.266,0.0,12.466,2022,82,60,False,False,False,True
88.0,3.6,8.566,0.0,12.166,2023,82,60,False,False,False,True
88.0,3.4,8.533,0.0,11.933,2022,136,71,False,False,False,True
3.0,4.8,8.833,0.0,13.63,2023,266,45,False,False,False,True
3.0,4.2,9.0,0.0,13.2,2023,266,45,False,False,False,True
20.0,5.0,7.466,0.3,12.166,2023,266,45,False,False,False,True
20.0,0.0,0.0,0.0,0.0,2023,266,45,False,False,False,True
5.0,5.4,8.8,0.0,14.2,2022,300,7,True,False,False,False
15.0,5.4,8.666,0.1,13.966,2022,300,7,False,False,False,True
6.0,4.4,8.8,0.0,13.2,2022,300,7,False,False,True,False
8.0,4.4,8.633,0.0,13.033,2022,300,7,False,False,False,True
2.0,5.4,8.8,0.0,14.2,2022,300,7,False,False,False,True
4.0,5.4,8.8,0.0,14.2,2022,300,7,False,True,False,False
4.0,4.4,8.633,0.0,13.033,2022,300,7,False,False,True,False
5.0,4.4,8.633,0.0,13.033,2022,300,7,False,False,False,True
1.0,5.4,8.933,0.0,14.333,2023,300,7,True,False,False,False
4.0,5.4,8.766,0.0,14.166,2023,300,7,False,False,False,True
3.0,4.4,8.733,0.0,13.133,2023,300,7,False,False,True,False
2.0,4.4,8.666,0.0,13.066,2023,300,7,False,False,False,True
68.0,4.2,8.6,0.1,12.7,2023,395,26,False,False,False,True
4.0,4.2,8.7,0.0,12.9,2023,501,13,True,False,False,False
12.0,4.2,8.6,0.0,12.8,2023,501,13,False,False,False,True
8.0,3.4,8.5,0.0,11.9,2023,501,13,False,False,True,False
6.0,3.8,8.45,0.0,12.25,2023,501,13,False,False,False,True
13.0,4.6,8.966,0.0,13.566,2022,490,55,False,False,False,True
12.0,4.6,9.0,0.0,13.6,2022,490,55,False,True,False,False
12.0,4.6,9.0,0.0,13.6,2023,490,55,False,False,False,True
9.0,4.6,8.65,0.0,13.25,2023,490,55,False,False,False,True
9.0,0.0,0.0,0.0,0.0,2023,490,55,False,False,False,True
119.0,3.0,7.266,0.3,9.966,2022,113,33,False,False,False,True
23.0,4.6,8.6,0.0,13.2,2022,431,55,False,False,False,True
14.0,4.6,8.833,0.0,13.433,2022,431,55,False,True,False,False
36.0,4.2,8.866,0.0,13.066,2023,431,55,False,False,False,True
25.0,4.2,8.75,0.0,12.95,2023,431,55,False,False,False,True
25.0,0.0,0.0,0.0,0.0,2023,431,55,False,False,False,True
121.0,3.8,8.366,0.0,12.166,2022,472,53,False,False,False,True
79.0,3.8,8.466,0.0,12.266,2022,472,53,False,False,False,True
25.0,3.2,8.4,0.1,11.5,2022,472,53,False,False,False,True
111.0,3.2,8.533,0.0,11.733,2023,472,53,False,False,False,True
72.0,4.2,8.633,0.0,12.833,2022,239,7,False,False,False,True
52.0,4.2,8.533,0.0,12.733,2022,239,7,False,False,False,True
20.0,4.2,8.8,0.0,13.0,2022,239,7,False,True,False,False
34.0,4.2,8.9,0.0,13.1,2023,239,7,False,False,False,True
18.0,4.2,8.8,0.0,13.0,2023,239,7,False,False,False,True
18.0,0.0,0.0,0.0,0.0,2023,239,7,False,False,False,True
26.0,3.6,8.5,0.0,12.1,2023,341,13,False,False,False,True
22.0,4.2,8.8,0.0,13.0,2022,373,55,True,False,False,False
37.0,4.2,9.166,0.0,13.366,2022,373,55,False,False,False,True
25.0,4.2,8.933,0.0,13.133,2022,373,55,False,False,False,True
16.0,4.2,9.1,0.0,13.3,2022,373,55,False,True,False,False
10.0,4.2,9.066,0.0,13.266,2023,373,55,True,False,False,False
31.0,4.2,9.033,0.1,13.133,2023,373,55,False,False,False,True
18.0,4.4,8.7,0.0,13.1,2023,22,18,True,False,False,False
25.0,4.4,8.8,0.0,13.2,2023,22,18,False,False,False,True
5.0,4.4,8.766,0.0,13.166,2023,22,18,False,False,True,False
5.0,4.4,8.5,0.0,12.9,2023,22,18,False,False,False,True
5.0,4.0,8.4,0.1,12.3,2023,22,18,False,False,True,False
5.0,4.0,8.566,0.0,12.566,2023,22,18,False,False,False,True
14.0,4.2,9.2,0.0,13.4,2022,480,55,True,False,False,False
45.0,4.2,9.0,0.0,13.2,2022,480,55,False,False,False,True
43.0,4.2,8.633,0.0,12.833,2022,480,55,False,False,False,True
18.0,4.2,8.8,0.0,13.0,2023,480,55,False,False,False,True
18.0,0.0,0.0,0.0,0.0,2023,480,55,False,False,False,True
3.0,4.2,8.8,0.0,13.0,2023,479,55,True,False,False,False
22.0,4.2,8.5,0.0,12.7,2023,479,55,False,False,False,True
16.0,4.2,9.233,0.0,13.433,2022,438,32,False,False,False,True
1.0,5.0,9.333,0.0,14.333,2022,438,32,False,True,False,False
7.0,4.2,9.3,0.0,13.5,2023,438,32,True,False,False,False
15.0,4.2,9.2,0.0,13.4,2023,438,32,False,False,False,True
7.0,4.0,8.5,0.3,12.2,2023,9,49,False,False,True,False
7.0,3.8,8.6,0.0,12.4,2023,9,49,False,False,False,True
7.0,4.4,8.6,0.0,13.0,2023,9,49,False,False,True,False
7.0,4.4,8.5,0.1,12.8,2023,9,49,False,False,False,True
6.0,4.0,8.633,0.0,12.633,2023,9,49,False,False,True,False
8.0,4.0,8.566,0.1,12.466,2023,9,49,False,False,False,True
6.0,4.4,8.066,0.3,12.166,2023,9,49,False,False,True,False
8.0,4.4,8.433,0.1,12.733,2023,9,49,False,False,False,True
0.0,4.2,8.75,0.0,12.95,2023,181,78,True,False,False,False
17.0,3.6,8.4,0.0,12.0,2023,251,64,False,False,False,True
17.0,3.8,8.366,0.0,12.166,2023,251,64,False,False,False,True
18.0,3.4,8.533,0.0,11.933,2023,139,32,True,False,False,False
32.0,3.4,8.6,0.0,12.0,2023,139,32,False,False,False,True
18.0,4.2,8.8,0.0,13.0,2023,197,45,False,False,False,True
18.0,0.0,0.0,0.0,0.0,2023,197,45,False,False,False,True
28.0,3.6,9.1,0.0,12.7,2022,194,28,False,False,False,True
68.0,4.2,8.7,0.0,12.9,2022,496,12,False,False,False,True
111.0,3.2,8.266,0.0,11.466,2022,151,72,False,False,False,True
21.0,4.2,8.566,0.0,12.766,2023,151,72,True,False,False,False
53.0,4.2,8.7,0.0,12.9,2023,151,72,False,False,False,True
97.0,4.2,8.366,0.0,12.566,2022,378,72,False,False,False,True
72.0,3.6,8.7,0.0,12.3,2022,378,72,False,False,False,True
38.0,4.2,8.833,0.0,13.033,2023,378,72,False,False,False,True
8.0,4.0,8.233,0.3,11.933,2022,156,3,False,False,True,False
5.0,4.0,8.7,0.1,12.6,2022,156,3,False,False,False,True
103.0,4.0,8.433,0.0,12.433,2022,48,70,False,False,False,True
76.0,4.0,8.4,0.1,12.3,2022,48,70,False,False,False,True
22.0,4.2,8.5,0.0,12.7,2022,48,70,False,False,False,True
12.0,4.2,8.95,0.0,13.15,2023,195,3,False,False,False,True
12.0,0.0,0.0,0.0,0.0,2023,195,3,False,False,False,True
30.0,3.4,8.7,0.0,12.1,2023,377,32,False,False,False,True
21.0,5.0,8.766,0.0,13.766,2022,285,78,False,False,False,True
9.0,4.2,8.9,0.0,13.1,2022,285,78,False,False,False,True
25.0,3.6,0.0,0.0,12.65,2023,409,28,False,False,False,True
26.0,3.6,0.0,0.0,12.5,2023,478,28,False,False,False,True
80.0,4.2,8.333,0.3,12.233,2022,60,70,False,False,False,True
46.0,4.2,8.8,0.0,13.0,2023,60,70,False,False,False,True
14.0,4.4,8.633,0.0,13.03,2023,456,74,False,False,False,True
8.0,4.0,7.5,0.0,11.5,2023,456,74,False,False,True,False
7.0,4.0,8.4,0.0,12.4,2023,456,74,False,False,False,True
89.0,4.4,8.3,0.0,12.7,2022,455,74,False,False,False,True
0.0,4.2,8.45,0.0,12.65,2022,399,78,True,False,False,False
0.0,0.0,0.0,0.0,0.0,2022,285,78,False,False,False,True
0.0,5.0,9.25,0.0,14.25,2023,285,78,False,False,False,True
0.0,5.0,9.05,0.0,14.05,2023,285,78,False,False,True,False
0.0,4.2,8.55,0.3,12.45,2023,260,78,False,False,False,True
0.0,4.2,8.25,0.1,12.35,2023,260,78,False,False,True,False
0.0,4.2,8.6,0.0,12.8,2023,260,78,True,False,False,False
17.0,4.2,8.966,0.0,13.166,2022,108,45,True,False,False,False
43.0,4.2,9.033,0.0,13.233,2022,108,45,False,False,False,True
38.0,0.0,0.0,0.0,0.0,2023,108,45,False,False,False,True
38.0,0.0,0.0,0.0,0.0,2023,108,45,False,False,False,True
6.0,4.6,8.75,0.0,13.35,2023,371,45,False,False,False,True
6.0,0.0,0.0,0.0,0.0,2023,371,45,False,False,False,True
6.0,4.0,8.8,0.0,12.8,2023,123,46,False,False,True,False
8.0,4.0,8.666,0.0,12.666,2023,123,46,False,False,False,True
11.0,4.0,8.733,0.0,12.733,2023,123,46,False,False,False,True
8.0,4.0,8.666,0.1,12.566,2023,123,46,False,False,True,False
6.0,4.0,8.533,0.0,12.533,2023,123,46,False,False,False,True
6.0,3.8,8.833,0.0,12.633,2023,123,46,False,False,True,False
8.0,3.8,8.733,0.0,12.533,2023,123,46,False,False,False,True
11.0,3.8,8.6,0.0,12.4,2023,123,46,False,False,False,True
8.0,3.8,7.5,0.3,11.0,2023,123,46,False,False,True,False
6.0,4.2,8.766,0.0,12.966,2023,123,46,False,False,False,True
7.0,5.4,8.966,0.0,14.366,2022,443,47,False,False,False,True
7.0,5.0,9.033,0.0,14.033,2022,443,47,False,False,True,False
4.0,5.0,9.133,0.0,14.133,2022,443,47,False,False,False,True
137.0,3.4,8.366,0.1,11.666,2022,269,46,False,False,False,True
104.0,4.2,8.333,0.1,12.433,2022,73,76,False,False,False,True
59.0,4.2,8.466,0.0,12.666,2022,73,76,False,False,False,True
21.0,3.8,8.566,0.0,12.366,2022,73,76,False,False,False,True
38.0,4.2,8.833,0.0,13.033,2023,73,76,False,False,False,True
9.0,3.8,8.533,0.0,12.333,2023,73,76,False,False,False,True
3.0,4.2,8.833,0.0,13.033,2023,73,76,False,False,True,False
3.0,4.2,8.933,0.0,13.133,2023,73,76,False,False,False,True
3.0,3.8,8.866,0.0,12.666,2023,73,76,False,False,True,False
3.0,3.8,8.733,0.0,12.533,2023,73,76,False,False,False,True
8.0,4.2,8.666,0.0,12.866,2023,73,76,False,False,True,False
9.0,4.2,8.566,0.0,12.766,2023,73,76,False,False,False,True
8.0,3.8,8.6,0.1,12.3,2023,73,76,False,False,True,False
9.0,3.8,8.5,0.0,12.3,2023,73,76,False,False,False,True
3.0,5.2,8.566,0.0,13.766,2023,298,12,False,False,True,False
1.0,5.2,8.533,0.3,13.433,2023,298,12,False,False,False,True
10.0,4.2,8.8,0.0,13.0,2023,298,12,False,False,False,True
3.0,4.2,8.8,0.0,13.0,2023,298,12,False,False,True,False
1.0,4.2,8.8,0.1,12.9,2023,298,12,False,False,False,True
10.0,4.8,7.633,0.3,12.133,2023,298,12,False,False,False,True
12.0,4.2,8.633,0.0,12.833,2023,79,47,True,False,False,False
12.0,4.2,8.833,0.0,13.03,2023,79,47,False,False,False,True
19.0,5.2,8.633,0.0,13.833,2022,228,12,False,False,False,True
16.0,4.4,8.6,0.0,13.0,2023,228,12,False,False,False,True
12.0,4.2,8.633,0.0,12.833,2023,13,32,True,False,False,False
9.0,4.2,8.866,0.0,13.06,2023,13,32,False,False,False,True
37.0,4.2,7.55,0.3,11.45,2023,165,10,False,False,False,True
37.0,0.0,0.0,0.0,0.0,2023,165,10,False,False,False,True
114.0,3.2,8.3,0.0,11.5,2023,114,15,False,False,False,True
0.0,5.0,8.4,0.0,13.4,2022,291,78,False,False,False,True
0.0,5.0,8.75,0.0,13.75,2022,291,78,False,False,True,False
0.0,5.0,9.05,0.0,14.05,2022,291,78,True,False,False,False
0.0,4.6,8.85,0.0,13.45,2023,291,78,False,False,False,True
0.0,4.6,9.1,0.0,13.7,2023,291,78,False,False,True,False
0.0,5.0,8.45,0.0,13.45,2023,291,78,True,False,False,False
0.0,4.2,9.0,0.0,13.2,2023,23,78,False,False,False,True
0.0,4.2,9.2,0.0,13.4,2023,23,78,False,False,True,False
0.0,4.2,8.7,0.0,12.9,2023,23,78,True,False,False,False
8.0,3.6,8.733,0.0,12.333,2023,122,70,False,False,True,False
8.0,3.4,8.7,0.0,12.1,2023,122,70,False,False,True,False
