Name,Gender,Country,Date,Competition,Round,Location,Apparatus,Rank,D_Score,E_Score,Penalty,Score,Total_Score
Juliane TOESSEBRO,w,NOR,2022-08-14,2022 Senior European Championships,qual,"Munich, Germany",VT1,75.0,4.2,8.4,0.3,12.3,12.3
Juliane TOESSEBRO,w,NOR,2023-03-12,FIG Apparatus World Cup 2023,qual,"Baku, Azerbaijan",BB,33.0,4.5,6.533,0.0,11.033,11.033000000000001
Juliane TOESSEBRO,w,NOR,2023-03-12,FIG Apparatus World Cup 2023,qual,"Baku, Azerbaijan",FX,35.0,4.3,6.233,0.4,10.133,10.133
Juliane TOESSEBRO,w,NOR,2023-03-12,FIG Apparatus World Cup 2023,qual,"Baku, Azerbaijan",VT1,16.0,4.2,7.433,0.0,11.633,11.633
Juliane TOESSEBRO,w,NOR,2023-03-12,FIG Apparatus World Cup 2023,qual,"Baku, Azerbaijan",VT2,16.0,3.4,8.6,0.0,12.0,12.0
Ylea TOLLET,w,BEL,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",FX,74.0,4.4,7.866,0.0,12.266,12.266
Ylea TOLLET,w,BEL,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",VT1,72.0,4.2,8.633,0.0,12.833,12.832999999999998
Aurelie TRAN,w,CAN,2023-03-19,EnBW DTB Pokal Team Challenge 2023,qual,"Stuttgart, Germany",BB,30.0,5.3,6.5,0.0,11.8,11.8
Aurelie TRAN,w,CAN,2023-03-19,EnBW DTB Pokal Team Challenge 2023,final,"Stuttgart, Germany",FX,3.0,4.6,8.233,0.0,12.833,12.833
Aurelie TRAN,w,CAN,2023-03-19,EnBW DTB Pokal Team Challenge 2023,qual,"Stuttgart, Germany",FX,8.0,4.7,8.1,0.0,12.8,12.8
Aurelie TRAN,w,CAN,2023-03-19,EnBW DTB Pokal Team Challenge 2023,qual,"Stuttgart, Germany",UB,23.0,5.2,7.15,0.0,12.35,12.350000000000001
Aurelie TRAN,w,CAN,2023-03-19,EnBW DTB Pokal Team Challenge 2023,qual,"Stuttgart, Germany",VT1,5.0,4.2,9.3,0.0,13.5,13.5
Aurelie TRAN,w,CAN,2023-03-19,EnBW DTB Pokal Team Challenge 2023,qual,"Stuttgart, Germany",VT2,5.0,0.0,0.0,0.0,0.0,0.0
Doan Quynh Nam TRAN,w,VIE,2023-04-30,FIG Apparatus World Cup 2023,qual,"Cairo, Egypt",BB,31.0,4.8,5.266,0.1,9.966,9.966
Doan Quynh Nam TRAN,w,VIE,2023-04-30,FIG Apparatus World Cup 2023,qual,"Cairo, Egypt",FX,10.0,4.7,7.4,0.0,12.1,12.100000000000001
Lily TRANFIELD,w,GBR,2022-03-27,2022 British Gymnastics Championships,qual,"Liverpool, England",BB,65.0,3.2,4.75,0.0,7.95,7.95
Lily TRANFIELD,w,GBR,2022-03-27,2022 British Gymnastics Championships,qual,"Liverpool, England",FX,61.0,3.5,6.35,0.3,9.55,9.549999999999999
Lucie TRNKOVA,w,CZE,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",BB,104.0,4.7,6.266,0.0,10.966,10.966000000000001
Lucie TRNKOVA,w,CZE,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",FX,133.0,4.5,6.6,0.0,11.1,11.1
Lucie TRNKOVA,w,CZE,2022-08-14,2022 Senior European Championships,qual,"Munich, Germany",BB,30.0,4.8,7.566,0.0,12.366,12.366
Lucie TRNKOVA,w,CZE,2022-08-14,2022 Senior European Championships,qual,"Munich, Germany",FX,46.0,4.5,7.6,0.0,12.1,12.1
Lucie TRNKOVA,w,CZE,2022-08-14,2022 Senior European Championships,qual,"Munich, Germany",VT1,116.0,3.2,8.4,0.3,11.3,11.3
Lucie TRNKOVA,w,CZE,2023-04-16,2023 Senior European Championships,qual,"Antalya, Turkey",BB,68.0,4.6,6.266,0.0,10.866,10.866
Lucie TRNKOVA,w,CZE,2023-04-16,2023 Senior European Championships,qual,"Antalya, Turkey",FX,86.0,4.3,7.033,0.0,11.333,11.333
Lucie TRNKOVA,w,CZE,2023-04-30,FIG Apparatus World Cup 2023,qual,"Cairo, Egypt",BB,28.0,4.6,5.6,0.0,10.2,10.2
Lucie TRNKOVA,w,CZE,2023-03-04,FIG Apparatus World Cup 2023,qual,"Doha, Qatar",BB,23.0,4.5,7.2,0.0,11.7,11.7
Lucie TRNKOVA,w,CZE,2023-04-30,FIG Apparatus World Cup 2023,final,"Cairo, Egypt",FX,8.0,4.5,7.466,0.0,11.966,11.966000000000001
Lucie TRNKOVA,w,CZE,2023-04-30,FIG Apparatus World Cup 2023,qual,"Cairo, Egypt",FX,8.0,4.6,7.6,0.0,12.2,12.2
Lucie TRNKOVA,w,CZE,2023-03-04,FIG Apparatus World Cup 2023,qual,"Doha, Qatar",FX,10.0,4.6,7.3,0.0,11.9,11.899999999999999
Maria TRONRUD,w,NOR,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",BB,57.0,4.9,6.933,0.0,11.833,11.833
Maria TRONRUD,w,NOR,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",FX,114.0,4.2,7.5,0.0,11.7,11.7
Maria TRONRUD,w,NOR,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",UB,79.0,4.1,8.0,0.0,12.1,12.1
Maria TRONRUD,w,NOR,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",VT1,85.0,4.2,8.5,0.0,12.7,12.7
Maria TRONRUD,w,NOR,2022-08-14,2022 Senior European Championships,qual,"Munich, Germany",BB,15.0,5.1,7.8,0.0,12.9,12.899999999999999
Maria TRONRUD,w,NOR,2022-08-14,2022 Senior European Championships,qual,"Munich, Germany",FX,81.0,4.0,7.366,0.0,11.366,11.366
Maria TRONRUD,w,NOR,2022-08-14,2022 Senior European Championships,qual,"Munich, Germany",UB,50.0,4.1,7.9,0.0,12.0,12.0
Maria TRONRUD,w,NOR,2022-08-14,2022 Senior European Championships,qual,"Munich, Germany",VT1,40.0,4.2,8.666,0.0,12.866,12.866
Maria TRONRUD,w,NOR,2023-04-16,2023 Senior European Championships,AAfinal,"Antalya, Turkey",BB,12.0,5.3,7.266,0.0,12.566,12.565999999999999
Maria TRONRUD,w,NOR,2023-04-16,2023 Senior European Championships,qual,"Antalya, Turkey",BB,41.0,4.9,6.666,0.0,11.566,11.566
Maria TRONRUD,w,NOR,2023-04-16,2023 Senior European Championships,AAfinal,"Antalya, Turkey",FX,24.0,4.4,5.566,0.3,9.666,9.666
Maria TRONRUD,w,NOR,2023-04-16,2023 Senior European Championships,qual,"Antalya, Turkey",FX,21.0,4.9,7.766,0.0,12.666,12.666
Maria TRONRUD,w,NOR,2023-04-16,2023 Senior European Championships,AAfinal,"Antalya, Turkey",UB,19.0,4.5,7.6,0.0,12.1,12.1
Maria TRONRUD,w,NOR,2023-04-16,2023 Senior European Championships,qual,"Antalya, Turkey",UB,53.0,4.2,8.033,0.0,12.233,12.233
Maria TRONRUD,w,NOR,2023-04-16,2023 Senior European Championships,AAfinal,"Antalya, Turkey",VT1,22.0,4.2,8.633,0.1,12.733,12.732999999999999
Maria TRONRUD,w,NOR,2023-04-16,2023 Senior European Championships,qual,"Antalya, Turkey",VT1,57.0,4.2,8.733,0.1,12.833,12.833
Maria TRONRUD,w,NOR,2023-04-30,FIG Apparatus World Cup 2023,final,"Cairo, Egypt",BB,4.0,5.2,7.733,0.0,12.933,12.933
Maria TRONRUD,w,NOR,2023-04-30,FIG Apparatus World Cup 2023,qual,"Cairo, Egypt",BB,2.0,5.2,7.833,0.0,13.033,13.033000000000001
Maria TRONRUD,w,NOR,2023-02-26,FIG Apparatus World Cup 2023,final,"Cottbus, Germany",BB,7.0,5.0,7.533,0.0,12.533,12.533000000000001
Maria TRONRUD,w,NOR,2023-02-26,FIG Apparatus World Cup 2023,qual,"Cottbus, Germany",BB,3.0,5.0,8.233,0.0,13.233,13.233
Maria TRONRUD,w,NOR,2023-04-30,FIG Apparatus World Cup 2023,qual,"Cairo, Egypt",FX,13.0,4.4,7.6,0.0,12.0,12.0
Maria TRONRUD,w,NOR,2023-02-26,FIG Apparatus World Cup 2023,qual,"Cottbus, Germany",FX,28.0,4.2,6.566,0.3,10.466,10.466
Maria TRONRUD,w,NOR,2023-04-30,FIG Apparatus World Cup 2023,qual,"Cairo, Egypt",UB,9.0,4.5,7.833,0.0,12.333,12.333
Maria TRONRUD,w,NOR,2023-02-26,FIG Apparatus World Cup 2023,qual,"Cottbus, Germany",UB,15.0,4.1,7.866,0.0,11.966,11.966
Maria TRONRUD,w,NOR,2023-04-30,FIG Apparatus World Cup 2023,final,"Cairo, Egypt",VT1,6.0,4.2,8.866,0.0,13.066,13.065999999999999
Maria TRONRUD,w,NOR,2023-04-30,FIG Apparatus World Cup 2023,qual,"Cairo, Egypt",VT1,8.0,4.2,8.8,0.0,13.0,13.0
Maria TRONRUD,w,NOR,2023-02-26,FIG Apparatus World Cup 2023,qual,"Cottbus, Germany",VT1,9.0,4.2,8.766,0.0,12.966,12.966000000000001
Maria TRONRUD,w,NOR,2023-04-30,FIG Apparatus World Cup 2023,final,"Cairo, Egypt",VT2,6.0,3.4,8.733,0.0,12.133,12.133000000000001
Maria TRONRUD,w,NOR,2023-04-30,FIG Apparatus World Cup 2023,qual,"Cairo, Egypt",VT2,8.0,3.4,8.766,0.0,12.166,12.166
Maria TRONRUD,w,NOR,2023-02-26,FIG Apparatus World Cup 2023,qual,"Cottbus, Germany",VT2,9.0,3.4,8.6,0.0,12.0,12.0
Zala TRTNIK,w,SLO,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",BB,64.0,4.8,6.9,0.0,11.7,11.7
Zala TRTNIK,w,SLO,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",FX,124.0,4.1,7.4,0.0,11.5,11.5
Zala TRTNIK,w,SLO,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",UB,73.0,4.4,7.866,0.0,12.266,12.266
Zala TRTNIK,w,SLO,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",VT1,72.0,4.2,8.633,0.0,12.833,12.832999999999998
Zala TRTNIK,w,SLO,2022-08-14,2022 Senior European Championships,qual,"Munich, Germany",BB,39.0,4.7,7.366,0.0,12.066,12.065999999999999
Zala TRTNIK,w,SLO,2022-08-14,2022 Senior European Championships,qual,"Munich, Germany",FX,73.0,4.5,7.133,0.0,11.633,11.633
Zala TRTNIK,w,SLO,2022-08-14,2022 Senior European Championships,qual,"Munich, Germany",UB,69.0,4.4,6.866,0.0,11.266,11.266
Zala TRTNIK,w,SLO,2022-08-14,2022 Senior European Championships,qual,"Munich, Germany",VT1,52.0,4.2,8.533,0.0,12.733,12.733
Zala TRTNIK,w,SLO,2023-04-16,2023 Senior European Championships,qual,"Antalya, Turkey",BB,25.0,4.9,7.166,0.0,12.066,12.066
Zala TRTNIK,w,SLO,2023-04-16,2023 Senior European Championships,qual,"Antalya, Turkey",FX,89.0,5.0,6.566,0.3,11.266,11.265999999999998
Zala TRTNIK,w,SLO,2023-04-16,2023 Senior European Championships,qual,"Antalya, Turkey",UB,55.0,4.4,7.833,0.0,12.233,12.233
Zala TRTNIK,w,SLO,2023-04-16,2023 Senior European Championships,qual,"Antalya, Turkey",VT1,112.0,4.2,7.633,0.1,11.733,11.733
Zala TRTNIK,w,SLO,2023-03-12,FIG Apparatus World Cup 2023,qual,"Baku, Azerbaijan",BB,35.0,4.6,6.333,0.0,10.933,10.933
Zala TRTNIK,w,SLO,2023-04-30,FIG Apparatus World Cup 2023,final,"Cairo, Egypt",BB,5.0,5.0,7.233,0.0,12.233,12.233
Zala TRTNIK,w,SLO,2023-04-30,FIG Apparatus World Cup 2023,qual,"Cairo, Egypt",BB,8.0,4.9,7.333,0.0,12.233,12.233
Zala TRTNIK,w,SLO,2023-02-26,FIG Apparatus World Cup 2023,qual,"Cottbus, Germany",BB,18.0,4.8,7.533,0.0,12.333,12.333
Zala TRTNIK,w,SLO,2023-03-04,FIG Apparatus World Cup 2023,qual,"Doha, Qatar",BB,20.0,4.7,7.066,0.0,11.766,11.766
Zala TRTNIK,w,SLO,2023-03-12,FIG Apparatus World Cup 2023,qual,"Baku, Azerbaijan",FX,14.0,4.5,7.6,0.0,12.1,12.1
Zala TRTNIK,w,SLO,2023-04-30,FIG Apparatus World Cup 2023,qual,"Cairo, Egypt",FX,27.0,4.6,6.466,0.0,11.066,11.065999999999999
Zala TRTNIK,w,SLO,2023-02-26,FIG Apparatus World Cup 2023,qual,"Cottbus, Germany",FX,19.0,4.5,7.766,0.1,12.166,12.166
Zala TRTNIK,w,SLO,2023-03-04,FIG Apparatus World Cup 2023,qual,"Doha, Qatar",FX,14.0,4.5,7.033,0.0,11.533,11.533000000000001
Zala TRTNIK,w,SLO,2023-04-30,FIG Apparatus World Cup 2023,final,"Cairo, Egypt",UB,7.0,4.5,7.933,0.0,12.433,12.433
Zala TRTNIK,w,SLO,2023-04-30,FIG Apparatus World Cup 2023,qual,"Cairo, Egypt",UB,7.0,4.5,8.1,0.0,12.6,12.6
Magdalini TSIORI,w,GRE,2023-04-16,2023 Senior European Championships,qual,"Antalya, Turkey",BB,75.0,4.9,5.666,0.1,10.466,10.466000000000001
Magdalini TSIORI,w,GRE,2023-04-16,2023 Senior European Championships,qual,"Antalya, Turkey",FX,103.0,4.0,7.066,0.3,10.766,10.765999999999998
Magdalini TSIORI,w,GRE,2023-04-16,2023 Senior European Championships,qual,"Antalya, Turkey",UB,95.0,4.7,5.633,0.0,10.333,10.333
Magdalini TSIORI,w,GRE,2023-04-16,2023 Senior European Championships,qual,"Antalya, Turkey",VT1,64.0,4.2,8.633,0.1,12.733,12.732999999999999
Magdalini TSIORI,w,GRE,2023-03-12,FIG Apparatus World Cup 2023,qual,"Baku, Azerbaijan",BB,40.0,3.9,6.433,0.0,10.333,10.333
Magdalini TSIORI,w,GRE,2023-03-12,FIG Apparatus World Cup 2023,qual,"Baku, Azerbaijan",UB,12.0,4.6,7.533,0.0,12.133,12.133
Andy TURISKI,w,ISR,2022-08-14,2022 Senior European Championships,qual,"Munich, Germany",UB,80.0,4.5,6.433,0.0,10.933,10.933
Andy TURISKI,w,ISR,2022-08-14,2022 Senior European Championships,qual,"Munich, Germany",VT1,64.0,3.8,8.7,0.0,12.5,12.5
Andy TURISKI,w,ISR,2023-04-16,2023 Senior European Championships,qual,"Antalya, Turkey",BB,91.0,4.3,5.6,0.0,9.9,9.899999999999999
Andy TURISKI,w,ISR,2023-04-16,2023 Senior European Championships,qual,"Antalya, Turkey",FX,112.0,4.6,5.833,0.0,10.433,10.433
Andy TURISKI,w,ISR,2023-04-16,2023 Senior European Championships,qual,"Antalya, Turkey",UB,115.0,2.9,5.733,0.0,8.633,8.633
Andy TURISKI,w,ISR,2023-04-16,2023 Senior European Championships,qual,"Antalya, Turkey",VT1,110.0,3.8,8.266,0.3,11.766,11.765999999999998
Sydney TURNER,w,CAN,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",BB,21.0,5.4,7.466,0.0,12.866,12.866
Sydney TURNER,w,CAN,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",FX,18.0,5.3,8.0,0.0,13.3,13.3
Sydney TURNER,w,CAN,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",UB,39.0,5.3,7.866,0.0,13.166,13.166
Sydney TURNER,w,CAN,2023-03-19,EnBW DTB Pokal Team Challenge 2023,qual,"Stuttgart, Germany",BB,20.0,5.4,7.05,0.0,12.45,12.45
Sydney TURNER,w,CAN,2023-03-19,EnBW DTB Pokal Team Challenge 2023,qual,"Stuttgart, Germany",FX,17.0,4.6,7.65,0.0,12.25,12.25
Sydney TURNER,w,CAN,2023-03-19,EnBW DTB Pokal Team Challenge 2023,qual,"Stuttgart, Germany",UB,28.0,5.0,7.1,0.0,12.1,12.1
Sydney TURNER,w,CAN,2023-03-19,EnBW DTB Pokal Team Challenge 2023,qual,"Stuttgart, Germany",VT1,28.0,4.2,8.65,0.0,12.85,12.850000000000001
Sydney TURNER,w,CAN,2023-03-19,EnBW DTB Pokal Team Challenge 2023,qual,"Stuttgart, Germany",VT2,28.0,0.0,0.0,0.0,0.0,0.0
Bilge Tarhan,w,TUR,2023-06-11,2023 Osijek Challenge Cup,qual,"Osijek, Croatia.",BB,23.0,4.4,6.166,0.0,10.566,10.566
Bilge Tarhan,w,TUR,2023-06-11,2023 Osijek Challenge Cup,qual,"Osijek, Croatia.",FX,14.0,4.6,7.433,0.0,12.033,12.033
Bilge Tarhan,w,TUR,2023-06-11,2023 Osijek Challenge Cup,qual,"Osijek, Croatia.",VT1,5.0,4.2,8.633,0.0,12.833,12.832999999999998
Bilge Tarhan,w,TUR,2023-06-11,2023 Osijek Challenge Cup,final,"Osijek, Croatia.",VT1,8.0,4.2,8.633,0.0,12.833,12.832999999999998
Bilge Tarhan,w,TUR,2023-06-11,2023 Osijek Challenge Cup,qual,"Osijek, Croatia.",VT2,5.0,4.0,8.733,0.0,12.733,12.733
Bilge Tarhan,w,TUR,2023-06-11,2023 Osijek Challenge Cup,final,"Osijek, Croatia.",VT2,8.0,4.0,8.433,0.1,12.333,12.333
Nazanin Teymurova,w,AZE,2023-06-04,2023 Tel Aviv Challenge Cup,qual,"Tel Aviv, Israel",BB,14.0,4.4,6.7,0.0,11.1,11.100000000000001
Nazanin Teymurova,w,AZE,2023-06-04,2023 Tel Aviv Challenge Cup,final,"Tel Aviv, Israel",FX,7.0,4.6,8.0,0.0,12.6,12.6
Nazanin Teymurova,w,AZE,2023-06-04,2023 Tel Aviv Challenge Cup,qual,"Tel Aviv, Israel",FX,4.0,4.8,8.067,0.0,12.867,12.867
Nazanin Teymurova,w,AZE,2023-06-04,2023 Tel Aviv Challenge Cup,qual,"Tel Aviv, Israel",VT1,12.0,4.0,8.2,0.0,12.2,12.2
Nazanin Teymurova,w,AZE,2023-06-04,2023 Tel Aviv Challenge Cup,qual,"Tel Aviv, Israel",VT2,12.0,3.4,8.7,0.0,12.1,12.1
Ylea Tollet,w,BEL,2023-06-04,2023 Tel Aviv Challenge Cup,qual,"Tel Aviv, Israel",BB,13.0,4.9,6.267,0.0,11.167,11.167000000000002
Ylea Tollet,w,BEL,2023-06-04,2023 Tel Aviv Challenge Cup,final,"Tel Aviv, Israel",FX,5.0,4.9,7.9,0.0,12.8,12.8
Ylea Tollet,w,BEL,2023-06-04,2023 Tel Aviv Challenge Cup,qual,"Tel Aviv, Israel",FX,5.0,4.9,7.933,0.0,12.833,12.833
Brynn Torry,w,USA,2023-02-26,2023 Winter Cup,AAfinal,"Louisville, Kentucky",BB,31.0,4.6,4.6,0.0,9.2,9.2
Brynn Torry,w,USA,2023-02-26,2023 Winter Cup,AAfinal,"Louisville, Kentucky",FX,20.0,4.7,7.15,0.0,11.85,11.850000000000001
Brynn Torry,w,USA,2023-02-26,2023 Winter Cup,AAfinal,"Louisville, Kentucky",UB,9.0,5.4,7.7,0.0,13.1,13.100000000000001
Brynn Torry,w,USA,2023-02-26,2023 Winter Cup,AAfinal,"Louisville, Kentucky",VT,0.0,5.0,9.1,0.0,14.1,14.1
Andy Turiski,w,ISR,2023-06-04,2023 Tel Aviv Challenge Cup,qual,"Tel Aviv, Israel",FX,19.0,4.2,6.467,0.0,10.667,10.667
Andy Turiski,w,ISR,2023-06-04,2023 Tel Aviv Challenge Cup,qual,"Tel Aviv, Israel",VT1,9.0,3.8,8.667,0.1,12.367,12.366999999999999
Andy Turiski,w,ISR,2023-06-04,2023 Tel Aviv Challenge Cup,qual,"Tel Aviv, Israel",VT2,9.0,3.6,8.7,0.0,12.3,12.299999999999999
Goksu UCTAS SANLI,w,TUR,2022-08-14,2022 Senior European Championships,qual,"Munich, Germany",BB,49.0,4.6,7.266,0.0,11.866,11.866
Goksu UCTAS SANLI,w,TUR,2022-08-14,2022 Senior European Championships,qual,"Munich, Germany",FX,27.0,5.1,7.6,0.1,12.6,12.6
Goksu UCTAS SANLI,w,TUR,2022-08-14,2022 Senior European Championships,qual,"Munich, Germany",VT1,65.0,4.2,8.3,0.0,12.5,12.5
Brygida URBANSKA,w,POL,2022-08-14,2022 Senior European Championships,qual,"Munich, Germany",BB,89.0,4.6,5.966,0.0,10.566,10.565999999999999
Brygida URBANSKA,w,POL,2022-08-14,2022 Senior European Championships,qual,"Munich, Germany",FX,110.0,3.7,6.2,0.0,9.9,9.9
Brygida URBANSKA,w,POL,2022-08-14,2022 Senior European Championships,qual,"Munich, Germany",UB,78.0,4.2,6.833,0.0,11.033,11.033000000000001
Brygida URBANSKA,w,POL,2022-08-14,2022 Senior European Championships,qual,"Munich, Germany",VT1,67.0,4.2,8.266,0.0,12.466,12.466000000000001
Brygida URBANSKA,w,POL,2023-04-16,2023 Senior European Championships,qual,"Antalya, Turkey",BB,71.0,4.4,6.433,0.0,10.833,10.833
Brygida URBANSKA,w,POL,2023-04-16,2023 Senior European Championships,qual,"Antalya, Turkey",FX,87.0,4.4,7.1,0.2,11.3,11.3
Brygida URBANSKA,w,POL,2023-04-16,2023 Senior European Championships,qual,"Antalya, Turkey",UB,96.0,4.2,6.1,0.0,10.3,10.3
Brygida URBANSKA,w,POL,2023-04-16,2023 Senior European Championships,qual,"Antalya, Turkey",VT1,88.0,3.6,8.566,0.0,12.166,12.166
Elena USAKOVA,w,SVK,2022-08-14,2022 Senior European Championships,qual,"Munich, Germany",BB,63.0,4.3,7.2,0.0,11.5,11.5
Elena USAKOVA,w,SVK,2022-08-14,2022 Senior European Championships,qual,"Munich, Germany",FX,98.0,4.0,7.0,0.0,11.0,11.0
Elena USAKOVA,w,SVK,2022-08-14,2022 Senior European Championships,qual,"Munich, Germany",VT1,88.0,3.4,8.533,0.0,11.933,11.933
Kohane USHIOKU,w,JPN,2023-08-05,2023 FISU World University Games,qual,"Chengdu, China",FX,6.0,5.4,7.766,0.3,12.866,12.866
Kohane USHIOKU,w,JPN,2023-08-05,2023 FISU World University Games,qual,"Chengdu, China",VT1,3.0,4.8,8.833,0.0,13.63,13.633
Kohane USHIOKU,w,JPN,2023-08-05,2023 FISU World University Games,qual,"Chengdu, China",VT2,3.0,4.2,9.0,0.0,13.2,13.2
Kohane USHIOKU,w,JPN,2023-02-26,FIG Apparatus World Cup 2023,qual,"Cottbus, Germany",VT1,20.0,5.0,7.466,0.3,12.166,12.166
Kohane USHIOKU,w,JPN,2023-02-26,FIG Apparatus World Cup 2023,qual,"Cottbus, Germany",VT2,20.0,0.0,0.0,0.0,0.0,0.0
Lisa VAELEN,w,BEL,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,AAfinal,"Liverpool, England",BB,22.0,4.6,6.733,0.0,11.333,11.332999999999998
Lisa VAELEN,w,BEL,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",BB,26.0,5.2,7.5,0.0,12.7,12.7
Lisa VAELEN,w,BEL,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,AAfinal,"Liverpool, England",FX,10.0,5.1,8.266,0.0,13.366,13.366
Lisa VAELEN,w,BEL,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",FX,23.0,5.2,8.1,0.1,13.2,13.200000000000001
Lisa VAELEN,w,BEL,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,AAfinal,"Liverpool, England",UB,4.0,5.6,8.2,0.0,13.8,13.799999999999999
Lisa VAELEN,w,BEL,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",UB,63.0,5.5,7.066,0.0,12.566,12.565999999999999
Lisa VAELEN,w,BEL,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,AAfinal,"Liverpool, England",VT,5.0,5.4,8.8,0.0,14.2,14.200000000000001
Lisa VAELEN,w,BEL,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",VT1,15.0,5.4,8.666,0.1,13.966,13.966000000000001
Lisa VAELEN,w,BEL,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,final,"Liverpool, England",VT2,6.0,4.4,8.8,0.0,13.2,13.200000000000001
Lisa VAELEN,w,BEL,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",VT2,8.0,4.4,8.633,0.0,13.033,13.033
Lisa VAELEN,w,BEL,2022-08-14,2022 Senior European Championships,qual,"Munich, Germany",BB,14.0,4.9,8.033,0.0,12.933,12.933
Lisa VAELEN,w,BEL,2022-08-14,2022 Senior European Championships,TeamFinal,"Munich, Germany",BB,21.0,4.9,6.933,0.0,11.833,11.833
Lisa VAELEN,w,BEL,2022-08-14,2022 Senior European Championships,qual,"Munich, Germany",FX,12.0,5.1,7.966,0.0,13.066,13.065999999999999
Lisa VAELEN,w,BEL,2022-08-14,2022 Senior European Championships,TeamFinal,"Munich, Germany",FX,9.0,5.1,8.0,0.0,13.1,13.1
Lisa VAELEN,w,BEL,2022-08-14,2022 Senior European Championships,qual,"Munich, Germany",UB,11.0,5.8,7.7,0.0,13.5,13.5
Lisa VAELEN,w,BEL,2022-08-14,2022 Senior European Championships,TeamFinal,"Munich, Germany",UB,4.0,5.8,8.266,0.0,14.066,14.065999999999999
Lisa VAELEN,w,BEL,2022-08-14,2022 Senior European Championships,qual,"Munich, Germany",VT1,2.0,5.4,8.8,0.0,14.2,14.200000000000001
Lisa VAELEN,w,BEL,2022-08-14,2022 Senior European Championships,TeamFinal,"Munich, Germany",VT1,4.0,5.4,8.8,0.0,14.2,14.200000000000001
Lisa VAELEN,w,BEL,2022-08-14,2022 Senior European Championships,final,"Munich, Germany",VT2,4.0,4.4,8.633,0.0,13.033,13.033
Lisa VAELEN,w,BEL,2022-08-14,2022 Senior European Championships,qual,"Munich, Germany",VT2,5.0,4.4,8.633,0.0,13.033,13.033
Lisa VAELEN,w,BEL,2023-04-16,2023 Senior European Championships,AAfinal,"Antalya, Turkey",BB,7.0,5.1,7.833,0.0,12.933,12.933
Lisa VAELEN,w,BEL,2023-04-16,2023 Senior European Championships,qual,"Antalya, Turkey",BB,44.0,5.1,6.366,0.0,11.466,11.466
Lisa VAELEN,w,BEL,2023-04-16,2023 Senior European Championships,AAfinal,"Antalya, Turkey",FX,4.0,5.3,7.833,0.0,13.133,13.133
Lisa VAELEN,w,BEL,2023-04-16,2023 Senior European Championships,qual,"Antalya, Turkey",FX,14.0,5.3,7.566,0.0,12.866,12.866
Lisa VAELEN,w,BEL,2023-04-16,2023 Senior European Championships,AAfinal,"Antalya, Turkey",UB,4.0,5.8,7.9,0.0,13.7,13.7
Lisa VAELEN,w,BEL,2023-04-16,2023 Senior European Championships,final,"Antalya, Turkey",UB,7.0,5.8,7.933,0.0,13.733,13.733
Lisa VAELEN,w,BEL,2023-04-16,2023 Senior European Championships,qual,"Antalya, Turkey",UB,9.0,5.8,8.2,0.0,14.0,14.0
Lisa VAELEN,w,BEL,2023-04-16,2023 Senior European Championships,AAfinal,"Antalya, Turkey",VT1,1.0,5.4,8.933,0.0,14.333,14.333
Lisa VAELEN,w,BEL,2023-04-16,2023 Senior European Championships,qual,"Antalya, Turkey",VT1,4.0,5.4,8.766,0.0,14.166,14.166
Lisa VAELEN,w,BEL,2023-04-16,2023 Senior European Championships,final,"Antalya, Turkey",VT2,3.0,4.4,8.733,0.0,13.133,13.133000000000001
