Country,Competition,Round,Apparatus,Rank,D_Score,E_Score,Penalty,Score,year,name
USA,EnBW DTB Pokal Team Challenge 2023,qual,HB,3.0,5.7,8.65,0.0,14.35,2023,brody malone
KAZ,2023 Varna World Challenge Cup,qual,HB,21.0,3.7,6.65,0.0,10.35,2023,roman mamenov
ROU,2022 51st FIG Artistic Gymnastics World Championships,qual,HB,62.0,4.8,8.166,0.0,12.966,2022,razvan denis marc
ROU,2022 Senior European Championships,qual,HB,26.0,4.9,8.5,0.0,13.4,2022,razvan denis marc
ROU,2023 Doha World Cup,qual,HB,25.0,4.6,7.233,0.0,11.833,2023,razvan denis marc
ROU,2023 Senior European Championships,qual,HB,104.0,4.6,7.0,0.0,11.6,2023,razvan denis marc
BRA,2022 51st FIG Artistic Gymnastics World Championships,final,HB,3.0,6.0,8.466,0.0,14.466,2022,arthur mariano
BRA,2022 51st FIG Artistic Gymnastics World Championships,qual,HB,7.0,5.9,8.466,0.0,14.366,2022,arthur mariano
COL,2023 Central American and Caribbean Games,AAfinal,HB,4.0,4.9,7.95,0.0,12.85,2023,andres martinez
COL,2023 Central American and Caribbean Games,final,HB,4.0,4.9,7.55,0.0,12.45,2023,andres martinez
COL,2023 Central American and Caribbean Games,qual,HB,6.0,5.0,7.5,0.0,12.5,2023,andres martinez
COL,2023 Central American and Caribbean Games,qual,HB,16.0,4.6,7.2,0.0,11.8,2023,jose martinez
COL,2022 51st FIG Artistic Gymnastics World Championships,qual,HB,86.0,4.5,7.933,0.0,12.433,2022,manuel martinez
BEL,2023 Senior European Championships,AAfinal,HB,17.0,4.9,8.1,0.0,13.0,2023,victor martinez
BEL,2023 Senior European Championships,qual,HB,42.0,4.6,8.266,0.0,12.866,2023,victor martinez
COL,2022 51st FIG Artistic Gymnastics World Championships,qual,HB,56.0,4.9,8.133,0.0,13.033,2022,andres martinez moreno
COL,2023 Baku World Cup,qual,HB,16.0,5.2,8.033,0.0,13.233,2023,andres martinez moreno
COL,2023 Cottbus World Cup,qual,HB,16.0,5.0,7.733,0.0,12.733,2023,andres martinez moreno
COL,2023 Doha World Cup,qual,HB,13.0,4.7,7.833,0.0,12.533,2023,andres martinez moreno
AUS,2022 51st FIG Artistic Gymnastics World Championships,qual,HB,71.0,5.3,7.433,0.0,12.733,2022,clay mason stephens
AUS,BIRMINGHAM 2022 Commonwealth Games,AAfinal,HB,5.0,5.1,8.25,0.0,13.35,2022,clay mason stephens
AUS,BIRMINGHAM 2022 Commonwealth Games,qual,HB,8.0,5.1,8.35,0.0,13.45,2022,clay mason stephens
AUS,EnBW DTB Pokal Team Challenge 2023,qual,HB,45.0,4.9,7.05,0.0,11.95,2023,clay mason stephens
AUT,2022 51st FIG Artistic Gymnastics World Championships,qual,HB,79.0,4.3,8.266,0.0,12.566,2022,askhab matiev
AUT,2022 Senior European Championships,qual,HB,59.0,4.1,8.533,0.0,12.633,2022,askhab matiev
AUT,2023 Senior European Championships,qual,HB,59.0,4.3,8.3,0.0,12.6,2023,askhab matiev
JPN,2023 Baku World Cup,final,HB,2.0,5.9,8.133,0.0,14.033,2023,kazuki matsumi
JPN,2023 Baku World Cup,qual,HB,1.0,5.9,8.333,0.0,14.233,2023,kazuki matsumi
ARG,2022 51st FIG Artistic Gymnastics World Championships,qual,HB,84.0,4.7,7.8,0.0,12.5,2022,santiago mayol
IRL,2022 Senior European Championships,qual,HB,84.0,4.0,8.2,0.0,12.2,2022,ewan mc ateer
GBR,2022 British Gymnastics Championships,qual,HB,20.0,3.1,8.95,0.0,12.05,2022,matthew mcclymont
GBR,2022 British Gymnastics Championships,qual,HB,27.0,4.1,7.25,0.0,11.35,2022,euan mclellan
GBR,2023 British Gymnastics Championships,qual,HB,15.0,4.3,8.2,0.0,12.5,2023,euan mclellan
UKR,2022 51st FIG Artistic Gymnastics World Championships,qual,HB,134.0,5.5,4.866,0.0,10.366,2022,mykyta melnykov
UKR,2022 Senior European Championships,qual,HB,108.0,5.2,4.333,0.0,9.533,2022,mykyta melnykov
UKR,2023 FISU World University Games,qual,HB,70.0,5.2,5.766,0.0,10.966,2023,mykyta melnykov
UKR,2023 Senior European Championships,qual,HB,103.0,5.3,6.333,0.0,11.633,2023,mykyta melnykov
POR,2023 FISU World University Games,qual,HB,40.0,4.4,8.433,0.0,12.833,2023,jose pedro mendes nogueira
HUN,2022 51st FIG Artistic Gymnastics World Championships,AAfinal,HB,19.0,5.3,7.533,0.0,12.833,2022,krisztofer meszaros
HUN,2022 51st FIG Artistic Gymnastics World Championships,qual,HB,91.0,5.2,7.166,0.0,12.366,2022,krisztofer meszaros
HUN,2022 Senior European Championships,qual,HB,18.0,5.5,8.1,0.0,13.6,2022,krisztofer meszaros
HUN,2022 Senior European Championships,TeamFinal,HB,9.0,5.5,8.0,0.0,13.5,2022,krisztofer meszaros
HUN,2023 Senior European Championships,AAfinal,HB,24.0,4.9,6.233,0.0,11.133,2023,krisztofer meszaros
HUN,2023 Senior European Championships,final,HB,5.0,5.6,8.066,0.0,13.666,2023,krisztofer meszaros
HUN,2023 Senior European Championships,qual,HB,7.0,5.6,8.1,0.0,13.7,2023,krisztofer meszaros
RSA,BIRMINGHAM 2022 Commonwealth Games,AAfinal,HB,13.0,4.6,7.7,0.0,12.3,2022,muhammad khaalid mia
RSA,BIRMINGHAM 2022 Commonwealth Games,qual,HB,16.0,4.6,8.2,0.0,12.8,2022,muhammad khaalid mia
AUT,2023 FISU World University Games,qual,HB,61.0,3.5,8.4,0.0,11.9,2023,martin miggitsch
ESP,2022 51st FIG Artistic Gymnastics World Championships,qual,HB,47.0,4.9,8.266,0.0,13.166,2022,nicolau mir
ESP,2022 Senior European Championships,qual,HB,26.0,4.9,8.5,0.0,13.4,2022,nicolau mir
ESP,2022 Senior European Championships,TeamFinal,HB,16.0,4.7,8.333,0.0,13.033,2022,nicolau mir
ESP,2023 FISU World University Games,qual,HB,23.0,4.9,8.5,0.0,13.4,2023,nicolau mir rossello
ESP,2023 FISU World University Games,AAfinal,HB,12.0,4.9,8.133,0.0,13.033,2023,nicolau mir rossello
ROU,2023 Doha World Cup,qual,HB,23.0,4.8,7.2,0.0,12.0,2023,toma modoianu zseder
ROU,2023 Senior European Championships,qual,HB,94.0,4.8,7.266,0.0,12.066,2023,toma modoianu zseder
ROU,2022 51st FIG Artistic Gymnastics World Championships,qual,HB,85.0,5.0,7.466,0.0,12.466,2022,toma roland modoianu zseder
ROU,2022 Senior European Championships,qual,HB,47.0,4.9,8.1,0.0,13.0,2022,toma roland modoianu zseder
EGY,2022 51st FIG Artistic Gymnastics World Championships,qual,HB,118.0,4.5,7.2,0.0,11.7,2022,omar mohamed
EGY,2023 Doha World Cup,qual,HB,24.0,4.6,7.3,0.0,11.9,2023,omar mohamed
HUN,2023 Senior European Championships,AAfinal,HB,14.0,4.7,8.433,0.0,13.133,2023,botond molnar
HUN,2023 Senior European Championships,qual,HB,39.0,4.7,8.2,0.0,12.9,2023,botond molnar
AUS,BIRMINGHAM 2022 Commonwealth Games,qual,HB,2.0,5.2,8.95,0.0,14.15,2022,jesse moore
GBR,2022 British Gymnastics Championships,qual,HB,23.0,3.2,8.65,0.0,11.85,2022,finlay morgan
GBR,2023 British Gymnastics Championships,qual,HB,23.0,3.5,8.15,0.0,11.65,2023,finlay morgan
GBR,2023 British Gymnastics Championships,qual,HB,30.0,2.5,5.45,0.0,7.95,2023,samuel morgan
AUS,2022 51st FIG Artistic Gymnastics World Championships,qual,HB,9.0,6.2,8.133,0.0,14.333,2022,mitchell morgans
AUS,2023 Baku World Cup,final,HB,6.0,5.6,7.2,0.0,12.8,2023,mitchell morgans
AUS,2023 Baku World Cup,qual,HB,3.0,5.7,8.4,0.0,14.1,2023,mitchell morgans
AUS,2023 Cottbus World Cup,qual,HB,22.0,5.2,7.133,0.0,12.333,2023,mitchell morgans
AUS,2023 Doha World Cup,qual,HB,11.0,5.5,7.4,0.0,12.9,2023,mitchell morgans
AUS,BIRMINGHAM 2022 Commonwealth Games,final,HB,4.0,5.7,8.4,0.0,14.1,2022,mitchell morgans
AUS,BIRMINGHAM 2022 Commonwealth Games,qual,HB,6.0,5.5,8.35,0.0,13.85,2022,mitchell morgans
GBR,2023 British Gymnastics Championships,qual,HB,12.0,3.8,8.75,0.0,12.55,2023,rudi moriano
GBR,2022 British Gymnastics Championships,qual,HB,11.0,4.7,8.1,0.0,12.8,2022,sam mostowfi
GBR,2023 British Gymnastics Championships,final,HB,8.0,3.7,7.7,0.0,11.4,2023,sam mostowfi
GBR,2023 British Gymnastics Championships,qual,HB,7.0,4.7,8.7,0.0,13.4,2023,sam mostowfi
GBR,2023 Cairo World Cup,qual,HB,17.0,4.9,7.966,0.0,12.866,2023,sam mostowfi
ITA,2023 Cairo World Cup,qual,HB,30.0,4.6,6.6,0.0,11.2,2023,nicolo mozzato
ROU,2023 Senior European Championships,qual,HB,50.0,4.4,8.4,0.0,12.8,2023,andrei vasile muntean
ISR,2022 51st FIG Artistic Gymnastics World Championships,qual,HB,16.0,6.0,8.0,0.0,14.0,2022,alexander myakinin
ISR,2022 Senior European Championships,qual,HB,30.0,5.8,7.6,0.0,13.4,2022,alexander myakinin
ISR,2023 Baku World Cup,final,HB,1.0,6.1,8.1,0.0,14.2,2023,alexander myakinin
ISR,2023 Baku World Cup,qual,HB,4.0,6.0,7.966,0.0,13.966,2023,alexander myakinin
ISR,2023 Cottbus World Cup,final,HB,7.0,6.0,6.8,0.0,12.8,2023,alexander myakinin
ISR,2023 Cottbus World Cup,qual,HB,5.0,6.0,7.7,0.0,13.7,2023,alexander myakinin
ISR,2023 Doha World Cup,final,HB,8.0,5.5,6.866,0.0,12.366,2023,alexander myakinin
ISR,2023 Doha World Cup,qual,HB,4.0,6.0,7.933,0.0,13.933,2023,alexander myakinin
ISR,2023 Senior European Championships,qual,HB,66.0,5.3,7.166,0.0,12.466,2023,alexander myakinin
ISR,EnBW DTB Pokal Team Challenge 2023,final,HB,4.0,5.5,7.9,0.0,13.4,2023,alexander myakinin
ISR,EnBW DTB Pokal Team Challenge 2023,qual,HB,9.0,6.1,7.75,0.0,13.85,2023,alexander myakinin
ITA,2022 Baku World Cup,final,HB,6.0,6.1,7.066,0.0,13.166,2022,carlo macchini
ITA,2022 Baku World Cup,qual,HB,1.0,5.7,8.6,0.0,14.3,2022,carlo macchini
ITA,2022 Cairo World Cup,qual,HB,2.0,5.6,8.4,0.0,14.0,2022,carlo macchini
ITA,2022 Cairo World Cup,final,HB,1.0,6.1,8.3,0.0,14.4,2022,carlo macchini
ITA,2022 Cottbus World Cup,qual,HB,16.0,6.2,6.433,0.0,12.633,2022,carlo macchini
USA,2022 Cottbus World Cup,qual,HB,1.0,6.0,8.633,0.0,14.633,2022,brody malone
USA,2022 Cottbus World Cup,final,HB,1.0,6.3,8.4,0.0,14.7,2022,brody malone
none,2023 Osijek World Challenge Cup,qual,HB,28.0,3.4,6.35,0.0,9.75,2023,roman mamenov
EGY,2022 Cairo World Cup,qual,HB,8.0,5.2,7.766,0.0,12.966,2022,ahmed el maraghy
EGY,2022 Cairo World Cup,final,HB,8.0,5.2,6.8,0.0,12.0,2022,ahmed el maraghy
none,2023 Osijek World Challenge Cup,final,HB,2.0,5.7,8.466,0.0,14.166,2023,arthur mariano
none,2023 Osijek World Challenge Cup,qual,HB,1.0,5.6,8.35,0.0,13.95,2023,arthur mariano
BEL,2023 Osijek World Challenge Cup,qual,HB,26.0,4.5,5.85,0.0,10.35,2023,victor martinez
GER,2022 Cottbus World Cup,qual,HB,13.0,4.6,8.133,0.0,12.733,2022,nils matache
USA,2022 Winter Cup,AAfinal,HB,27.0,4.1,7.9,0.0,12.0,2022,caleb melton
HUN,2023 Osijek World Challenge Cup,qual,HB,12.0,5.2,7.5,0.0,12.7,2023,krisztofer meszaros
HUN,2023 Tel Aviv World Challenge Cup,final,HB,4.0,5.5,7.75,0.0,13.25,2023,krisztofer meszaros
HUN,2023 Tel Aviv World Challenge Cup,qual,HB,4.0,5.5,7.0,0.0,12.5,2023,krisztofer meszaros
USA,2022 Winter Cup,AAfinal,HB,33.0,5.1,6.3,0.0,11.4,2022,yul moldauer
USA,2023 Winter Cup,AAfinal,HB,6.0,5.4,8.1,0.0,13.5,2023,yul moldauer
AUS,2022 Baku World Cup,final,HB,2.0,5.8,8.166,0.0,13.966,2022,mitchell morgans
AUS,2022 Baku World Cup,qual,HB,5.0,5.6,8.4,0.0,14.0,2022,mitchell morgans
AUS,2022 Cairo World Cup,qual,HB,12.0,5.8,6.8,0.0,12.6,2022,mitchell morgans
AUS,2022 Cottbus World Cup,qual,HB,7.0,5.8,7.7,0.0,13.5,2022,mitchell morgans
AUS,2022 Cottbus World Cup,final,HB,6.0,5.8,7.1,0.0,12.9,2022,mitchell morgans
AUS,2022 Doha World Cup,qual,HB,7.0,5.5,7.233,0.0,12.733,2022,mitchell morgans
AUS,2022 Doha World Cup,final,HB,6.0,5.4,7.166,0.0,12.566,2022,mitchell morgans
AUS,2023 Osijek World Challenge Cup,final,HB,7.0,6.2,7.166,0.0,13.366,2023,mitchell morgans
AUS,2023 Osijek World Challenge Cup,qual,HB,6.0,5.8,7.8,0.0,13.6,2023,mitchell morgans
AUS,2023 Tel Aviv World Challenge Cup,qual,HB,11.0,5.3,5.55,0.0,10.85,2023,mitchell morgans
GBR,2023 Tel Aviv World Challenge Cup,qual,HB,12.0,4.2,6.2,0.0,10.4,2023,sam mostowfi
ITA,2022 Baku World Cup,qual,HB,9.0,5.4,8.366,0.0,13.766,2022,nicolo mozzato
ISR,2022 Baku World Cup,qual,HB,3.0,6.1,8.133,0.0,14.233,2022,alexander myakinin
ISR,2022 Baku World Cup,final,HB,4.0,6.1,7.6,0.0,13.7,2022,alexander myakinin
ISR,2022 Cairo World Cup,qual,HB,4.0,6.1,7.666,0.0,13.766,2022,alexander myakinin
ISR,2022 Cairo World Cup,final,HB,3.0,5.5,8.166,0.0,13.666,2022,alexander myakinin
ISR,2022 Cottbus World Cup,final,HB,3.0,6.1,8.0,0.0,14.1,2022,alexander myakinin
ISR,2022 Cottbus World Cup,qual,HB,3.0,6.1,8.3,0.0,14.4,2022,alexander myakinin
ISR,2022 Doha World Cup,final,HB,1.0,6.1,8.233,0.0,14.333,2022,alexander myakinin
ISR,2022 Doha World Cup,qual,HB,2.0,6.1,7.966,0.0,14.066,2022,alexander myakinin
ISR,2023 Osijek World Challenge Cup,final,HB,5.0,5.7,8.0,0.0,13.7,2023,alexander myakinin
ISR,2023 Tel Aviv World Challenge Cup,qual,HB,2.0,5.7,7.65,0.0,13.35,2023,alexander myakinin
ISR,2023 Tel Aviv World Challenge Cup,final,HB,2.0,5.8,7.8,0.0,13.6,2023,alexander myakinin
SYR,2022 51st FIG Artistic Gymnastics World Championships,qual,HB,122.0,4.5,6.966,0.0,11.466,2022,lais najjar
MAR,2022 51st FIG Artistic Gymnastics World Championships,qual,HB,105.0,4.2,7.833,0.0,12.033,2022,abderrazak nasser
MAR,2023 Cottbus World Cup,qual,HB,41.0,4.2,6.8,0.0,11.0,2023,abderrazak nasser
GBR,2022 British Gymnastics Championships,final,HB,2.0,5.0,7.97,0.0,12.966,2022,joshua nathan
GBR,2022 British Gymnastics Championships,qual,HB,8.0,5.1,8.1,0.0,13.2,2022,joshua nathan
GBR,2023 British Gymnastics Championships,final,HB,4.0,5.1,8.1,0.0,13.2,2023,joshua nathan
GBR,2023 British Gymnastics Championships,qual,HB,4.0,5.1,8.5,0.0,13.6,2023,joshua nathan
GBR,2023 Doha World Cup,qual,HB,16.0,4.8,7.6,0.0,12.4,2023,joshua nathan
GBR,2023 Senior European Championships,AAfinal,HB,8.0,5.1,8.3,0.0,13.4,2023,joshua nathan
GBR,2023 Senior European Championships,qual,HB,15.0,5.1,8.233,0.0,13.333,2023,joshua nathan
GBR,2023 Varna World Challenge Cup,qual,HB,11.0,4.9,7.95,0.0,12.85,2023,joshua nathan
UZB,2023 FISU World University Games,qual,HB,56.0,4.0,8.166,0.0,12.166,2023,rustambek nematov
SVK,2022 Senior European Championships,qual,HB,105.0,3.2,7.433,0.0,10.633,2022,matej nemcovic
SVK,2023 Senior European Championships,qual,HB,112.0,3.8,7.5,0.0,11.3,2023,matej nemcovic
DOM,2023 Central American and Caribbean Games,AAfinal,HB,3.0,5.0,8.05,0.0,13.05,2023,audrys nin
DOM,2023 Central American and Caribbean Games,final,HB,2.0,5.0,8.1,0.0,13.1,2023,audrys nin
DOM,2023 Central American and Caribbean Games,qual,HB,2.0,4.7,8.2,0.0,12.9,2023,audrys nin
POR,2022 51st FIG Artistic Gymnastics World Championships,qual,HB,83.0,4.4,8.1,0.0,12.5,2022,jose nogueira
POR,2022 Senior European Championships,qual,HB,67.0,4.3,8.233,0.0,12.533,2022,jose nogueira
POR,2023 Cairo World Cup,qual,HB,21.0,4.6,8.033,0.0,12.633,2023,jose nogueira
POR,2023 Senior European Championships,qual,HB,68.0,4.4,8.033,0.0,12.433,2023,jose nogueira
MEX,2022 51st FIG Artistic Gymnastics World Championships,qual,HB,137.0,3.9,6.166,0.0,10.066,2022,isaac nunez
MEX,2023 Cairo World Cup,final,HB,7.0,4.7,7.4,0.0,12.1,2023,isaac nunez
MEX,2023 Cairo World Cup,qual,HB,4.0,5.1,8.733,0.0,13.833,2023,isaac nunez
MEX,2023 Central American and Caribbean Games,AAfinal,HB,15.0,3.7,6.35,0.0,10.05,2023,isaac nunez
MEX,2023 Central American and Caribbean Games,qual,HB,18.0,4.4,7.15,0.0,11.55,2023,isaac nunez
KAZ,2022 Baku World Cup,qual,HB,24.0,4.5,6.7,0.0,11.2,2022,farukh nabiyev
KAZ,2022 Cottbus World Cup,qual,HB,22.0,5.0,6.866,0.0,11.866,2022,farukh nabiyev
KAZ,2022 Doha World Cup,qual,HB,16.0,5.1,6.733,0.0,11.833,2022,farukh nabiyev
GBR,2022 Baku World Cup,qual,HB,10.0,5.1,8.3,0.0,13.4,2022,joshua nathan
GBR,2022 Cottbus World Cup,qual,HB,25.0,4.3,7.133,0.0,11.433,2022,joshua nathan
USA,2022 Winter Cup,AAfinal,HB,29.0,4.5,7.15,0.0,11.65,2022,robert neff
USA,2023 Winter Cup,AAfinal,HB,21.0,4.8,6.85,0.0,11.65,2023,kameron nelson
USA,2022 Winter Cup,AAfinal,HB,25.0,4.1,8.05,0.0,12.15,2022,noah newfeld
USA,2023 Winter Cup,AAfinal,HB,11.0,4.4,8.5,0.0,12.9,2023,noah newfeld
USA,2022 Winter Cup,AAfinal,HB,9.0,4.5,8.65,0.0,13.15,2022,zachary nunez
GBR,2022 British Gymnastics Championships,qual,HB,31.0,2.5,7.65,0.0,10.15,2022,theo amari ochana
GBR,2023 British Gymnastics Championships,qual,HB,17.0,3.2,8.95,0.0,12.15,2023,theo amari ochana
NZL,BIRMINGHAM 2022 Commonwealth Games,qual,HB,33.0,3.6,7.0,0.0,10.6,2022,jorden oconnell inns
ISL,2023 Senior European Championships,qual,HB,58.0,4.0,8.633,0.0,12.633,2023,dagur kari olafsson
TUR,2022 51st FIG Artistic Gymnastics World Championships,qual,HB,104.0,4.6,7.466,0.0,12.066,2022,ahmet onder
TUR,2022 Senior European Championships,final,HB,8.0,5.5,6.866,0.0,12.366,2022,ahmet onder
TUR,2022 Senior European Championships,qual,HB,2.0,5.9,8.333,0.0,14.233,2022,ahmet onder
TUR,2022 Senior European Championships,TeamFinal,HB,21.0,5.5,7.1,0.0,12.6,2022,ahmet onder
TUR,2023 Senior European Championships,AAfinal,HB,3.0,5.6,8.166,0.0,13.766,2023,ahmet onder
TUR,2023 Senior European Championships,qual,HB,16.0,5.6,7.666,0.0,13.266,2023,ahmet onder
BEL,2022 51st FIG Artistic Gymnastics World Championships,qual,HB,108.0,4.9,7.066,0.0,11.966,2022,takumi onoshima
BEL,2022 Senior European Championships,qual,HB,12.0,4.9,8.833,0.0,13.733,2022,takumi onoshima
SVK,2023 FISU World University Games,qual,HB,73.0,3.0,7.566,0.0,10.566,2023,volodymyr otreshko
SVK,2023 Senior European Championships,qual,HB,113.0,3.0,8.266,0.0,11.266,2023,volodymyr otreshko
GBR,2023 British Gymnastics Championships,qual,HB,16.0,4.3,7.95,0.0,12.25,2023,ryan owen
NZL,2022 Doha World Cup,qual,HB,11.0,4.1,8.133,0.0,12.233,2022,jorden o’connell-inns
UKR,2022 Senior European Championships,qual,HB,33.0,5.0,8.333,0.0,13.333,2022,petro pakhniuk
FIN,2023 FISU World University Games,qual,HB,51.0,3.9,8.5,0.0,12.4,2023,patrick harri aaron palmroth
KAZ,2022 51st FIG Artistic Gymnastics World Championships,qual,HB,135.0,4.3,5.933,0.0,10.233,2022,dmitriy patanin
KAZ,2023 FISU World University Games,qual,HB,64.0,4.6,7.4,0.3,11.7,2023,dmitriy patanin
ITA,2023 FISU World University Games,qual,HB,21.0,5.2,8.266,0.0,13.466,2023,stefano patron
DOM,2022 51st FIG Artistic Gymnastics World Championships,qual,HB,124.0,4.7,6.7,0.0,11.4,2022,leandro pena
DOM,2023 Central American and Caribbean Games,AAfinal,HB,7.0,5.0,7.55,0.0,12.55,2023,leandro pena
DOM,2023 Central American and Caribbean Games,final,HB,6.0,4.7,7.2,0.0,11.9,2023,leandro pena
DOM,2023 Central American and Caribbean Games,qual,HB,3.0,4.9,7.9,0.0,12.8,2023,leandro pena
BUL,2023 Varna World Challenge Cup,final,HB,6.0,4.7,8.533,0.0,13.233,2023,eddie penev
BUL,2023 Varna World Challenge Cup,qual,HB,7.0,4.6,8.55,0.0,13.15,2023,eddie penev
BUL,2023 Senior European Championships,qual,HB,84.0,4.4,7.833,0.0,12.233,2023,kevin penev
CRC,2023 Central American and Caribbean Games,qual,HB,30.0,3.1,7.05,0.0,10.15,2023,alberto perez
PUR,2023 Central American and Caribbean Games,AAfinal,HB,8.0,4.9,7.45,0.0,12.35,2023,andres perez
PUR,2023 Central American and Caribbean Games,final,HB,3.0,4.9,7.95,0.0,12.85,2023,andres perez
PUR,2023 Central American and Caribbean Games,qual,HB,5.0,4.9,7.65,0.0,12.55,2023,andres perez
SUI,2022 Senior European Championships,qual,HB,9.0,5.6,8.233,0.0,13.833,2022,marco pfyl
SUI,2022 Senior European Championships,TeamFinal,HB,23.0,5.1,7.366,0.0,12.466,2022,marco pfyl
SUI,2023 FISU World University Games,qual,HB,76.0,4.2,6.233,0.3,10.133,2023,marco pfyl
FRA,2022 51st FIG Artistic Gymnastics World Championships,qual,HB,106.0,5.2,6.833,0.0,12.033,2022,mathias philippe
FRA,2023 Cottbus World Cup,final,HB,6.0,5.6,7.766,0.0,13.366,2023,mathias philippe
FRA,2023 Cottbus World Cup,qual,HB,8.0,5.6,7.833,0.0,13.433,2023,mathias philippe
FRA,2023 Senior European Championships,qual,HB,13.0,5.6,7.766,0.0,13.366,2023,mathias philippe
FRA,EnBW DTB Pokal Team Challenge 2023,final,HB,5.0,5.6,7.7,0.0,13.3,2023,mathias philippe
FRA,EnBW DTB Pokal Team Challenge 2023,qual,HB,13.0,5.6,8.0,0.0,13.6,2023,mathias philippe
USA,2023 Baku World Cup,final,HB,5.0,5.5,7.633,0.0,13.133,2023,curran phillips
USA,2023 Baku World Cup,qual,HB,2.0,5.5,8.633,0.0,14.133,2023,curran phillips
ESP,2022 51st FIG Artistic Gymnastics World Championships,AAfinal,HB,13.0,5.1,7.933,0.0,13.033,2022,joel plata
ESP,2022 51st FIG Artistic Gymnastics World Championships,qual,HB,20.0,6.3,7.533,0.0,13.833,2022,joel plata
ESP,2022 Senior European Championships,final,HB,3.0,5.8,8.2,0.0,14.0,2022,joel plata
ESP,2022 Senior European Championships,qual,HB,5.0,5.9,8.1,0.0,14.0,2022,joel plata
ESP,2022 Senior European Championships,TeamFinal,HB,15.0,5.4,7.766,0.0,13.166,2022,joel plata
ESP,2023 Doha World Cup,qual,HB,18.0,5.7,6.633,0.0,12.333,2023,joel plata
LAT,2022 51st FIG Artistic Gymnastics World Championships,qual,HB,125.0,4.4,6.9,0.0,11.3,2022,ricards plate
LAT,2022 Senior European Championships,qual,HB,104.0,4.4,6.3,0.0,10.7,2022,ricards plate
LAT,2023 Baku World Cup,qual,HB,38.0,4.4,7.0,0.0,11.4,2023,ricards plate
LAT,2023 Cairo World Cup,qual,HB,16.0,4.8,8.066,0.0,12.866,2023,ricards plate
LAT,2023 FISU World University Games,qual,HB,50.0,4.8,7.666,0.0,12.466,2023,ricards plate
LAT,2023 Senior European Championships,qual,HB,89.0,4.8,7.366,0.0,12.166,2023,ricards plate
BRA,EnBW DTB Pokal Team Challenge 2023,qual,HB,28.0,4.7,8.15,0.0,12.85,2023,murilo pontedura
CZE,2023 Senior European Championships,qual,HB,111.0,4.1,7.233,0.0,11.333,2023,martin pospisil
CUB,2023 Central American and Caribbean Games,AAfinal,HB,2.0,5.2,8.0,0.0,13.2,2023,pablo pozo
CUB,2023 Central American and Caribbean Games,final,HB,5.0,4.9,7.25,0.0,12.15,2023,pablo pozo
CUB,2023 Central American and Caribbean Games,qual,HB,6.0,5.0,7.5,0.0,12.5,2023,pablo pozo
GBR,2022 British Gymnastics Championships,qual,HB,26.0,3.8,7.8,0.0,11.6,2022,owen print
GBR,2023 British Gymnastics Championships,qual,HB,19.0,3.9,8.2,0.0,12.1,2023,owen print
GE2,EnBW DTB Pokal Team Challenge 2023,qual,HB,51.0,5.3,6.25,0.0,11.55,2023,leonard prügel
ISR,2022 Senior European Championships,qual,HB,103.0,4.6,6.4,0.0,11.0,2022,ron pyatov
USA,2022 Winter Cup,AAfinal,HB,28.0,4.9,6.95,0.0,11.85,2022,cole partridge
USA,2023 Winter Cup,AAfinal,HB,30.0,0.0,0.0,0.0,0.0,2023,vahe petrosyan
FRA,2022 Cottbus World Cup,final,HB,4.0,5.6,8.066,0.0,13.666,2022,mathias philippe
FRA,2022 Cottbus World Cup,qual,HB,5.0,5.6,8.2,0.0,13.8,2022,mathias philippe
USA,2022 Winter Cup,AAfinal,HB,1.0,5.7,7.95,0.0,13.65,2022,curran phillips
USA,2023 Winter Cup,AAfinal,HB,2.0,5.0,8.7,0.0,13.7,2023,curran phillips
LAT,2022 Baku World Cup,qual,HB,30.0,3.1,6.0,0.0,9.1,2022,ricards plate
none,2023 Osijek World Challenge Cup,qual,HB,15.0,4.8,7.5,0.0,12.3,2023,ricards plate
USA,2023 Winter Cup,AAfinal,HB,21.0,4.8,6.85,0.0,11.65,2023,rithik puri
BUL,2022 Senior European Championships,qual,HB,79.0,4.2,8.066,0.0,12.266,2022,rayan radkov
CZE,2023 Senior European Championships,qual,HB,73.0,4.4,7.966,0.0,12.366,2023,daniel radovesnicky
DOM,2023 Central American and Caribbean Games,qual,HB,21.0,4.5,7.15,0.3,11.35,2023,jeordy ramirez
NED,2022 Senior European Championships,qual,HB,102.0,4.0,7.033,0.0,11.033,2022,yazz ramsahai
NED,2023 Senior European Championships,qual,HB,106.0,4.7,6.866,0.0,11.566,2023,yazz ramsahai
SUI,2023 FISU World University Games,qual,HB,34.0,5.4,7.733,0.0,13.133,2023,ian michael raubal
SUI,2023 FISU World University Games,AAfinal,HB,8.0,5.5,7.966,0.0,13.466,2023,ian michael raubal
GBR,2022 51st FIG Artistic Gymnastics World Championships,qual,HB,138.0,3.7,6.433,3.0,7.133,2022,giarnni regini moran
GBR,2022 British Gymnastics Championships,qual,HB,10.0,4.6,8.45,0.0,13.05,2022,giarnni regini moran
GBR,2022 Senior European Championships,qual,HB,107.0,3.9,6.0,0.0,9.9,2022,giarnni regini moran
ENG,BIRMINGHAM 2022 Commonwealth Games,qual,HB,10.0,5.1,8.25,0.0,13.35,2022,giarnni regini moran
