Name,Country,Competition,Round,Location,Apparatus,Rank,D_Score,E_Score,Penalty,Score
Maria TRONRUD,NOR,2023 Senior European Championships,AAfinal,"Antalya, Turkey",VT,22.0,4.2,8.633,0.1,12.733
Maria TRONRUD,NOR,2023 Senior European Championships,qual,"Antalya, Turkey",VT,57.0,4.2,8.733,0.1,12.833
Maria TRONRUD,NOR,FIG Apparatus World Cup 2023,final,"Cairo, Egypt",BB,4.0,5.2,7.733,0.0,12.933
Maria TRONRUD,NOR,FIG Apparatus World Cup 2023,qual,"Cairo, Egypt",BB,2.0,5.2,7.833,0.0,13.033
Maria TRONRUD,NOR,FIG Apparatus World Cup 2023,final,"Cottbus, Germany",BB,7.0,5.0,7.533,0.0,12.533
Maria TRONRUD,NOR,FIG Apparatus World Cup 2023,qual,"Cottbus, Germany",BB,3.0,5.0,8.233,0.0,13.233
Maria TRONRUD,NOR,FIG Apparatus World Cup 2023,qual,"Cairo, Egypt",FX,13.0,4.4,7.6,0.0,12.0
Maria TRONRUD,NOR,FIG Apparatus World Cup 2023,qual,"Cottbus, Germany",FX,28.0,4.2,6.566,0.3,10.466
Maria TRONRUD,NOR,FIG Apparatus World Cup 2023,qual,"Cairo, Egypt",UB,9.0,4.5,7.833,0.0,12.333
Maria TRONRUD,NOR,FIG Apparatus World Cup 2023,qual,"Cottbus, Germany",UB,15.0,4.1,7.866,0.0,11.966
Maria TRONRUD,NOR,FIG Apparatus World Cup 2023,final,"Cairo, Egypt",VT,6.0,4.2,8.866,0.0,13.066
Maria TRONRUD,NOR,FIG Apparatus World Cup 2023,qual,"Cairo, Egypt",VT,8.0,4.2,8.8,0.0,13.0
Maria TRONRUD,NOR,FIG Apparatus World Cup 2023,qual,"Cottbus, Germany",VT,9.0,4.2,8.766,0.0,12.966
Maria TRONRUD,NOR,FIG Apparatus World Cup 2023,final,"Cairo, Egypt",VT,6.0,3.4,8.733,0.0,12.133
Maria TRONRUD,NOR,FIG Apparatus World Cup 2023,qual,"Cairo, Egypt",VT,8.0,3.4,8.766,0.0,12.166
Maria TRONRUD,NOR,FIG Apparatus World Cup 2023,qual,"Cottbus, Germany",VT,9.0,3.4,8.6,0.0,12.0
Zala TRTNIK,SLO,2022 Senior European Championships,qual,"Munich, Germany",BB,39.0,4.7,7.366,0.0,12.066
Zala TRTNIK,SLO,2022 Senior European Championships,qual,"Munich, Germany",FX,73.0,4.5,7.133,0.0,11.633
Zala TRTNIK,SLO,2022 Senior European Championships,qual,"Munich, Germany",UB,69.0,4.4,6.866,0.0,11.266
Zala TRTNIK,SLO,2022 Senior European Championships,qual,"Munich, Germany",VT,52.0,4.2,8.533,0.0,12.733
Zala TRTNIK,SLO,2023 Senior European Championships,qual,"Antalya, Turkey",BB,25.0,4.9,7.166,0.0,12.066
Zala TRTNIK,SLO,2023 Senior European Championships,qual,"Antalya, Turkey",FX,89.0,5.0,6.566,0.3,11.266
Zala TRTNIK,SLO,2023 Senior European Championships,qual,"Antalya, Turkey",UB,55.0,4.4,7.833,0.0,12.233
Zala TRTNIK,SLO,2023 Senior European Championships,qual,"Antalya, Turkey",VT,112.0,4.2,7.633,0.1,11.733
Zala TRTNIK,SLO,FIG Apparatus World Cup 2023,qual,"Baku, Azerbaijan",BB,35.0,4.6,6.333,0.0,10.933
Zala TRTNIK,SLO,FIG Apparatus World Cup 2023,final,"Cairo, Egypt",BB,5.0,5.0,7.233,0.0,12.233
Zala TRTNIK,SLO,FIG Apparatus World Cup 2023,qual,"Cairo, Egypt",BB,8.0,4.9,7.333,0.0,12.233
Zala TRTNIK,SLO,FIG Apparatus World Cup 2023,qual,"Cottbus, Germany",BB,18.0,4.8,7.533,0.0,12.333
Zala TRTNIK,SLO,FIG Apparatus World Cup 2023,qual,"Doha, Qatar",BB,20.0,4.7,7.066,0.0,11.766
Zala TRTNIK,SLO,FIG Apparatus World Cup 2023,qual,"Baku, Azerbaijan",FX,14.0,4.5,7.6,0.0,12.1
Zala TRTNIK,SLO,FIG Apparatus World Cup 2023,qual,"Cairo, Egypt",FX,27.0,4.6,6.466,0.0,11.066
Zala TRTNIK,SLO,FIG Apparatus World Cup 2023,qual,"Cottbus, Germany",FX,19.0,4.5,7.766,0.1,12.166
Zala TRTNIK,SLO,FIG Apparatus World Cup 2023,qual,"Doha, Qatar",FX,14.0,4.5,7.033,0.0,11.533
Zala TRTNIK,SLO,FIG Apparatus World Cup 2023,final,"Cairo, Egypt",UB,7.0,4.5,7.933,0.0,12.433
Zala TRTNIK,SLO,FIG Apparatus World Cup 2023,qual,"Cairo, Egypt",UB,7.0,4.5,8.1,0.0,12.6
Magdalini TSIORI,GRE,2023 Senior European Championships,qual,"Antalya, Turkey",BB,75.0,4.9,5.666,0.1,10.466
Magdalini TSIORI,GRE,2023 Senior European Championships,qual,"Antalya, Turkey",FX,103.0,4.0,7.066,0.3,10.766
Magdalini TSIORI,GRE,2023 Senior European Championships,qual,"Antalya, Turkey",UB,95.0,4.7,5.633,0.0,10.333
Magdalini TSIORI,GRE,2023 Senior European Championships,qual,"Antalya, Turkey",VT,64.0,4.2,8.633,0.1,12.733
Magdalini TSIORI,GRE,FIG Apparatus World Cup 2023,qual,"Baku, Azerbaijan",BB,40.0,3.9,6.433,0.0,10.333
Magdalini TSIORI,GRE,FIG Apparatus World Cup 2023,qual,"Baku, Azerbaijan",UB,12.0,4.6,7.533,0.0,12.133
Andy TURISKI,ISR,2022 Senior European Championships,qual,"Munich, Germany",UB,80.0,4.5,6.433,0.0,10.933
Andy TURISKI,ISR,2022 Senior European Championships,qual,"Munich, Germany",VT,64.0,3.8,8.7,0.0,12.5
Andy TURISKI,ISR,2023 Senior European Championships,qual,"Antalya, Turkey",BB,91.0,4.3,5.6,0.0,9.9
Andy TURISKI,ISR,2023 Senior European Championships,qual,"Antalya, Turkey",FX,112.0,4.6,5.833,0.0,10.433
Andy TURISKI,ISR,2023 Senior European Championships,qual,"Antalya, Turkey",UB,115.0,2.9,5.733,0.0,8.633
Andy TURISKI,ISR,2023 Senior European Championships,qual,"Antalya, Turkey",VT,110.0,3.8,8.266,0.3,11.766
Sydney TURNER,CAN,EnBW DTB Pokal Team Challenge 2023,qual,"Stuttgart, Germany",BB,20.0,5.4,7.05,0.0,12.45
Sydney TURNER,CAN,EnBW DTB Pokal Team Challenge 2023,qual,"Stuttgart, Germany",FX,17.0,4.6,7.65,0.0,12.25
Sydney TURNER,CAN,EnBW DTB Pokal Team Challenge 2023,qual,"Stuttgart, Germany",UB,28.0,5.0,7.1,0.0,12.1
Sydney TURNER,CAN,EnBW DTB Pokal Team Challenge 2023,qual,"Stuttgart, Germany",VT,28.0,4.2,8.65,0.0,12.85
Bilge Tarhan,TUR,2023 Osijek Challenge Cup,qual,"Osijek, Croatia.",BB,23.0,4.4,6.166,0.0,10.566
Bilge Tarhan,TUR,2023 Osijek Challenge Cup,qual,"Osijek, Croatia.",FX,14.0,4.6,7.433,0.0,12.033
Bilge Tarhan,TUR,2023 Osijek Challenge Cup,qual,"Osijek, Croatia.",VT,5.0,4.2,8.633,0.0,12.833
Bilge Tarhan,TUR,2023 Osijek Challenge Cup,final,"Osijek, Croatia.",VT,8.0,4.2,8.633,0.0,12.833
Bilge Tarhan,TUR,2023 Osijek Challenge Cup,qual,"Osijek, Croatia.",VT,5.0,4.0,8.733,0.0,12.733
Bilge Tarhan,TUR,2023 Osijek Challenge Cup,final,"Osijek, Croatia.",VT,8.0,4.0,8.433,0.1,12.333
Nazanin Teymurova,AZE,2023 Tel Aviv Challenge Cup,qual,"Tel Aviv, Israel",BB,14.0,4.4,6.7,0.0,11.1
Nazanin Teymurova,AZE,2023 Tel Aviv Challenge Cup,final,"Tel Aviv, Israel",FX,7.0,4.6,8.0,0.0,12.6
Nazanin Teymurova,AZE,2023 Tel Aviv Challenge Cup,qual,"Tel Aviv, Israel",FX,4.0,4.8,8.067,0.0,12.867
Nazanin Teymurova,AZE,2023 Tel Aviv Challenge Cup,qual,"Tel Aviv, Israel",VT,12.0,4.0,8.2,0.0,12.2
Nazanin Teymurova,AZE,2023 Tel Aviv Challenge Cup,qual,"Tel Aviv, Israel",VT,12.0,3.4,8.7,0.0,12.1
Ylea Tollet,BEL,2023 Tel Aviv Challenge Cup,qual,"Tel Aviv, Israel",BB,13.0,4.9,6.267,0.0,11.167
Ylea Tollet,BEL,2023 Tel Aviv Challenge Cup,final,"Tel Aviv, Israel",FX,5.0,4.9,7.9,0.0,12.8
Ylea Tollet,BEL,2023 Tel Aviv Challenge Cup,qual,"Tel Aviv, Israel",FX,5.0,4.9,7.933,0.0,12.833
Andy Turiski,ISR,2023 Tel Aviv Challenge Cup,qual,"Tel Aviv, Israel",FX,19.0,4.2,6.467,0.0,10.667
Andy Turiski,ISR,2023 Tel Aviv Challenge Cup,qual,"Tel Aviv, Israel",VT,9.0,3.8,8.667,0.1,12.367
Andy Turiski,ISR,2023 Tel Aviv Challenge Cup,qual,"Tel Aviv, Israel",VT,9.0,3.6,8.7,0.0,12.3
Goksu UCTAS SANLI,TUR,2022 Senior European Championships,qual,"Munich, Germany",BB,49.0,4.6,7.266,0.0,11.866
Goksu UCTAS SANLI,TUR,2022 Senior European Championships,qual,"Munich, Germany",FX,27.0,5.1,7.6,0.1,12.6
Goksu UCTAS SANLI,TUR,2022 Senior European Championships,qual,"Munich, Germany",VT,65.0,4.2,8.3,0.0,12.5
Brygida URBANSKA,POL,2022 Senior European Championships,qual,"Munich, Germany",BB,89.0,4.6,5.966,0.0,10.566
Brygida URBANSKA,POL,2022 Senior European Championships,qual,"Munich, Germany",FX,110.0,3.7,6.2,0.0,9.9
Brygida URBANSKA,POL,2022 Senior European Championships,qual,"Munich, Germany",UB,78.0,4.2,6.833,0.0,11.033
Brygida URBANSKA,POL,2022 Senior European Championships,qual,"Munich, Germany",VT,67.0,4.2,8.266,0.0,12.466
Brygida URBANSKA,POL,2023 Senior European Championships,qual,"Antalya, Turkey",BB,71.0,4.4,6.433,0.0,10.833
Brygida URBANSKA,POL,2023 Senior European Championships,qual,"Antalya, Turkey",FX,87.0,4.4,7.1,0.2,11.3
Brygida URBANSKA,POL,2023 Senior European Championships,qual,"Antalya, Turkey",UB,96.0,4.2,6.1,0.0,10.3
Brygida URBANSKA,POL,2023 Senior European Championships,qual,"Antalya, Turkey",VT,88.0,3.6,8.566,0.0,12.166
Elena USAKOVA,SVK,2022 Senior European Championships,qual,"Munich, Germany",BB,63.0,4.3,7.2,0.0,11.5
Elena USAKOVA,SVK,2022 Senior European Championships,qual,"Munich, Germany",FX,98.0,4.0,7.0,0.0,11.0
Elena USAKOVA,SVK,2022 Senior European Championships,qual,"Munich, Germany",VT,88.0,3.4,8.533,0.0,11.933
Kohane USHIOKU,JPN,2023 FISU World University Games,qual,"Chengdu, China",FX,6.0,5.4,7.766,0.3,12.866
Kohane USHIOKU,JPN,2023 FISU World University Games,qual,"Chengdu, China",VT,3.0,4.8,8.833,0.0,13.63
Kohane USHIOKU,JPN,2023 FISU World University Games,qual,"Chengdu, China",VT,3.0,4.2,9.0,0.0,13.2
Kohane USHIOKU,JPN,FIG Apparatus World Cup 2023,qual,"Cottbus, Germany",VT,20.0,5.0,7.466,0.3,12.166
Lisa VAELEN,BEL,2022 Senior European Championships,qual,"Munich, Germany",BB,14.0,4.9,8.033,0.0,12.933
Lisa VAELEN,BEL,2022 Senior European Championships,TeamFinal,"Munich, Germany",BB,21.0,4.9,6.933,0.0,11.833
Lisa VAELEN,BEL,2022 Senior European Championships,qual,"Munich, Germany",FX,12.0,5.1,7.966,0.0,13.066
Lisa VAELEN,BEL,2022 Senior European Championships,TeamFinal,"Munich, Germany",FX,9.0,5.1,8.0,0.0,13.1
Lisa VAELEN,BEL,2022 Senior European Championships,qual,"Munich, Germany",UB,11.0,5.8,7.7,0.0,13.5
Lisa VAELEN,BEL,2022 Senior European Championships,TeamFinal,"Munich, Germany",UB,4.0,5.8,8.266,0.0,14.066
Lisa VAELEN,BEL,2022 Senior European Championships,qual,"Munich, Germany",VT,2.0,5.4,8.8,0.0,14.2
Lisa VAELEN,BEL,2022 Senior European Championships,TeamFinal,"Munich, Germany",VT,4.0,5.4,8.8,0.0,14.2
Lisa VAELEN,BEL,2022 Senior European Championships,final,"Munich, Germany",VT,4.0,4.4,8.633,0.0,13.033
Lisa VAELEN,BEL,2022 Senior European Championships,qual,"Munich, Germany",VT,5.0,4.4,8.633,0.0,13.033
Lisa VAELEN,BEL,2023 Senior European Championships,AAfinal,"Antalya, Turkey",BB,7.0,5.1,7.833,0.0,12.933
Lisa VAELEN,BEL,2023 Senior European Championships,qual,"Antalya, Turkey",BB,44.0,5.1,6.366,0.0,11.466
Lisa VAELEN,BEL,2023 Senior European Championships,AAfinal,"Antalya, Turkey",FX,4.0,5.3,7.833,0.0,13.133
Lisa VAELEN,BEL,2023 Senior European Championships,qual,"Antalya, Turkey",FX,14.0,5.3,7.566,0.0,12.866
Lisa VAELEN,BEL,2023 Senior European Championships,AAfinal,"Antalya, Turkey",UB,4.0,5.8,7.9,0.0,13.7
Lisa VAELEN,BEL,2023 Senior European Championships,final,"Antalya, Turkey",UB,7.0,5.8,7.933,0.0,13.733
Lisa VAELEN,BEL,2023 Senior European Championships,qual,"Antalya, Turkey",UB,9.0,5.8,8.2,0.0,14.0
Lisa VAELEN,BEL,2023 Senior European Championships,AAfinal,"Antalya, Turkey",VT,1.0,5.4,8.933,0.0,14.333
Lisa VAELEN,BEL,2023 Senior European Championships,qual,"Antalya, Turkey",VT,4.0,5.4,8.766,0.0,14.166
Lisa VAELEN,BEL,2023 Senior European Championships,final,"Antalya, Turkey",VT,3.0,4.4,8.733,0.0,13.133
Lisa VAELEN,BEL,2023 Senior European Championships,qual,"Antalya, Turkey",VT,2.0,4.4,8.666,0.0,13.066
Olivia VAETTOE,FIN,2023 Senior European Championships,qual,"Antalya, Turkey",BB,82.0,4.7,5.533,0.0,10.233
Olivia VAETTOE,FIN,2023 Senior European Championships,qual,"Antalya, Turkey",FX,66.0,5.0,7.066,0.3,11.766
Olivia VAETTOE,FIN,2023 Senior European Championships,qual,"Antalya, Turkey",UB,116.0,3.1,4.833,0.0,7.933
Olivia VAETTOE,FIN,2023 Senior European Championships,qual,"Antalya, Turkey",VT,68.0,4.2,8.6,0.1,12.7
Yiseth VALENZUELA,COL,2023 Central American and Caribbean Games,AAfinal,"San Salvador, El Salvador",BB,7.0,4.6,7.05,0.0,11.65
Yiseth VALENZUELA,COL,2023 Central American and Caribbean Games,qual,"San Salvador, El Salvador",BB,25.0,4.6,5.8,0.0,10.4
Yiseth VALENZUELA,COL,2023 Central American and Caribbean Games,AAfinal,"San Salvador, El Salvador",FX,5.0,4.3,8.0,0.0,12.3
Yiseth VALENZUELA,COL,2023 Central American and Caribbean Games,final,"San Salvador, El Salvador",FX,5.0,4.7,7.7,0.0,12.4
Yiseth VALENZUELA,COL,2023 Central American and Caribbean Games,qual,"San Salvador, El Salvador",FX,9.0,4.1,8.1,0.0,12.2
Yiseth VALENZUELA,COL,2023 Central American and Caribbean Games,AAfinal,"San Salvador, El Salvador",UB,13.0,4.4,6.9,0.0,11.3
Yiseth VALENZUELA,COL,2023 Central American and Caribbean Games,qual,"San Salvador, El Salvador",UB,19.0,4.4,6.95,0.0,11.35
Yiseth VALENZUELA,COL,2023 Central American and Caribbean Games,AAfinal,"San Salvador, El Salvador",VT,4.0,4.2,8.7,0.0,12.9
Yiseth VALENZUELA,COL,2023 Central American and Caribbean Games,qual,"San Salvador, El Salvador",VT,12.0,4.2,8.6,0.0,12.8
Yiseth VALENZUELA,COL,2023 Central American and Caribbean Games,final,"San Salvador, El Salvador",VT,8.0,3.4,8.5,0.0,11.9
Yiseth VALENZUELA,COL,2023 Central American and Caribbean Games,qual,"San Salvador, El Salvador",VT,6.0,3.8,8.45,0.0,12.25
Shade VAN OORSCHOT,NED,2022 Senior European Championships,qual,"Munich, Germany",BB,86.0,4.9,6.066,0.0,10.966
Shade VAN OORSCHOT,NED,2022 Senior European Championships,qual,"Munich, Germany",FX,31.0,5.1,7.466,0.0,12.566
Vera VAN POL,NED,2022 Senior European Championships,qual,"Munich, Germany",BB,25.0,4.9,7.6,0.0,12.5
Vera VAN POL,NED,2022 Senior European Championships,TeamFinal,"Munich, Germany",BB,18.0,4.9,7.2,0.0,12.1
Vera VAN POL,NED,2022 Senior European Championships,qual,"Munich, Germany",FX,26.0,4.8,7.833,0.0,12.633
Vera VAN POL,NED,2022 Senior European Championships,TeamFinal,"Munich, Germany",FX,14.0,4.8,8.0,0.0,12.8
Vera VAN POL,NED,2022 Senior European Championships,qual,"Munich, Germany",UB,30.0,5.0,7.8,0.0,12.8
Vera VAN POL,NED,2022 Senior European Championships,qual,"Munich, Germany",VT,13.0,4.6,8.966,0.0,13.566
Vera VAN POL,NED,2022 Senior European Championships,TeamFinal,"Munich, Germany",VT,12.0,4.6,9.0,0.0,13.6
Vera VAN POL,NED,2023 Senior European Championships,qual,"Antalya, Turkey",BB,60.0,4.7,6.466,0.1,11.066
Vera VAN POL,NED,2023 Senior European Championships,qual,"Antalya, Turkey",FX,16.0,5.0,7.833,0.1,12.733
Vera VAN POL,NED,2023 Senior European Championships,qual,"Antalya, Turkey",UB,24.0,4.9,8.166,0.0,13.066
Vera VAN POL,NED,2023 Senior European Championships,qual,"Antalya, Turkey",VT,12.0,4.6,9.0,0.0,13.6
Vera VAN POL,NED,EnBW DTB Pokal Team Challenge 2023,qual,"Stuttgart, Germany",BB,12.0,5.0,7.65,0.0,12.65
Vera VAN POL,NED,EnBW DTB Pokal Team Challenge 2023,qual,"Stuttgart, Germany",FX,28.0,4.8,7.25,0.3,11.75
Vera VAN POL,NED,EnBW DTB Pokal Team Challenge 2023,qual,"Stuttgart, Germany",UB,11.0,4.9,8.35,0.0,13.25
Vera VAN POL,NED,EnBW DTB Pokal Team Challenge 2023,qual,"Stuttgart, Germany",VT,9.0,4.6,8.65,0.0,13.25
Christina VASILOPOULOU,GRE,2022 Senior European Championships,qual,"Munich, Germany",UB,107.0,4.3,4.833,0.0,9.133
Christina VASILOPOULOU,GRE,2022 Senior European Championships,qual,"Munich, Germany",VT,119.0,3.0,7.266,0.3,9.966
Sanna VEERMAN,NED,2022 Senior European Championships,qual,"Munich, Germany",UB,31.0,6.2,6.6,0.0,12.8
Sanna VEERMAN,NED,2022 Senior European Championships,TeamFinal,"Munich, Germany",UB,12.0,5.9,7.5,0.0,13.4
Sanna VEERMAN,NED,2022 Senior European Championships,qual,"Munich, Germany",VT,23.0,4.6,8.6,0.0,13.2
Sanna VEERMAN,NED,2022 Senior European Championships,TeamFinal,"Munich, Germany",VT,14.0,4.6,8.833,0.0,13.433
Sanna VEERMAN,NED,2023 Senior European Championships,qual,"Antalya, Turkey",FX,42.0,4.4,7.733,0.0,12.133
Sanna VEERMAN,NED,2023 Senior European Championships,qual,"Antalya, Turkey",UB,23.0,6.1,7.0,0.0,13.1
Sanna VEERMAN,NED,2023 Senior European Championships,qual,"Antalya, Turkey",VT,36.0,4.2,8.866,0.0,13.066
Sanna VEERMAN,NED,EnBW DTB Pokal Team Challenge 2023,qual,"Stuttgart, Germany",BB,16.0,4.7,7.8,0.0,12.5
Sanna VEERMAN,NED,EnBW DTB Pokal Team Challenge 2023,qual,"Stuttgart, Germany",FX,29.0,4.8,7.2,0.3,11.7
Sanna VEERMAN,NED,EnBW DTB Pokal Team Challenge 2023,final,"Stuttgart, Germany",UB,2.0,6.2,8.033,0.0,14.233
Sanna VEERMAN,NED,EnBW DTB Pokal Team Challenge 2023,qual,"Stuttgart, Germany",UB,2.0,6.0,8.25,0.0,14.25
Sanna VEERMAN,NED,EnBW DTB Pokal Team Challenge 2023,qual,"Stuttgart, Germany",VT,25.0,4.2,8.75,0.0,12.95
Sanna VEERMAN,NED,FIG Apparatus World Cup 2023,qual,"Baku, Azerbaijan",BB,34.0,4.9,6.066,0.0,10.966
Sanna VEERMAN,NED,FIG Apparatus World Cup 2023,qual,"Baku, Azerbaijan",FX,23.0,5.1,7.033,0.4,11.733
Sanna VEERMAN,NED,FIG Apparatus World Cup 2023,final,"Baku, Azerbaijan",UB,3.0,6.2,7.566,0.0,13.766
Sanna VEERMAN,NED,FIG Apparatus World Cup 2023,qual,"Baku, Azerbaijan",UB,3.0,6.1,7.6,0.0,13.7
Tara VELLA CLARK,MLT,2022 Senior European Championships,qual,"Munich, Germany",BB,41.0,4.6,7.433,0.0,12.033
Tara VELLA CLARK,MLT,2022 Senior European Championships,qual,"Munich, Germany",FX,87.0,4.3,7.0,0.0,11.3
Tara VELLA CLARK,MLT,2022 Senior European Championships,qual,"Munich, Germany",UB,103.0,3.5,6.266,0.0,9.766
Tara VELLA CLARK,MLT,2022 Senior European Championships,qual,"Munich, Germany",VT,79.0,3.8,8.466,0.0,12.266
Tara VELLA CLARK,MLT,2022 Senior European Championships,qual,"Munich, Germany",VT,25.0,3.2,8.4,0.1,11.5
Tara VELLA CLARK,MLT,2023 Senior European Championships,qual,"Antalya, Turkey",BB,99.0,4.2,5.433,0.1,9.533
Tara VELLA CLARK,MLT,2023 Senior European Championships,qual,"Antalya, Turkey",FX,116.0,4.2,6.133,0.4,9.933
Tara VELLA CLARK,MLT,2023 Senior European Championships,qual,"Antalya, Turkey",UB,114.0,3.5,5.2,0.0,8.7
Tara VELLA CLARK,MLT,2023 Senior European Championships,qual,"Antalya, Turkey",VT,111.0,3.2,8.533,0.0,11.733
Jutta VERKEST,BEL,2022 Senior European Championships,qual,"Munich, Germany",BB,11.0,5.2,7.9,0.1,13.0
Jutta VERKEST,BEL,2022 Senior European Championships,TeamFinal,"Munich, Germany",BB,8.0,5.2,7.733,0.0,12.933
Jutta VERKEST,BEL,2022 Senior European Championships,qual,"Munich, Germany",FX,29.0,4.8,7.766,0.0,12.566
Jutta VERKEST,BEL,2022 Senior European Championships,TeamFinal,"Munich, Germany",FX,20.0,4.8,7.5,0.0,12.3
Jutta VERKEST,BEL,2022 Senior European Championships,qual,"Munich, Germany",VT,52.0,4.2,8.533,0.0,12.733
Jutta VERKEST,BEL,2022 Senior European Championships,TeamFinal,"Munich, Germany",VT,20.0,4.2,8.8,0.0,13.0
Jutta VERKEST,BEL,2023 Senior European Championships,qual,"Antalya, Turkey",BB,92.0,4.1,5.766,0.0,9.866
Jutta VERKEST,BEL,2023 Senior European Championships,qual,"Antalya, Turkey",FX,33.0,4.6,7.7,0.0,12.3
Jutta VERKEST,BEL,2023 Senior European Championships,qual,"Antalya, Turkey",UB,25.0,4.8,8.2,0.0,13.0
Jutta VERKEST,BEL,2023 Senior European Championships,qual,"Antalya, Turkey",VT,34.0,4.2,8.9,0.0,13.1
Jutta VERKEST,BEL,EnBW DTB Pokal Team Challenge 2023,qual,"Stuttgart, Germany",BB,14.0,4.7,7.85,0.0,12.55
Jutta VERKEST,BEL,EnBW DTB Pokal Team Challenge 2023,final,"Stuttgart, Germany",FX,6.0,4.6,7.066,0.0,11.666
Jutta VERKEST,BEL,EnBW DTB Pokal Team Challenge 2023,qual,"Stuttgart, Germany",FX,4.0,5.0,7.95,0.0,12.95
Jutta VERKEST,BEL,EnBW DTB Pokal Team Challenge 2023,qual,"Stuttgart, Germany",UB,16.0,4.8,8.1,0.0,12.9
Jutta VERKEST,BEL,EnBW DTB Pokal Team Challenge 2023,qual,"Stuttgart, Germany",VT,18.0,4.2,8.8,0.0,13.0
Giorgia VILLA,ITA,2022 Senior European Championships,final,"Munich, Germany",BB,7.0,4.9,7.266,0.0,12.166
Giorgia VILLA,ITA,2022 Senior European Championships,qual,"Munich, Germany",BB,4.0,5.1,8.366,0.0,13.466
Giorgia VILLA,ITA,2022 Senior European Championships,TeamFinal,"Munich, Germany",BB,6.0,5.1,8.2,0.0,13.3
Giorgia VILLA,ITA,2022 Senior European Championships,final,"Munich, Germany",UB,4.0,5.8,8.3,0.0,14.1
Giorgia VILLA,ITA,2022 Senior European Championships,qual,"Munich, Germany",UB,3.0,5.8,8.4,0.0,14.2
Giorgia VILLA,ITA,2022 Senior European Championships,TeamFinal,"Munich, Germany",UB,3.0,5.8,8.366,0.0,14.166
Giorgia VILLA,ITA,2023 Senior European Championships,qual,"Antalya, Turkey",BB,19.0,5.4,6.933,0.0,12.333
Giorgia VILLA,ITA,2023 Senior European Championships,final,"Antalya, Turkey",UB,4.0,5.8,8.266,0.0,14.066
Giorgia VILLA,ITA,2023 Senior European Championships,qual,"Antalya, Turkey",UB,6.0,5.8,8.366,0.0,14.166
Giorgia VILLA,ITA,FIG Apparatus World Cup 2023,final,"Baku, Azerbaijan",BB,1.0,5.4,8.566,0.0,13.966
Giorgia VILLA,ITA,FIG Apparatus World Cup 2023,qual,"Baku, Azerbaijan",BB,1.0,5.4,8.466,0.0,13.866
Giorgia VILLA,ITA,FIG Apparatus World Cup 2023,final,"Cairo, Egypt",BB,1.0,5.3,8.3,0.0,13.6
Giorgia VILLA,ITA,FIG Apparatus World Cup 2023,qual,"Cairo, Egypt",BB,5.0,5.2,7.366,0.0,12.566
Giorgia VILLA,ITA,FIG Apparatus World Cup 2023,final,"Baku, Azerbaijan",UB,2.0,5.8,8.2,0.0,14.0
Giorgia VILLA,ITA,FIG Apparatus World Cup 2023,qual,"Baku, Azerbaijan",UB,2.0,5.9,8.0,0.0,13.9
Giorgia VILLA,ITA,FIG Apparatus World Cup 2023,final,"Cairo, Egypt",UB,2.0,5.8,8.4,0.0,14.2
Giorgia VILLA,ITA,FIG Apparatus World Cup 2023,qual,"Cairo, Egypt",UB,2.0,5.8,8.233,0.0,14.033
Maria VILLEGAS,COL,2023 Central American and Caribbean Games,qual,"San Salvador, El Salvador",FX,31.0,4.2,7.0,0.6,10.6
Maria VILLEGAS,COL,2023 Central American and Caribbean Games,qual,"San Salvador, El Salvador",VT,26.0,3.6,8.5,0.0,12.1
Naomi VISSER,NED,2022 Senior European Championships,qual,"Munich, Germany",BB,36.0,5.1,7.233,0.1,12.233
Naomi VISSER,NED,2022 Senior European Championships,TeamFinal,"Munich, Germany",BB,12.0,4.8,7.9,0.0,12.7
Naomi VISSER,NED,2022 Senior European Championships,final,"Munich, Germany",FX,6.0,5.4,7.733,0.0,13.133
Naomi VISSER,NED,2022 Senior European Championships,qual,"Munich, Germany",FX,3.0,5.6,8.033,0.0,13.633
Naomi VISSER,NED,2022 Senior European Championships,TeamFinal,"Munich, Germany",FX,11.0,5.4,7.633,0.0,13.033
Naomi VISSER,NED,2022 Senior European Championships,final,"Munich, Germany",UB,7.0,6.0,7.066,0.0,13.066
Naomi VISSER,NED,2022 Senior European Championships,qual,"Munich, Germany",UB,2.0,6.0,8.266,0.0,14.266
Naomi VISSER,NED,2022 Senior European Championships,TeamFinal,"Munich, Germany",UB,5.0,6.1,7.966,0.0,14.066
Naomi VISSER,NED,2022 Senior European Championships,qual,"Munich, Germany",VT,25.0,4.2,8.933,0.0,13.133
Naomi VISSER,NED,2022 Senior European Championships,TeamFinal,"Munich, Germany",VT,16.0,4.2,9.1,0.0,13.3
Naomi VISSER,NED,2023 Senior European Championships,AAfinal,"Antalya, Turkey",BB,17.0,5.2,6.9,0.0,12.1
Naomi VISSER,NED,2023 Senior European Championships,qual,"Antalya, Turkey",BB,11.0,5.0,7.766,0.0,12.766
Naomi VISSER,NED,2023 Senior European Championships,AAfinal,"Antalya, Turkey",FX,3.0,5.6,7.6,0.0,13.2
Naomi VISSER,NED,2023 Senior European Championships,final,"Antalya, Turkey",FX,4.0,5.8,7.666,0.0,13.466
Naomi VISSER,NED,2023 Senior European Championships,qual,"Antalya, Turkey",FX,3.0,5.8,7.866,0.0,13.666
