Rank,Name,nation,D Score,E Score,Pen.,Total,year,round
6.0,Yushan OU,CHN,5.9,7.1,0.0,13.0,2022,final
1.0,Yushan OU,CHN,6.2,7.7,0.0,13.9,2022,qual
1.0,Yushan OU,CHN,6.2,8.166,0.0,14.36,2023,final
1.0,Yushan OU,CHN,6.0,8.2,0.0,14.2,2023,qual
1.0,Yushan OU,CHN,6.2,7.966,0.0,14.166,2023,AAfinal
33.0,Ada Ogieglo,POL,3.1,6.166,0.1,9.166,2022,qual
20.0,Lorrane Oliveira,,5.1,6.066,0.1,11.066,2023,qual
72.0,Areti Paraskevi PAGONI,GRE,4.7,6.866,0.0,11.566,2022,qual
103.0,Areti Paraskevi PAGONI,GRE,4.8,4.966,0.1,9.666,2022,qual
28.0,Areti Paraskevi PAGONI,GRE,4.9,6.633,0.1,11.433,2023,qual
118.0,Areti Paraskevi PAGONI,GRE,4.7,3.9,0.0,8.6,2023,qual
105.0,Mariana PARENTE,POR,4.8,6.166,0.0,10.966,2022,qual
74.0,Mariana PARENTE,POR,4.6,6.6,0.0,11.2,2022,qual
13.0,Mariana PARENTE,POR,4.7,7.833,0.0,12.533,2023,qual
109.0,Mariana PARENTE,POR,4.6,4.7,0.1,9.2,2023,qual
39.0,Faustina PASCUCCI OSIROFF,ARG,3.6,6.466,0.0,10.066,2023,qual
8.0,Ruby PASS,AUS,4.7,6.366,0.0,11.066,2023,final
4.0,Ruby PASS,AUS,5.5,7.6,0.0,13.1,2023,qual
17.0,Ruby PASS,AUS,5.6,6.633,0.0,12.233,2023,qual
10.0,Ellie PATRICK,GBR,4.8,7.1,0.0,11.9,2022,qual
28.0,Lucia PAULINO LOPEZ,PAN,4.3,5.8,0.1,10.0,2023,qual
120.0,Tonya PAULSSON,SWE,4.6,5.866,0.0,10.466,2022,qual
28.0,Tonya PAULSSON,SWE,4.4,8.066,0.1,12.366,2022,qual
17.0,Tonya PAULSSON,SWE,5.4,6.966,0.0,12.366,2023,qual
14.0,Tonya PAULSSON,SWE,5.2,7.233,0.0,12.433,2023,AAfinal
15.0,Tonya PAULSSON,SWE,5.2,7.3,0.0,12.5,2023,qual
66.0,Denelle PEDRICK,CAN,5.5,6.2,0.0,11.7,2022,qual
81.0,Carolyne PEDRO,BRA,5.0,6.4,0.0,11.4,2022,qual
24.0,Carolyne PEDRO,BRA,4.9,7.25,0.0,12.15,2023,qual
21.0,Macy PEGOLI,AUS,4.7,7.65,0.0,12.35,2023,qual
26.0,Yamilet PENA,DOM,4.5,5.75,0.0,10.25,2023,qual
34.0,Leasha PENGKEREGO RAVENSCROFT,GBR,5.0,5.75,0.0,10.75,2022,qual
30.0,Leasha PENGKEREGO RAVENSCROFT,GBR,4.8,5.95,0.0,10.75,2023,qual
80.0,Alais PEREA,ECU,4.2,7.2,0.0,11.4,2022,qual
10.0,Isuamy PERERA,CUB,4.8,6.45,0.0,11.25,2023,AAfinal
19.0,Isuamy PERERA,CUB,4.7,6.25,0.0,10.95,2023,qual
13.0,Ana PEREZ,ESP,5.1,7.633,0.0,12.733,2023,qual
51.0,Mia PERRYMENT,GBR,4.1,5.7,0.0,9.8,2022,qual
10.0,Mia PERRYMENT,GBR,3.9,8.25,0.0,12.15,2023,qual
121.0,Klara PETERKOVA,CZE,5.0,5.433,0.0,10.433,2022,qual
53.0,Klara PETERKOVA,CZE,5.0,6.766,0.0,11.766,2022,qual
29.0,Klara PETERKOVA,CZE,5.2,6.166,0.1,11.266,2023,qual
91.0,Freja PETERSEN,DEN,4.5,6.633,0.0,11.133,2022,qual
64.0,Freja PETERSEN,DEN,4.4,7.1,0.0,11.5,2022,qual
6.0,Alba PETISCO,ESP,5.5,6.9,0.0,12.4,2022,final
9.0,Alba PETISCO,ESP,5.5,7.6,0.0,13.1,2022,qual
14.0,Alba PETISCO,ESP,5.5,7.3,0.1,12.7,2022,TeamFinal
13.0,Alba PETISCO,ESP,5.5,7.0,0.0,12.5,2023,AAfinal
46.0,Alba PETISCO,ESP,5.5,5.966,0.0,11.466,2023,qual
17.0,Sheyen PETIT,FRA,5.2,7.4,0.1,12.5,2023,qual
114.0,Marija PETROVA,LAT,3.6,5.233,0.0,8.833,2023,qual
33.0,Nhu Phuong PHAM,VIE,4.2,5.433,0.0,9.633,2023,qual
5.0,Viola PIERAZZINI,ITA,5.5,7.133,0.0,12.633,2023,final
5.0,Viola PIERAZZINI,ITA,5.5,7.366,0.0,12.866,2023,qual
7.0,Marta PIHAN KULESZA,POL,4.4,7.2,0.0,11.6,2023,final
6.0,Marta PIHAN KULESZA,POL,5.0,7.4,0.0,12.4,2023,qual
39.0,Erin PINDER,BAR,3.4,3.4,0.0,6.8,2022,qual
3.0,Erika PINXTEN,BEL,5.4,7.633,0.0,13.033,2023,final
4.0,Erika PINXTEN,BEL,5.2,7.466,0.0,12.666,2023,qual
35.0,Shandy POH,SGP,4.0,5.2,0.0,9.2,2022,qual
29.0,Angelissa PONCE,CUB,4.3,5.65,0.0,9.95,2023,qual
44.0,Dominika PONIZILOVA,CZE,4.2,7.766,0.0,11.966,2022,qual
16.0,Dominika PONIZILOVA,CZE,4.7,7.1,0.0,11.8,2023,qual
9.0,Dominika PONIZILOVA,CZE,4.5,7.733,0.0,12.233,2023,AAfinal
60.0,Kacey PRATLEY,GBR,3.9,5.05,0.0,8.95,2022,qual
16.0,Kacey PRATLEY,GBR,4.4,7.45,0.0,11.85,2023,qual
52.0,Andreea PREDA,ROU,4.9,7.066,0.0,11.966,2022,qual
26.0,Andreea PREDA,ROU,4.5,7.966,0.0,12.466,2022,qual
23.0,Andreea PREDA,ROU,4.9,7.2,0.0,12.1,2023,qual
22.0,Areti Pagoni,GRE,4.2,5.1,0.1,9.2,2022,qual
20.0,Areti Pagoni,GRE,4.7,5.1,0.0,9.8,2022,qual
23.0,Katrin Palicka,AUT,3.9,5.033,0.0,8.933,2023,qual
18.0,Meghan Pead,RSA,4.5,6.9,0.0,11.4,2023,qual
14.0,Denelle Pedrick,,5.6,6.3,0.0,11.9,2023,qual
17.0,Carolyne Pedro,BRA,4.3,7.733,0.0,12.033,2022,qual
2.0,Nora Peresztegi,HUN,4.8,7.9,0.0,12.733,2022,final
2.0,Nora Peresztegi,HUN,4.5,7.566,0.0,12.066,2022,qual
4.0,Ana Perez,ESP,5.1,8.033,0.0,13.133,2023,qual
2.0,Ana Perez,ESP,5.0,7.867,0.0,12.867,2023,final
4.0,Alba Petisco,ESP,5.5,6.833,0.0,12.333,2022,qual
6.0,Alba Petisco,ESP,5.5,6.4,0.0,11.9,2022,final
6.0,Alba Petisco,ESP,5.4,6.733,0.0,12.133,2023,final
3.0,Alba Petisco,ESP,5.5,7.833,0.0,13.333,2023,qual
21.0,Pham Nhu Phuong,VIE,4.2,7.333,0.0,11.533,2022,qual
19.0,Brooke Pierson,USA,4.6,7.4,0.0,12.0,2022,AAfinal
28.0,Brooke Pierson,USA,4.9,5.0,0.1,9.8,2023,AAfinal
17.0,Michelle Pineda,USA,4.9,6.75,0.0,11.65,2023,AAfinal
24.0,Mane Poghosyan,,4.4,6.066,0.0,10.466,2023,qual
25.0,Christiane Popovich,USA,5.1,5.5,0.0,10.6,2023,AAfinal
10.0,Qiyuan QIU,CHN,5.3,7.4,0.0,12.7,2023,qual
7.0,Qiyuan QIU,CHN,5.4,6.833,0.0,12.233,2023,final
3.0,Qiyuan QIU,CHN,5.5,7.766,0.0,13.266,2023,qual
28.0,Lea QUAAS,GE1,5.3,6.7,0.0,12.0,2023,qual
70.0,Lea Marie QUAAS,GER,4.9,6.7,0.0,11.6,2022,qual
27.0,Lea Marie QUAAS,GER,5.2,6.2,0.0,11.4,2023,qual
59.0,Lea Marie QUAAS,GER,4.7,6.4,0.0,11.1,2023,qual
11.0,Lea Marie Quaas,GER,5.1,7.433,0.0,12.533,2022,qual
10.0,Lea Marie Quaas,GER,5.0,6.666,0.0,11.666,2022,qual
14.0,Mammule RANKOE,RSA,4.4,7.55,0.0,11.95,2022,qual
79.0,Camille RASMUSSEN,DEN,4.5,7.0,0.0,11.5,2022,qual
62.0,Camille RASMUSSEN,DEN,4.4,7.133,0.0,11.533,2022,qual
16.0,Camille RASMUSSEN,DEN,4.5,6.866,0.0,11.366,2023,qual
16.0,Camille RASMUSSEN,DEN,4.5,7.766,0.0,12.266,2023,qual
56.0,Camille RASMUSSEN,DEN,4.5,6.666,0.0,11.166,2023,qual
42.0,Valerija RATOBILSKA,LAT,4.8,5.466,0.0,10.266,2023,qual
36.0,Valerija RATOBILSKA,LAT,4.8,4.666,0.1,9.366,2023,qual
27.0,Valerija RATOBILSKA,LAT,4.8,6.666,0.0,11.466,2023,qual
69.0,Valerija RATOBILSKA,LAT,4.9,5.966,0.0,10.866,2023,qual
98.0,Paula RAYA,ESP,4.6,6.433,0.0,11.033,2022,qual
27.0,Lihie RAZ,ISR,5.3,7.333,0.0,12.633,2022,qual
55.0,Lihie RAZ,ISR,5.0,6.733,0.0,11.733,2022,qual
39.0,Lihie RAZ,ISR,5.3,5.066,0.0,10.366,2023,qual
98.0,Lihie RAZ,ISR,5.2,4.5,0.0,9.7,2023,qual
29.0,Danyella RICHARDS,JAM,4.4,5.85,0.0,10.25,2022,qual
2.0,Joscelyn ROBERSON,USA,5.8,7.433,0.0,13.233,2023,final
3.0,Joscelyn ROBERSON,USA,5.3,7.533,0.0,12.833,2023,qual
18.0,Joscelyn ROBERSON,USA,6.0,6.5,0.0,12.5,2023,qual
32.0,Ella ROBINSON,GBR,4.2,6.6,0.0,10.8,2022,qual
18.0,Ella ROBINSON,GBR,3.9,7.75,0.0,11.65,2023,qual
59.0,Lucy ROBINSON,GBR,4.0,5.05,0.0,9.05,2022,qual
14.0,Anelena RODRIGUEZ,CRC,4.0,7.15,0.0,11.15,2023,qual
8.0,Rachel RODRIGUEZ,CRC,4.5,6.9,0.0,11.4,2023,AAfinal
18.0,Rachel RODRIGUEZ,CRC,4.5,6.55,0.0,11.05,2023,qual
6.0,Marie ROENBECK,NOR,4.9,7.2,0.0,12.1,2023,final
7.0,Marie ROENBECK,NOR,5.0,7.266,0.0,12.266,2023,qual
63.0,Marie ROENBECK,NOR,4.8,6.2,0.0,11.0,2023,qual
23.0,Marie ROENBECK,NOR,4.9,5.8,0.0,10.7,2023,qual
102.0,Keira ROLSTON LARKING,NZL,4.6,6.466,0.1,10.966,2022,qual
86.0,Caitlin ROOSKRANTZ,RSA,4.9,6.4,0.0,11.3,2022,qual
16.0,Caitlin ROOSKRANTZ,RSA,4.8,6.05,0.0,10.85,2022,AAfinal
24.0,Caitlin ROOSKRANTZ,RSA,4.8,6.3,0.0,11.1,2022,qual
22.0,Abigail ROPER,GBR,4.7,6.65,0.0,11.35,2022,qual
17.0,Abigail ROPER,GBR,4.7,7.0,0.0,11.7,2023,qual
25.0,Emily ROPER,GBR,4.5,6.7,0.0,11.2,2022,qual
8.0,Emily ROPER,GBR,4.6,7.25,0.0,11.85,2023,final
8.0,Emily ROPER,GBR,4.8,7.55,0.0,12.35,2023,qual
13.0,Emma ROSS,AUS,4.6,7.533,0.0,12.133,2023,qual
4.0,Paola RUANO,ESA,4.5,7.45,0.0,11.95,2023,AAfinal
16.0,Paola RUANO,ESA,4.5,6.7,0.1,11.1,2023,qual
88.0,Eve RUITER,NED,4.6,6.633,0.0,11.233,2022,qual
25.0,Hayley RUSHTON,GBR,4.0,7.35,0.0,11.35,2023,qual
9.0,Clara Raposo,,5.0,7.333,0.0,12.333,2023,qual
30.0,Valerija Ratobilska,,4.7,5.166,0.5,9.366,2023,qual
13.0,Lihie Raz,ISR,5.4,6.866,0.0,12.266,2022,qual
6.0,Lihie Raz,ISR,5.2,7.467,0.0,12.667,2023,qual
8.0,Lihie Raz,ISR,5.0,5.367,0.0,10.367,2023,final
5.0,Joscelyn Roberson,USA,6.1,7.3,0.0,13.4,2022,AAfinal
2.0,Joscelyn Roberson,USA,6.0,7.3,0.0,13.3,2023,AAfinal
22.0,Keira Rolston-Larking,NZL,4.6,4.166,0.1,8.666,2022,qual
13.0,Keira Rolston-Larking,NZL,4.8,5.266,0.0,10.066,2022,qual
7.0,Caitlin Rooskrantz,RSA,4.8,7.0,0.0,11.8,2022,qual
6.0,Caitlin Rooskrantz,RSA,4.7,6.666,0.0,11.366,2022,final
16.0,Katelyn Rosen,USA,4.7,7.6,0.0,12.3,2022,AAfinal
15.0,Katelyn Rosen,USA,5.2,6.7,0.0,11.9,2023,AAfinal
17.0,Emma Ross,AUS,4.5,6.133,0.0,10.633,2023,qual
21.0,Adelina Rylko,BLR,4.6,4.2,0.0,8.8,2022,qual
107.0,Nina SABIC,SRB,3.6,5.666,0.0,9.266,2023,qual
38.0,Ilayda SAHIN,TUR,3.5,6.566,0.0,10.066,2023,qual
10.0,Ilayda SAHIN,TUR,4.1,7.566,0.0,11.666,2023,AAfinal
7.0,Ayaka SAKAGUCHI,JPN,5.6,7.866,0.0,13.466,2022,qual
4.0,Ayaka SAKAGUCHI,JPN,5.6,7.766,0.0,13.366,2023,final
8.0,Ayaka SAKAGUCHI,JPN,5.2,7.533,0.0,12.733,2023,qual
3.0,Ayaka SAKAGUCHI,JPN,5.6,7.866,0.0,13.46,2023,final
4.0,Ayaka SAKAGUCHI,JPN,5.4,8.266,0.0,13.666,2023,qual
4.0,Ayaka SAKAGUCHI,JPN,5.5,7.7,0.0,13.2,2023,AAfinal
126.0,Lahna SALEM,ALG,4.1,6.133,0.0,10.233,2022,qual
33.0,Lahna SALEM,ALG,4.6,6.166,0.0,10.766,2023,qual
6.0,Deborah SALMINA,VEN,4.8,7.05,0.1,11.75,2023,AAfinal
24.0,Deborah SALMINA,VEN,4.8,5.75,0.1,10.45,2023,qual
118.0,Ahtziri SANDOVAL,MEX,4.9,5.6,0.0,10.5,2022,qual
144.0,Franchesca SANTI,CHI,4.6,4.233,0.0,8.833,2022,qual
19.0,Sofia SAPORITA,GBR,4.7,6.75,0.0,11.45,2022,qual
20.0,Flavia SARAIVA,BRA,5.7,7.2,0.0,12.9,2022,qual
58.0,Rocio SAUCEDO,ARG,5.0,6.833,0.0,11.833,2022,qual
127.0,Diana SAVELIEVA,UKR,4.4,5.9,0.1,10.2,2022,qual
94.0,Diana SAVELIEVA,UKR,4.3,6.0,0.0,10.3,2022,qual
119.0,Diana SAVELIEVA,UKR,4.3,3.8,0.0,8.1,2023,qual
5.0,Pauline SCHAEFER BETZ,GER,5.1,8.2,0.1,13.2,2022,final
8.0,Pauline SCHAEFER BETZ,GER,5.5,7.766,0.1,13.166,2022,qual
2.0,Pauline SCHAEFER BETZ,GER,5.5,8.333,0.1,13.733,2022,TeamFinal
43.0,Sophie Celina SCHEDER,GER,4.1,5.233,0.0,9.333,2023,qual
1.0,Jessica SCHLEGEL,GER,6.1,7.433,0.1,13.433,2023,final
2.0,Jessica SCHLEGEL,GER,5.9,7.65,0.1,13.45,2023,qual
20.0,Karina SCHOENMAIER,GER,4.4,7.266,0.0,11.666,2022,AAfinal
54.0,Karina SCHOENMAIER,GER,4.4,7.533,0.0,11.933,2022,qual
25.0,Karina SCHÖNMAIER,GER,4.9,7.2,0.0,12.1,2023,qual
53.0,Breanna SCOTT,AUS,5.4,6.566,0.0,11.966,2022,qual
11.0,Breanna SCOTT,AUS,5.6,7.066,0.0,12.666,2023,qual
14.0,Breanna SCOTT,AUS,5.4,6.933,0.0,12.333,2023,qual
9.0,Breanna SCOTT,AUS,5.6,6.95,0.1,12.45,2022,qual
78.0,Elisabeth SEITZ,GER,4.7,5.6,0.0,10.3,2023,qual
23.0,Silviana SFIRINGU,ROU,5.0,7.533,0.0,12.533,2022,qual
90.0,Noga SHALIT,ISR,4.7,5.766,0.0,10.466,2022,qual
34.0,Ayazhan SHAMSHITDINOVA,KAZ,4.4,5.2,0.0,9.6,2023,qual
50.0,Zeina SHARAF,EGY,5.5,6.533,0.0,12.033,2022,qual
34.0,Maggie May SHEPHERD,GBR,4.0,6.3,0.0,10.3,2023,qual
119.0,Stefanie SIEGENTHALER,SUI,3.4,4.233,0.0,7.633,2022,qual
34.0,Josiany SILVA,BRA,4.8,6.85,0.0,11.65,2023,qual
28.0,Kelly SIMM,GBR,4.8,6.1,0.0,10.9,2022,qual
22.0,Kaja SKALSKA,POL,5.0,7.066,0.0,12.066,2023,qual
84.0,Kaja SKALSKA,POL,4.8,5.366,0.0,10.166,2023,qual
78.0,Emma SLEVIN,IRL,5.0,6.533,0.0,11.533,2022,qual
32.0,Emma SLEVIN,IRL,5.2,7.1,0.0,12.3,2022,qual
41.0,Emma SLEVIN,IRL,5.0,5.333,0.0,10.333,2023,qual
34.0,Emma SLEVIN,IRL,5.0,6.8,0.0,11.8,2023,qual
5.0,Floor SLOOFF,NED,4.9,7.0,0.0,11.9,2023,final
5.0,Floor SLOOFF,NED,5.0,7.566,0.0,12.566,2023,qual
23.0,Lottie SMITH,GBR,4.6,6.8,0.1,11.3,2022,qual
14.0,Lottie SMITH,GBR,4.6,7.3,0.0,11.9,2023,qual
35.0,Julia SOARES,BRA,5.2,7.366,0.1,12.466,2022,qual
4.0,Julia SOARES,BRA,5.3,7.433,0.1,12.633,2023,final
8.0,Julia SOARES,BRA,5.3,7.85,0.1,13.05,2023,qual
115.0,Lia SOBRAL,POR,4.2,4.533,0.0,8.733,2022,qual
96.0,Josephine SOERENSEN,DEN,4.1,6.1,0.0,10.2,2022,qual
42.0,Lara SPEERS,GBR,3.9,5.6,0.0,9.5,2023,qual
31.0,Emma SPENCE,CAN,5.1,7.433,0.0,12.533,2022,qual
2.0,Emma SPENCE,CAN,5.2,7.85,0.0,13.05,2022,AAfinal
3.0,Emma SPENCE,CAN,5.1,7.966,0.0,13.066,2022,final
10.0,Emma SPENCE,CAN,5.0,7.15,0.0,12.15,2022,qual
100.0,Maya STAAHL,SWE,4.3,5.2,0.0,9.5,2023,qual
15.0,Ruby STACEY,GBR,4.8,7.5,0.0,12.3,2023,qual
30.0,Tara STEFANOVIC,SRB,3.5,1.566,0.1,4.966,2023,qual
29.0,Ava STEWART,CAN,5.2,4.966,0.0,10.166,2023,qual
13.0,Poppy Grace STICKLER,GBR,4.6,7.1,0.0,11.7,2022,qual
6.0,Poppy Grace STICKLER,GBR,4.7,7.65,0.0,12.35,2023,final
5.0,Poppy Grace STICKLER,GBR,4.8,7.85,0.0,12.65,2023,qual
26.0,Poppy Grace STICKLER,GBR,5.0,6.666,0.1,11.566,2023,qual
7.0,Poppy Grace STICKLER,WAL,4.7,7.45,0.0,12.15,2022,AAfinal
8.0,Poppy Grace STICKLER,WAL,4.7,7.75,0.0,12.45,2022,qual
51.0,Nikol STOIMENOVA,BUL,4.4,6.866,0.0,11.266,2023,qual
8.0,Nikol STOIMENOVA,BUL,4.6,5.966,0.0,10.56,2023,final
9.0,Nikol STOIMENOVA,BUL,4.6,7.633,0.0,12.233,2023,qual
62.0,Elisha STOTT,GBR,3.3,5.4,0.0,8.7,2022,qual
101.0,Sara SULEKIC,CRO,4.4,5.5,0.1,9.8,2022,qual
110.0,Sara SULEKIC,CRO,4.3,4.966,0.1,9.166,2023,qual
6.0,Ashlee SULLIVAN,USA,5.5,6.9,0.0,12.4,2023,final
1.0,Ashlee SULLIVAN,USA,5.8,8.0,0.0,13.8,2023,qual
109.0,Sara SURMANOVA,SVK,4.2,5.233,0.0,9.433,2022,qual
35.0,Sara SURMANOVA,SVK,4.5,6.533,0.0,11.033,2023,qual
65.0,Sara SURMANOVA,SVK,4.6,6.333,0.0,10.933,2023,qual
46.0,Jamie Leigh SURTEES,GBR,3.9,6.05,0.0,9.95,2022,qual
118.0,Agnes SUTO,ISL,3.8,4.133,0.0,7.933,2022,qual
77.0,Agnes SUTO,ISL,3.6,6.766,0.0,10.366,2023,qual
21.0,Zoja SZEKELY,HUN,4.8,5.866,0.0,10.666,2023,AAfinal
37.0,Zoja SZEKELY,HUN,4.8,6.966,0.0,11.766,2023,qual
44.0,Nikolett SZILAGYI,HUN,5.1,7.033,0.0,12.133,2022,qual
24.0,Protistha Samanta,IND,4.4,4.466,0.1,8.766,2022,qual
27.0,Göksu Üctas Sanli,TUR,4.8,5.866,0.0,10.666,2022,qual
7.0,Bianka Schermann,HUN,4.2,7.666,0.0,11.866,2022,final
8.0,Bianka Schermann,HUN,4.7,7.933,0.0,12.633,2022,qual
15.0,Breanna Scott,AUS,5.2,4.5,0.0,9.7,2022,qual
15.0,Adeliina Siikala,FIN,4.3,6.5,0.0,10.8,2023,qual
16.0,Kaja Skalska,POL,4.3,6.833,0.0,11.133,2022,qual
3.0,Anastasiya Smantsar,BLR,5.4,7.266,0.0,12.666,2022,final
3.0,Anastasiya Smantsar,BLR,5.3,7.233,0.1,12.433,2022,qual
4.0,Anastasiya Smantsar,BLR,5.0,7.066,0.0,12.066,2022,final
3.0,Anastasiya Smantsar,BLR,5.1,6.933,0.0,12.033,2022,qual
18.0,Julia Soares,BRA,5.3,6.666,0.0,11.966,2022,qual
4.0,Ioana Stanciulescu,ROU,5.7,7.433,0.0,13.133,2022,qual
5.0,Ioana Stanciulescu,ROU,5.7,6.333,0.0,12.033,2022,final
31.0,Tara Stefanovic,,3.9,0.9,0.0,4.8,2023,qual
7.0,Poppy Stickler,GBR,5.0,7.6,0.0,12.6,2023,final
4.0,Poppy Stickler,GBR,4.8,7.833,0.0,12.633,2023,qual
13.0,Nikol Stoimenova,,4.6,7.533,0.0,12.133,2023,qual
3.0,Ashlee Sullivan,USA,5.6,7.9,0.0,13.5,2022,AAfinal
3.0,Ashlee Sullivan,USA,5.6,7.7,0.1,13.2,2023,AAfinal
7.0,Tiana Sumanasekera,USA,5.2,7.4,0.0,12.6,2023,AAfinal
10.0,Zoja Szekely,HUN,4.7,7.6,0.0,12.3,2023,qual
7.0,Nikolett Szilagyi,HUN,5.3,7.5,0.0,12.8,2022,qual
8.0,Nikolett Szilagyi,HUN,4.4,5.1,0.1,9.4,2022,final
7.0,Nikolett Szilagyi,HUN,4.7,7.766,0.0,12.466,2023,qual
8.0,Nikolett Szilagyi,HUN,5.2,6.8,0.0,12.0,2023,final
20.0,Nikolett Szilagyi,HUN,4.4,5.833,0.0,10.233,2023,qual
38.0,Xijing TANG,CHN,5.7,6.766,0.0,12.466,2022,qual
19.0,Derin TANRIYASUKUR,TUR,5.2,6.833,0.1,11.933,2023,qual
47.0,Derin TANRIYASUKUR,TUR,4.4,7.1,0.1,11.4,2023,qual
111.0,Kaia TANSKANEN,FIN,4.7,6.0,0.0,10.7,2022,qual
82.0,Kaia TANSKANEN,FIN,4.7,6.333,0.0,11.033,2022,qual
8.0,Kaia TANSKANEN,FIN,5.2,6.4,0.0,11.6,2023,final
7.0,Kaia TANSKANEN,FIN,5.1,7.833,0.0,12.933,2023,qual
20.0,Kaia TANSKANEN,FIN,4.9,5.866,0.0,10.766,2023,AAfinal
23.0,Kaia TANSKANEN,FIN,4.9,7.2,0.0,12.1,2023,qual
104.0,Bilge TARHAN,TUR,4.5,5.1,0.0,9.6,2022,qual
36.0,Bilge TARHAN,TUR,5.3,5.566,0.1,10.766,2023,qual
23.0,Bilge TARHAN,TUR,4.7,6.9,0.0,11.6,2023,qual
13.0,Bilge TARHAN,TUR,4.7,6.566,0.0,11.266,2023,AAfinal
50.0,Bilge TARHAN,TUR,4.7,6.633,0.0,11.333,2023,qual
26.0,Nazanin TEYMUROVA,AZE,4.7,6.633,0.0,11.333,2023,qual
11.0,Nazanin TEYMUROVA,AZE,5.2,6.933,0.1,12.033,2023,qual
37.0,Nazanin TEYMUROVA,AZE,4.7,6.266,0.1,10.866,2023,qual
11.0,Nazanin TEYMUROVA,AZE,5.2,7.366,0.0,12.566,2023,qual
96.0,Nazanin TEYMUROVA,AZE,4.7,5.133,0.1,9.733,2023,qual
6.0,Nazanin TEYMUROVA,AZE,4.7,6.833,0.1,11.43,2023,final
3.0,Nazanin TEYMUROVA,AZE,4.9,7.933,0.1,12.733,2023,qual
57.0,Keira THORNTON,GBR,4.3,5.1,0.1,9.3,2022,qual
7.0,Keira THORNTON,GBR,4.4,7.9,0.1,12.2,2023,final
9.0,Keira THORNTON,GBR,4.5,7.9,0.1,12.3,2023,qual
68.0,Eythora THORSDOTTIR,NED,5.3,6.366,0.0,11.666,2022,qual
9.0,Eythora THORSDOTTIR,NED,4.9,8.0,0.0,12.9,2023,AAfinal
28.0,Eythora THORSDOTTIR,NED,5.0,7.0,0.0,12.0,2023,qual
20.0,Hua TING,TPE,4.4,7.266,0.0,11.666,2023,qual
5.0,Hua TING,TPE,5.2,7.566,0.0,12.766,2023,AAfinal
13.0,Hua Tien TING,TPE,5.4,7.6,0.0,13.0,2022,qual
7.0,Hua Tien TING,TPE,4.9,6.533,0.0,11.433,2023,final
7.0,Hua Tien TING,TPE,5.0,7.766,0.0,12.766,2023,qual
4.0,Hua Tien TING,TPE,5.4,7.7,0.0,13.1,2023,final
2.0,Hua Tien TING,TPE,5.6,8.033,0.0,13.633,2023,qual
18.0,Hua Tien TING,TPE,5.3,6.866,0.0,12.166,2023,qual
38.0,Emily TODD,GBR,4.7,5.75,0.0,10.45,2022,qual
23.0,Emily TODD,GBR,4.6,6.85,0.0,11.45,2023,qual
84.0,Juliane TOESSEBRO,NOR,4.5,6.833,0.0,11.333,2022,qual
51.0,Juliane TOESSEBRO,NOR,4.3,7.5,0.0,11.8,2022,qual
33.0,Juliane TOESSEBRO,NOR,4.5,6.533,0.0,11.033,2023,qual
30.0,Aurelie TRAN,CAN,5.3,6.5,0.0,11.8,2023,qual
31.0,Doan Quynh Nam TRAN,VIE,4.8,5.266,0.1,9.966,2023,qual
65.0,Lily TRANFIELD,GBR,3.2,4.75,0.0,7.95,2022,qual
104.0,Lucie TRNKOVA,CZE,4.7,6.266,0.0,10.966,2022,qual
30.0,Lucie TRNKOVA,CZE,4.8,7.566,0.0,12.366,2022,qual
28.0,Lucie TRNKOVA,CZE,4.6,5.6,0.0,10.2,2023,qual
23.0,Lucie TRNKOVA,CZE,4.5,7.2,0.0,11.7,2023,qual
68.0,Lucie TRNKOVA,CZE,4.6,6.266,0.0,10.866,2023,qual
57.0,Maria TRONRUD,NOR,4.9,6.933,0.0,11.833,2022,qual
15.0,Maria TRONRUD,NOR,5.1,7.8,0.0,12.9,2022,qual
4.0,Maria TRONRUD,NOR,5.2,7.733,0.0,12.933,2023,final
2.0,Maria TRONRUD,NOR,5.2,7.833,0.0,13.033,2023,qual
7.0,Maria TRONRUD,NOR,5.0,7.533,0.0,12.533,2023,final
3.0,Maria TRONRUD,NOR,5.0,8.233,0.0,13.233,2023,qual
12.0,Maria TRONRUD,NOR,5.3,7.266,0.0,12.566,2023,AAfinal
41.0,Maria TRONRUD,NOR,4.9,6.666,0.0,11.566,2023,qual
64.0,Zala TRTNIK,SLO,4.8,6.9,0.0,11.7,2022,qual
39.0,Zala TRTNIK,SLO,4.7,7.366,0.0,12.066,2022,qual
35.0,Zala TRTNIK,SLO,4.6,6.333,0.0,10.933,2023,qual
5.0,Zala TRTNIK,SLO,5.0,7.233,0.0,12.233,2023,final
8.0,Zala TRTNIK,SLO,4.9,7.333,0.0,12.233,2023,qual
18.0,Zala TRTNIK,SLO,4.8,7.533,0.0,12.333,2023,qual
20.0,Zala TRTNIK,SLO,4.7,7.066,0.0,11.766,2023,qual
25.0,Zala TRTNIK,SLO,4.9,7.166,0.0,12.066,2023,qual
40.0,Magdalini TSIORI,GRE,3.9,6.433,0.0,10.333,2023,qual
75.0,Magdalini TSIORI,GRE,4.9,5.666,0.1,10.466,2023,qual
91.0,Andy TURISKI,ISR,4.3,5.6,0.0,9.9,2023,qual
21.0,Sydney TURNER,CAN,5.4,7.466,0.0,12.866,2022,qual
20.0,Sydney TURNER,CAN,5.4,7.05,0.0,12.45,2023,qual
