Rank,Athlete,Nation,D,E,ND,Total,D2,E2,ND2,Total2,Average,year,round
1.0,Tjasa Kysselef,SLO,4.2,8.866,0.0,0.0,0.0,0.0,0.0,0.0,13.066,2022,final
1.0,Tjasa Kysselef,SLO,4.6,8.833,0.0,0.0,0.0,0.0,0.0,0.0,13.433,2022,final
1.0,Tjasa Kysselef,SLO,4.6,8.4,0.0,0.0,0.0,0.0,0.0,0.0,13.0,2022,qual
1.0,Tjasa Kysselef,SLO,4.2,8.833,0.0,0.0,0.0,0.0,0.0,0.0,13.033,2022,qual
1.0,Tjasa Kysselef,SLO,4.2,8.733,0.0,0.0,0.0,0.0,0.0,0.0,12.933,2022,final
4.0,Tjasa Kysselef,SLO,4.6,8.7,0.0,0.0,0.0,0.0,0.0,0.0,13.3,2022,final
4.0,Tjasa Kysselef,SLO,4.2,8.4,0.0,0.0,0.0,0.0,0.0,0.0,12.6,2022,qual
4.0,Tjasa Kysselef,SLO,4.2,8.566,0.0,0.0,0.0,0.0,0.0,0.0,12.766,2022,final
4.0,Tjasa Kysselef,SLO,4.2,8.733,0.0,0.0,0.0,0.0,0.0,0.0,12.933,2022,qual
12.0,Anna-Lena KÖNIG,GE1,4.4,8.75,0.0,0.0,0.0,0.0,0.0,0.0,13.15,2023,qual
12.0,Anna-Lena KÖNIG,GE1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023,qual
14.0,Pin LAI,TPE,4.2,8.566,0.0,0.0,0.0,0.0,0.0,0.0,12.766,2023,AAfinal
17.0,Pin LAI,TPE,4.2,8.766,0.0,0.0,0.0,0.0,0.0,0.0,12.96,2023,qual
7.0,Pin LAI,TPE,3.4,8.633,0.0,0.0,0.0,0.0,0.0,0.0,12.033,2023,final
9.0,Pin LAI,TPE,3.4,8.766,0.0,0.0,0.0,0.0,0.0,0.0,12.166,2023,qual
144.0,Pin Ju LAI,TPE,4.2,7.233,0.3,0.0,0.0,0.0,0.0,0.0,11.133,2022,qual
77.0,Djenna LAROUI,FRA,3.8,8.666,0.0,0.0,0.0,0.0,0.0,0.0,12.466,2023,qual
12.0,Djenna LAROUI,FRA,3.8,8.733,0.0,0.0,0.0,0.0,0.0,0.0,12.533,2023,qual
32.0,Djenna LAROUI,FRA,3.8,8.7,0.0,0.0,0.0,0.0,0.0,0.0,12.5,2023,qual
32.0,Djenna LAROUI,FRA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023,qual
65.0,Anna LASHCHEVSKA,UKR,4.2,8.533,0.0,0.0,0.0,0.0,0.0,0.0,12.733,2023,qual
100.0,Michelle LAURITSEN,DEN,3.2,8.433,0.0,0.0,0.0,0.0,0.0,0.0,11.633,2022,qual
7.0,Alia LEAT,GBR,4.2,9.0,0.0,0.0,0.0,0.0,0.0,0.0,13.2,2022,qual
100.0,Dayeong LEE,KOR,4.2,8.6,0.3,0.0,0.0,0.0,0.0,0.0,12.5,2022,qual
3.0,Dayeong LEE,KOR,4.2,8.8,0.0,0.0,0.0,0.0,0.0,0.0,13.0,2023,AAfinal
12.0,Dayeong LEE,KOR,4.2,8.833,0.0,0.0,0.0,0.0,0.0,0.0,13.03,2023,qual
24.0,Yunseo LEE,KOR,4.2,8.7,0.0,0.0,0.0,0.0,0.0,0.0,12.9,2022,AAfinal
75.0,Yunseo LEE,KOR,4.2,8.6,0.0,0.0,0.0,0.0,0.0,0.0,12.8,2022,qual
117.0,Milca LEON,VEN,3.6,8.6,0.0,0.0,0.0,0.0,0.0,0.0,12.2,2022,qual
14.0,Milca LEON,VEN,3.6,8.45,0.0,0.0,0.0,0.0,0.0,0.0,12.05,2023,AAfinal
21.0,Milca LEON,VEN,3.6,8.8,0.0,0.0,0.0,0.0,0.0,0.0,12.4,2023,qual
20.0,Yi LIN,TPE,4.2,8.566,0.0,0.0,0.0,0.0,0.0,0.0,12.76,2023,qual
12.0,Yi LIN,TPE,3.4,8.566,0.0,0.0,0.0,0.0,0.0,0.0,11.966,2023,qual
38.0,Dixie LINDSAY,GBR,3.6,8.75,0.0,0.0,0.0,0.0,0.0,0.0,12.35,2022,qual
7.0,Maia LLACER SIRERA,ESP,4.2,8.766,0.0,0.0,0.0,0.0,0.0,0.0,12.966,2023,AAfinal
9.0,Maia LLACER SIRERA,ESP,4.2,8.866,0.0,0.0,0.0,0.0,0.0,0.0,13.06,2023,qual
11.0,Maia LLACER SIRERA,ESP,3.4,8.566,0.0,0.0,0.0,0.0,0.0,0.0,11.966,2023,qual
60.0,Maia LLACER SIRERA,ESP,4.2,8.6,0.0,0.0,0.0,0.0,0.0,0.0,12.8,2023,qual
31.0,Maisie LLOYD JONES,GBR,3.6,9.05,0.0,0.0,0.0,0.0,0.0,0.0,12.65,2022,qual
41.0,Caitlin LOCHHEAD,GBR,3.4,8.7,0.0,0.0,0.0,0.0,0.0,0.0,12.1,2022,qual
91.0,Anna LOCMELE,LAT,3.4,8.433,0.0,0.0,0.0,0.0,0.0,0.0,11.833,2022,qual
14.0,Sara LOIKAS,FIN,3.4,8.566,0.0,0.0,0.0,0.0,0.0,0.0,11.966,2023,qual
36.0,Sara Sofia LOIKAS,FIN,3.4,8.533,0.0,0.0,0.0,0.0,0.0,0.0,11.93,2023,qual
57.0,Noemie LOUON,BEL,4.2,8.5,0.0,0.0,0.0,0.0,0.0,0.0,12.7,2022,qual
102.0,Cassandra LOUSTALOT,MEX,3.8,8.666,0.0,0.0,0.0,0.0,0.0,0.0,12.466,2022,qual
18.0,Cassandra LOUSTALOT,MEX,4.0,8.65,0.0,0.0,0.0,0.0,0.0,0.0,12.65,2023,qual
109.0,Malva LUNDQVIST WINGREN,SWE,3.8,8.533,0.0,0.0,0.0,0.0,0.0,0.0,12.333,2022,qual
8.0,Huan LUO,CHN,4.2,8.733,0.0,0.0,0.0,0.0,0.0,0.0,12.933,2023,AAfinal
5.0,Huan LUO,CHN,4.2,9.0,0.0,0.0,0.0,0.0,0.0,0.0,13.2,2023,qual
3.0,Viktoria Listunova,RUS,5.0,8.833,0.0,0.0,0.0,0.0,0.0,0.0,13.833,2022,final
1.0,Viktoria Listunova,RUS,5.0,8.866,0.0,0.0,0.0,0.0,0.0,0.0,13.866,2022,qual
1.0,Viktoria Listunova,RUS,4.2,8.866,0.0,0.0,0.0,0.0,0.0,0.0,13.066,2022,qual
3.0,Viktoria Listunova,RUS,4.2,8.533,0.3,0.0,0.0,0.0,0.0,0.0,12.433,2022,final
16.0,Wiktoria Lopuszanska,POL,3.8,8.7,0.0,0.0,0.0,0.0,0.0,0.0,12.5,2022,qual
16.0,Wiktoria Lopuszanska,POL,3.6,8.6,0.3,0.0,0.0,0.0,0.0,0.0,11.9,2022,qual
2.0,Wiktoria Lopuszanska,POL,3.8,9.033,0.0,0.0,0.0,0.0,0.0,0.0,12.833,2022,qual
4.0,Wiktoria Lopuszanska,POL,3.8,8.9,0.0,0.0,0.0,0.0,0.0,0.0,12.7,2022,final
4.0,Wiktoria Lopuszanska,POL,4.2,8.866,0.0,0.0,0.0,0.0,0.0,0.0,13.066,2022,final
2.0,Wiktoria Lopuszanska,POL,4.2,8.866,0.0,0.0,0.0,0.0,0.0,0.0,13.066,2022,qual
80.0,Sira MACIAS,ARG,4.2,8.566,0.0,0.0,0.0,0.0,0.0,0.0,12.766,2022,qual
75.0,Jasmin MADER,AUT,4.2,8.6,0.0,0.0,0.0,0.0,0.0,0.0,12.8,2022,qual
71.0,Jasmin MADER,AUT,4.2,8.233,0.1,0.0,0.0,0.0,0.0,0.0,12.333,2022,qual
34.0,Julie MADSOE,NOR,4.2,8.733,0.0,0.0,0.0,0.0,0.0,0.0,12.933,2022,qual
120.0,Sani MAEKELAE,FIN,3.8,8.466,0.1,0.0,0.0,0.0,0.0,0.0,12.166,2022,qual
21.0,Sani MAEKELAE,FIN,4.6,8.666,0.0,0.0,0.0,0.0,0.0,0.0,13.266,2022,qual
15.0,Sani MAEKELAE,FIN,3.8,8.633,0.0,0.0,0.0,0.0,0.0,0.0,12.433,2022,qual
11.0,Sani MAEKELAE,FIN,4.6,8.033,0.1,0.0,0.0,0.0,0.0,0.0,12.533,2023,qual
11.0,Sani MAEKELAE,FIN,3.8,8.8,0.0,0.0,0.0,0.0,0.0,0.0,12.6,2023,qual
8.0,Martina MAGGIO,ITA,4.6,9.433,0.0,0.0,0.0,0.0,0.0,0.0,14.033,2022,AAfinal
11.0,Martina MAGGIO,ITA,4.6,9.6,0.0,0.0,0.0,0.0,0.0,0.0,14.2,2022,qual
10.0,Martina MAGGIO,ITA,4.6,9.066,0.0,0.0,0.0,0.0,0.0,0.0,13.666,2022,qual
11.0,Martina MAGGIO,ITA,4.6,9.033,0.0,0.0,0.0,0.0,0.0,0.0,13.633,2022,TeamFinal
115.0,Hsiang Han MAI LIU,TPE,3.8,8.466,0.0,0.0,0.0,0.0,0.0,0.0,12.266,2022,qual
18.0,Luisa MAIA,BRA,4.2,8.9,0.1,0.0,0.0,0.0,0.0,0.0,13.0,2023,qual
18.0,Luisa MAIA,BRA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023,qual
7.0,Patricie MAKOVICKOVA,CZE,4.0,8.5,0.0,0.0,0.0,0.0,0.0,0.0,12.5,2023,final
7.0,Patricie MAKOVICKOVA,CZE,4.0,8.633,0.0,0.0,0.0,0.0,0.0,0.0,12.633,2023,qual
7.0,Patricie MAKOVICKOVA,CZE,4.0,8.733,0.0,0.0,0.0,0.0,0.0,0.0,11.733,2023,final
7.0,Patricie MAKOVICKOVA,CZE,4.0,8.6,0.0,0.0,0.0,0.0,0.0,0.0,12.6,2023,qual
4.0,Patricie MAKOVICKOVA,CZE,3.8,8.933,0.0,0.0,0.0,0.0,0.0,0.0,12.733,2023,final
7.0,Patricie MAKOVICKOVA,CZE,3.8,8.966,0.0,0.0,0.0,0.0,0.0,0.0,12.766,2023,qual
4.0,Patricie MAKOVICKOVA,CZE,3.8,8.766,0.1,0.0,0.0,0.0,0.0,0.0,12.466,2023,final
7.0,Patricie MAKOVICKOVA,CZE,3.8,8.7,0.0,0.0,0.0,0.0,0.0,0.0,12.5,2023,qual
84.0,Mirtill MAKOVITS,HUN,3.6,8.5,0.0,0.0,0.0,0.0,0.0,0.0,12.1,2022,qual
34.0,Emma MALEWSKI,GE1,3.6,8.8,0.0,0.0,0.0,0.0,0.0,0.0,12.4,2023,qual
34.0,Emma MALEWSKI,GE1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023,qual
32.0,Emma Leonie MALEWSKI,GER,4.2,8.766,0.0,0.0,0.0,0.0,0.0,0.0,12.966,2022,qual
24.0,Veronica MANDRIOTA,ITA,4.6,9.1,0.0,0.0,0.0,0.0,0.0,0.0,13.7,2022,qual
13.0,Sabrina MANECA VOINEA,ROU,5.0,8.7,0.1,0.0,0.0,0.0,0.0,0.0,13.6,2023,qual
5.0,Sabrina MANECA VOINEA,ROU,5.0,8.733,0.0,0.0,0.0,0.0,0.0,0.0,13.733,2023,final
3.0,Sabrina MANECA VOINEA,ROU,5.0,8.766,0.0,0.0,0.0,0.0,0.0,0.0,13.766,2023,qual
5.0,Sabrina MANECA VOINEA,ROU,3.8,7.7,0.3,0.0,0.0,0.0,0.0,0.0,11.2,2023,final
3.0,Sabrina MANECA VOINEA,ROU,3.8,8.466,0.0,0.0,0.0,0.0,0.0,0.0,12.266,2023,qual
4.0,Sabrina MANECA VOINEA,ROU,3.8,8.666,0.1,0.0,0.0,0.0,0.0,0.0,12.366,2023,final
5.0,Sabrina MANECA VOINEA,ROU,4.0,8.733,0.3,0.0,0.0,0.0,0.0,0.0,12.433,2023,qual
62.0,Violet MANSER,GBR,3.2,7.3,0.1,0.0,0.0,0.0,0.0,0.0,10.6,2022,qual
17.0,Jea MARACHA,WAL,4.2,7.55,0.1,0.0,0.0,0.0,0.0,0.0,11.65,2022,AAfinal
38.0,Jea Brittany MARACHA,GBR,3.6,8.75,0.0,0.0,0.0,0.0,0.0,0.0,12.35,2022,qual
37.0,Madeleine MARSHALL,GBR,3.6,8.8,0.0,0.0,0.0,0.0,0.0,0.0,12.4,2022,qual
15.0,Madeleine MARSHALL,NZL,3.6,8.566,0.0,0.0,0.0,0.0,0.0,0.0,12.166,2023,qual
15.0,Madeleine MARSHALL,NZL,3.4,8.666,0.0,0.0,0.0,0.0,0.0,0.0,12.066,2023,qual
18.0,Madeleine MARSHALL,NZL,3.2,8.433,0.0,0.0,0.0,0.0,0.0,0.0,11.633,2023,qual
18.0,Madeleine MARSHALL,NZL,3.2,8.5,0.0,0.0,0.0,0.0,0.0,0.0,11.7,2023,qual
16.0,Madeleine MARSHALL,NZL,3.2,8.4,0.0,0.0,0.0,0.0,0.0,0.0,11.6,2023,qual
16.0,Madeleine MARSHALL,NZL,3.2,8.433,0.0,0.0,0.0,0.0,0.0,0.0,11.633,2023,qual
32.0,Getsemary MARTINEZ,VEN,3.8,7.8,0.0,0.0,0.0,0.0,0.0,0.0,11.6,2023,qual
90.0,Leila MARTINEZ,ARG,4.2,8.466,0.0,0.0,0.0,0.0,0.0,0.0,12.666,2022,qual
13.0,Victor MARTINEZ,VEN,3.4,8.45,0.0,0.0,0.0,0.0,0.0,0.0,11.85,2023,qual
21.0,Filipa MARTINS,POR,4.2,9.1,0.0,0.0,0.0,0.0,0.0,0.0,13.3,2023,qual
70.0,Laia MASFERRER,ESP,4.2,8.666,0.0,0.0,0.0,0.0,0.0,0.0,12.866,2022,qual
15.0,Nola MATTHEWS,USA,4.2,8.9,0.0,0.0,0.0,0.0,0.0,0.0,13.1,2023,qual
15.0,Nola MATTHEWS,USA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023,qual
18.0,China MATTIS,JAM,3.6,8.2,0.1,0.0,0.0,0.0,0.0,0.0,11.7,2023,AAfinal
28.0,China MATTIS,JAM,3.6,8.3,0.0,0.0,0.0,0.0,0.0,0.0,11.9,2023,qual
4.0,Tyesha MATTIS,JAM,4.2,8.7,0.0,0.0,0.0,0.0,0.0,0.0,12.9,2023,AAfinal
8.0,Tyesha MATTIS,JAM,4.2,8.65,0.0,0.0,0.0,0.0,0.0,0.0,12.85,2023,qual
47.0,Greta MAYER,HUN,4.4,8.8,0.0,0.0,0.0,0.0,0.0,0.0,13.2,2022,qual
37.0,Greta MAYER,HUN,4.4,8.633,0.1,0.0,0.0,0.0,0.0,0.0,12.933,2022,qual
19.0,Greta MAYER,HUN,4.4,8.833,0.1,0.0,0.0,0.0,0.0,0.0,13.133,2022,TeamFinal
25.0,Greta MAYER,HUN,4.4,8.8,0.0,0.0,0.0,0.0,0.0,0.0,13.2,2023,qual
2.0,Greta MAYER,HUN,4.2,9.066,0.0,0.0,0.0,0.0,0.0,0.0,13.266,2023,final
2.0,Greta MAYER,HUN,4.2,9.033,0.0,0.0,0.0,0.0,0.0,0.0,13.233,2023,qual
2.0,Greta MAYER,HUN,3.8,9.033,0.0,0.0,0.0,0.0,0.0,0.0,12.833,2023,final
2.0,Greta MAYER,HUN,3.8,9.033,0.0,0.0,0.0,0.0,0.0,0.0,12.833,2023,qual
52.0,Abby MEADOW,GBR,3.2,8.6,0.0,0.0,0.0,0.0,0.0,0.0,11.8,2022,qual
34.0,Lorena MEDINA,ESP,4.2,8.733,0.0,0.0,0.0,0.0,0.0,0.0,12.933,2022,qual
23.0,Lorena MEDINA,ESP,4.2,8.666,0.0,0.0,0.0,0.0,0.0,0.0,12.866,2022,TeamFinal
19.0,Lorena MEDINA,ESP,3.8,8.733,0.0,0.0,0.0,0.0,0.0,0.0,12.533,2022,qual
11.0,Lorena MEDINA COBOS,ESP,4.2,8.666,0.0,0.0,0.0,0.0,0.0,0.0,12.866,2023,AAfinal
15.0,Lorena MEDINA COBOS,ESP,4.2,8.8,0.0,0.0,0.0,0.0,0.0,0.0,13.0,2023,qual
8.0,Lorena MEDINA COBOS,ESP,3.6,8.7,0.0,0.0,0.0,0.0,0.0,0.0,12.3,2023,qual
118.0,Elena MELKE,LAT,3.2,8.1,0.1,0.0,0.0,0.0,0.0,0.0,11.2,2022,qual
100.0,Maria MENDES,POR,3.2,8.433,0.0,0.0,0.0,0.0,0.0,0.0,11.633,2022,qual
113.0,Ana Karina MENDEZ,PER,3.8,8.5,0.0,0.0,0.0,0.0,0.0,0.0,12.3,2022,qual
58.0,Maria MENEZES,POR,4.2,8.633,0.0,0.0,0.0,0.0,0.0,0.0,12.833,2023,qual
33.0,Angelica MESA,COL,4.2,7.4,0.0,0.0,0.0,0.0,0.0,0.0,11.6,2023,qual
12.0,Angelica MESA,COL,3.4,8.45,0.0,0.0,0.0,0.0,0.0,0.0,11.85,2023,qual
51.0,Athanasia MESIRI,GRE,4.2,8.733,0.0,0.0,0.0,0.0,0.0,0.0,12.933,2023,qual
7.0,Athanasia MESIRI,GRE,4.0,8.7,0.0,0.0,0.0,0.0,0.0,0.0,12.7,2023,final
6.0,Athanasia MESIRI,GRE,4.0,8.8,0.0,0.0,0.0,0.0,0.0,0.0,12.8,2023,qual
94.0,Meline MESROPIAN,ARG,4.2,8.433,0.0,0.0,0.0,0.0,0.0,0.0,12.633,2022,qual
3.0,Sofia MICALLEF,GBR,4.6,8.95,0.0,0.0,0.0,0.0,0.0,0.0,13.55,2022,final
5.0,Sofia MICALLEF,GBR,4.6,8.6,0.1,0.0,0.0,0.0,0.0,0.0,13.3,2022,qual
3.0,Sofia MICALLEF,GBR,3.8,8.5,0.0,0.0,0.0,0.0,0.0,0.0,12.3,2022,final
5.0,Sofia MICALLEF,GBR,3.8,8.7,0.0,0.0,0.0,0.0,0.0,0.0,12.5,2022,qual
4.0,Zoe MILLER,USA,4.6,9.3,0.0,0.0,0.0,0.0,0.0,0.0,13.9,2023,qual
4.0,Zoe MILLER,USA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023,qual
109.0,Milana MINAKOVSKAYA,AZE,3.2,8.3,0.0,0.0,0.0,0.0,0.0,0.0,11.5,2022,qual
53.0,Paloma MINTCHEVA,BUL,4.2,8.7,0.0,0.0,0.0,0.0,0.0,0.0,12.9,2023,qual
4.0,Shoko MIYATA,JPN,5.0,9.233,0.0,0.0,0.0,0.0,0.0,0.0,14.233,2022,AAfinal
8.0,Shoko MIYATA,JPN,5.0,9.3,0.0,0.0,0.0,0.0,0.0,0.0,14.3,2022,qual
5.0,Shoko MIYATA,JPN,4.8,9.133,0.0,0.0,0.0,0.0,0.0,0.0,13.933,2022,final
7.0,Shoko MIYATA,JPN,4.8,8.233,0.0,0.0,0.0,0.0,0.0,0.0,13.033,2022,qual
1.0,Shoko MIYATA,JPN,5.0,8.9,0.0,0.0,0.0,0.0,0.0,0.0,13.9,2023,AAfinal
2.0,Shoko MIYATA,JPN,5.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,2023,qual
1.0,Shoko MIYATA,JPN,4.8,8.9,0.0,0.0,0.0,0.0,0.0,0.0,13.7,2023,final
1.0,Shoko MIYATA,JPN,4.8,8.933,0.0,0.0,0.0,0.0,0.0,0.0,13.733,2023,qual
101.0,Charlize MOERZ,AUT,4.4,8.1,0.0,0.0,0.0,0.0,0.0,0.0,12.5,2022,qual
45.0,Charlize MOERZ,AUT,4.4,8.433,0.0,0.0,0.0,0.0,0.0,0.0,12.833,2022,qual
10.0,Charlize MOERZ,AUT,4.4,8.366,0.0,0.0,0.0,0.0,0.0,0.0,12.766,2023,qual
10.0,Charlize MOERZ,AUT,3.8,8.566,0.0,0.0,0.0,0.0,0.0,0.0,12.366,2023,qual
49.0,Charlize MOERZ,AUT,4.4,8.6,0.0,0.0,0.0,0.0,0.0,0.0,13.0,2023,qual
30.0,Chiara MOISZI,GE2,3.8,8.9,0.0,0.0,0.0,0.0,0.0,0.0,12.7,2023,qual
30.0,Chiara MOISZI,GE2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023,qual
83.0,Barbora MOKOSOVA,SVK,3.6,8.666,0.0,0.0,0.0,0.0,0.0,0.0,12.266,2023,qual
102.0,Kate MOLLOY,IRL,3.2,8.4,0.0,0.0,0.0,0.0,0.0,0.0,11.6,2022,qual
74.0,Kate MOLLOY,IRL,4.2,8.4,0.0,0.0,0.0,0.0,0.0,0.0,12.6,2023,qual
28.0,Malla Alexandra MONTELL,FIN,3.6,8.6,0.0,0.0,0.0,0.0,0.0,0.0,12.2,2023,qual
8.0,Mercedes Mary MOORE,GBR,4.2,8.65,0.0,0.0,0.0,0.0,0.0,0.0,12.85,2022,final
8.0,Mercedes Mary MOORE,GBR,4.2,8.95,0.0,0.0,0.0,0.0,0.0,0.0,13.15,2022,qual
8.0,Mercedes Mary MOORE,GBR,3.6,8.45,0.0,0.0,0.0,0.0,0.0,0.0,12.05,2022,final
8.0,Mercedes Mary MOORE,GBR,3.8,8.6,0.0,0.0,0.0,0.0,0.0,0.0,12.4,2022,qual
128.0,Franciny MORALES,CRC,5.0,7.333,0.3,0.0,0.0,0.0,0.0,0.0,12.033,2022,qual
10.0,Franciny MORALES,CRC,4.2,8.35,0.0,0.0,0.0,0.0,0.0,0.0,12.55,2023,AAfinal
8.0,Franciny MORALES,CRC,4.2,8.65,0.0,0.0,0.0,0.0,0.0,0.0,12.85,2023,qual
122.0,Celeste MORDENTI,LUX,4.2,7.9,0.0,0.0,0.0,0.0,0.0,0.0,12.1,2022,qual
70.0,Celeste MORDENTI,LUX,4.2,8.433,0.3,0.0,0.0,0.0,0.0,0.0,12.333,2022,qual
75.0,Celeste MORDENTI,LUX,4.2,8.666,0.3,0.0,0.0,0.0,0.0,0.0,12.566,2023,qual
2.0,Alexa MORENO,MEX,5.4,8.15,0.1,0.0,0.0,0.0,0.0,0.0,13.45,2023,AAfinal
1.0,Alexa MORENO,MEX,5.4,8.95,0.0,0.0,0.0,0.0,0.0,0.0,14.35,2023,qual
1.0,Alexa MORENO,MEX,4.4,8.85,0.0,0.0,0.0,0.0,0.0,0.0,13.25,2023,final
1.0,Alexa MORENO,MEX,4.4,8.85,0.0,0.0,0.0,0.0,0.0,0.0,13.25,2023,qual
10.0,Mali MORGAN,GBR,4.2,8.9,0.0,0.0,0.0,0.0,0.0,0.0,13.1,2022,qual
10.0,Mali MORGAN,GBR,3.2,8.3,0.1,0.0,0.0,0.0,0.0,0.0,11.6,2022,qual
11.0,Mali MORGAN,WAL,3.2,8.5,0.1,0.0,0.0,0.0,0.0,0.0,11.6,2022,qual
55.0,Liliana MORING,GBR,3.2,8.5,0.0,0.0,0.0,0.0,0.0,0.0,11.7,2022,qual
57.0,Paige MORONEY,GBR,3.2,8.4,0.0,0.0,0.0,0.0,0.0,0.0,11.6,2022,qual
143.0,Sasiwimon MUEANGPHUAN,THA,3.8,7.7,0.1,0.0,0.0,0.0,0.0,0.0,11.4,2022,qual
10.0,Jana Mahmoud,EGY,4.4,8.666,0.0,0.0,0.0,0.0,0.0,0.0,13.066,2022,qual
10.0,Jana Mahmoud,EGY,4.0,7.6,0.3,0.0,0.0,0.0,0.0,0.0,11.3,2022,qual
8.0,Laia Masferrer,ESP,4.2,8.667,0.0,0.0,0.0,0.0,0.0,0.0,12.867,2023,final
7.0,Laia Masferrer,ESP,4.2,8.767,0.0,0.0,0.0,0.0,0.0,0.0,12.967,2023,qual
7.0,Laia Masferrer,ESP,3.8,8.433,0.1,0.0,0.0,0.0,0.0,0.0,12.133,2023,qual
8.0,Laia Masferrer,ESP,3.8,7.567,0.0,0.0,0.0,0.0,0.0,0.0,11.367,2023,final
15.0,Nkazimlo Matyolo,RSA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023,qual
15.0,Nkazimlo Matyolo,RSA,3.2,8.467,0.0,0.0,0.0,0.0,0.0,0.0,11.667,2023,qual
10.0,Casey-Jane Meuleman,none,4.2,8.366,0.0,0.0,0.0,0.0,0.0,0.0,12.566,2023,qual
10.0,Casey-Jane Meuleman,none,3.6,8.633,0.0,0.0,0.0,0.0,0.0,0.0,12.233,2023,qual
11.0,Malla Montell,FIN,3.6,8.7,0.0,0.0,0.0,0.0,0.0,0.0,12.3,2023,qual
11.0,Malla Montell,FIN,3.4,8.667,0.0,0.0,0.0,0.0,0.0,0.0,12.067,2023,qual
12.0,Janoah MÜLLER,GE2,4.2,8.95,0.0,0.0,0.0,0.0,0.0,0.0,13.15,2023,qual
12.0,Janoah MÜLLER,GE2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023,qual
9.0,Garcelle NAPIER,RSA,3.4,8.6,0.0,0.0,0.0,0.0,0.0,0.0,12.0,2022,qual
7.0,Ruthuja NATARAJ,IND,4.2,8.75,0.0,0.0,0.0,0.0,0.0,0.0,12.95,2022,AAfinal
97.0,Nadine Joy NATHAN,SGP,4.2,8.366,0.0,0.0,0.0,0.0,0.0,0.0,12.566,2022,qual
27.0,Nadine Joy NATHAN,SGP,3.6,8.533,0.0,0.0,0.0,0.0,0.0,0.0,12.133,2022,qual
9.0,Nadine Joy NATHAN,SGP,4.2,8.65,0.0,0.0,0.0,0.0,0.0,0.0,12.85,2022,AAfinal
10.0,Nadine Joy NATHAN,SGP,3.6,8.65,0.1,0.0,0.0,0.0,0.0,0.0,12.15,2022,qual
56.0,Karla NAVAS,PAN,4.6,8.566,0.1,0.0,0.0,0.0,0.0,0.0,13.066,2022,qual
16.0,Karla NAVAS,PAN,4.8,8.266,0.0,0.0,0.0,0.0,0.0,0.0,13.066,2022,qual
4.0,Karla NAVAS BOYD,PAN,4.6,8.7,0.0,0.0,0.0,0.0,0.0,0.0,13.3,2023,final
11.0,Karla NAVAS BOYD,PAN,4.0,7.25,0.0,0.0,0.0,0.0,0.0,0.0,11.25,2023,qual
3.0,Karla Andrea NAVAS BOYD,PAN,4.6,8.75,0.0,0.0,0.0,0.0,0.0,0.0,13.35,2023,AAfinal
5.0,Karla Andrea NAVAS BOYD,PAN,4.6,8.65,0.0,0.0,0.0,0.0,0.0,0.0,13.25,2023,qual
79.0,Pranati NAYAK,IND,4.4,8.4,0.0,0.0,0.0,0.0,0.0,0.0,12.8,2022,qual
26.0,Pranati NAYAK,IND,4.2,7.9,0.0,0.0,0.0,0.0,0.0,0.0,12.1,2022,qual
5.0,Pranati NAYAK,IND,4.2,7.866,0.3,0.0,0.0,0.0,0.0,0.0,11.766,2022,final
3.0,Pranati NAYAK,IND,4.2,8.75,0.0,0.0,0.0,0.0,0.0,0.0,12.95,2022,qual
17.0,Laura NELSON,GBR,4.4,8.55,0.0,0.0,0.0,0.0,0.0,0.0,12.95,2022,qual
50.0,Ofir NETZER,ISR,4.4,8.7,0.0,0.0,0.0,0.0,0.0,0.0,13.1,2022,qual
20.0,Ofir NETZER,ISR,4.2,8.733,0.0,0.0,0.0,0.0,0.0,0.0,12.933,2022,qual
24.0,Ofir NETZER,ISR,4.4,8.766,0.0,0.0,0.0,0.0,0.0,0.0,13.166,2022,qual
11.0,Ofir NETZER,ISR,4.2,8.766,0.0,0.0,0.0,0.0,0.0,0.0,12.966,2022,qual
108.0,Mali NEURAUTER,NOR,3.8,8.566,0.0,0.0,0.0,0.0,0.0,0.0,12.366,2022,qual
28.0,Mali NEURAUTER,NOR,3.4,8.2,0.0,0.0,0.0,0.0,0.0,0.0,11.6,2022,qual
90.0,Mali NEURAUTER,NOR,3.8,8.2,0.1,0.0,0.0,0.0,0.0,0.0,11.9,2022,qual
6.0,Annalise NEWMAN ACHEE,TTO,4.2,8.65,0.0,0.0,0.0,0.0,0.0,0.0,12.85,2023,AAfinal
7.0,Annalise NEWMAN ACHEE,TTO,4.2,8.9,0.0,0.0,0.0,0.0,0.0,0.0,13.1,2023,qual
