Name,Country,Gender,Date,Competition,Round,Apparatus,Rank,D_Score,E_Score,Penalty,Score
Levi JUNG-RUIVIVAR,USA,w,2023-08-06,2023 Core Hydration Classic,AAfinal,UB,16.0,5.4,7.5,0.0,12.9
Levi JUNG-RUIVIVAR,USA,w,2023-02-26,2023 Winter Cup,AAfinal,UB,21.0,4.7,6.95,0.0,11.65
Katrina JUREVICA,LAT,w,2023-04-16,2023 Senior European Championships,qual,UB,107.0,1.9,7.8,0.0,9.7
Julia KACZMAREK,GBR,w,2022-03-27,2022 British Gymnastics Championships,qual,UB,42.0,3.5,6.75,0.0,10.25
Radoslava KALAMAROVA,SVK,w,2022-08-14,2022 Senior European Championships,qual,UB,116.0,3.3,4.833,0.0,8.133
Amaya KALUKOTTAGE,SRI,w,2022-08-02,BIRMINGHAM 2022 Commonwealth Games,qual,UB,37.0,1.6,5.55,0.0,7.15
Amaya Sithumini KALUKOTTAGE,SRI,w,2023-08-05,2023 FISU World University Games,qual,UB,45.0,1.7,5.966,0.0,7.666
Annais Ornella KAMANGA,GBR,w,2023-03-26,2023 British Gymnastics Championships,qual,UB,34.0,3.3,6.6,0.0,9.9
Mari KANTER,NOR,w,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,qual,UB,94.0,4.0,7.666,0.0,11.666
Mari KANTER,NOR,w,2022-03-20,2022 Cairo World Cup,final,UB,3.0,4.1,7.633,0.0,11.733
Mari KANTER,NOR,w,2022-03-20,2022 Cairo World Cup,final,UB,3.0,4.1,7.633,0.0,11.733
Mari KANTER,NOR,w,2022-03-20,2022 Cairo World Cup,qual,UB,4.0,4.1,7.7,0.0,11.8
Mari KANTER,NOR,w,2022-03-20,2022 Cairo World Cup,qual,UB,4.0,4.1,7.7,0.0,11.8
Mari KANTER,NOR,w,2023-10-08,2023 52nd FIG Artistic Gymnastics World Championships,qual,UB,110.0,4.1,7.5,0.0,11.6
Mari KANTER,NOR,w,2023-03-12,2023 Baku World Cup,qual,UB,25.0,4.1,6.933,0.0,11.033
Mari KANTER,NOR,w,2023-06-11,2023 Osijek World Challenge Cup,qual,UB,16.0,4.6,7.033,0.0,11.633
Mari KANTER,NOR,w,2023-06-11,2023 Osijek World Challenge Cup,qual,UB,16.0,4.6,7.033,0.0,11.633
Mari KANTER,NOR,w,2023-04-16,2023 Senior European Championships,qual,UB,66.0,4.1,7.533,0.0,11.633
Yuliia KASIANENKO,UKR,w,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,qual,UB,109.0,5.0,6.0,0.0,11.0
Yuliia KASIANENKO,UKR,w,2022-04-03,2022 Baku World Cup,qual,UB,9.0,5.1,7.266,0.0,12.366
Yuliia KASIANENKO,UKR,w,2022-03-20,2022 Cairo World Cup,qual,UB,10.0,5.1,5.9,0.0,11.0
Yuliia KASIANENKO,UKR,w,2022-08-14,2022 Senior European Championships,qual,UB,56.0,4.9,6.866,0.0,11.766
Elvira KATSALI,GRE,w,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,qual,UB,139.0,3.6,5.966,0.0,9.566
Elvira KATSALI,GRE,w,2022-08-14,2022 Senior European Championships,qual,UB,67.0,3.6,7.8,0.0,11.4
Elvira KATSALI,GRE,w,2023-03-12,2023 Baku World Cup,qual,UB,29.0,4.3,4.866,0.0,9.166
Sevgi KAYISOGLU,TUR,w,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,qual,UB,96.0,4.8,6.833,0.0,11.633
Sevgi KAYISOGLU,TUR,w,2022-04-03,2022 Baku World Cup,qual,UB,7.0,4.5,8.066,0.0,12.566
Sevgi KAYISOGLU,TUR,w,2022-04-03,2022 Baku World Cup,final,UB,6.0,4.5,7.766,0.0,12.266
Sevgi KAYISOGLU,TUR,w,2022-10-09,2022 Mersin World Challenge Cup,final,UB,4.0,4.8,8.2,0.0,13.0
Sevgi KAYISOGLU,TUR,w,2022-10-09,2022 Mersin World Challenge Cup,qual,UB,3.0,4.8,8.0,0.0,12.8
Sevgi KAYISOGLU,TUR,w,2022-08-14,2022 Senior European Championships,qual,UB,64.0,4.7,6.766,0.0,11.466
Sevgi KAYISOGLU,TUR,w,2023-10-08,2023 52nd FIG Artistic Gymnastics World Championships,qual,UB,108.0,5.0,6.666,0.0,11.666
Sevgi KAYISOGLU,TUR,w,2023-03-12,2023 Baku World Cup,final,UB,7.0,5.3,7.666,0.0,12.966
Sevgi KAYISOGLU,TUR,w,2023-03-12,2023 Baku World Cup,qual,UB,7.0,5.4,7.633,0.0,13.033
Sevgi KAYISOGLU,TUR,w,2023-04-16,2023 Senior European Championships,qual,UB,70.0,5.1,6.4,0.0,11.5
Sevgi KAYISOGLU,TUR,w,2023-05-28,2023 Varna World Challenge Cup,qual,UB,12.0,5.1,6.6,0.0,11.7
Olivia KELLY,BAR,w,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,qual,UB,134.0,4.2,5.833,0.0,10.033
Olivia KELLY,BAR,w,2023-10-08,2023 52nd FIG Artistic Gymnastics World Championships,qual,UB,104.0,4.3,7.366,0.0,11.666
Cara KENNEDY,GBR,w,2022-03-27,2022 British Gymnastics Championships,qual,UB,27.0,3.4,7.6,0.0,11.0
Cara KENNEDY,SCO,w,2022-08-02,BIRMINGHAM 2022 Commonwealth Games,AAfinal,UB,11.0,3.5,7.95,0.0,11.45
Cara KENNEDY,SCO,w,2022-08-02,BIRMINGHAM 2022 Commonwealth Games,qual,UB,28.0,3.4,7.3,0.0,10.7
Zarith Imaan KHALID,MAS,w,2023-10-08,2023 52nd FIG Artistic Gymnastics World Championships,qual,UB,129.0,4.8,6.133,0.0,10.933
Zarith Imaan KHALID,MAS,w,2023-04-30,2023 Cairo World Cup,qual,UB,10.0,4.9,7.433,0.0,12.333
Ominakhon KHALILOVA,UZB,w,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,qual,UB,140.0,3.9,5.5,0.0,9.4
Amina KHALIMARDEN,KAZ,w,2023-03-12,2023 Baku World Cup,qual,UB,27.0,3.5,6.5,0.0,10.0
Amina KHALIMARDEN,KAZ,w,2023-09-29,HANGZHOU 2022 19th Asian Games,qual,UB,26.0,4.3,5.7,0.0,10.0
Amina KHALIMARDEN,KAZ,w,2023-09-29,HANGZHOU 2022 19th Asian Games,AAfinal,UB,11.0,4.3,6.166,0.0,10.466
Selina KICKINGER,AUT,w,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,qual,UB,67.0,4.9,7.6,0.0,12.5
Selina KICKINGER,AUT,w,2022-08-14,2022 Senior European Championships,qual,UB,35.0,4.9,7.7,0.0,12.6
Selina KICKINGER,AUT,w,2023-10-08,2023 52nd FIG Artistic Gymnastics World Championships,qual,UB,63.0,4.9,7.7,0.0,12.6
Selina KICKINGER,AUT,w,2023-04-16,2023 Senior European Championships,AAfinal,UB,18.0,4.9,7.466,0.0,12.366
Selina KICKINGER,AUT,w,2023-04-16,2023 Senior European Championships,qual,UB,33.0,4.9,7.8,0.0,12.7
Sonhyang KIM,PRK,w,2023-09-29,HANGZHOU 2022 19th Asian Games,qual,UB,10.0,5.3,7.433,0.0,12.733
Subeen KIM,KOR,w,2023-08-05,2023 FISU World University Games,qual,UB,32.0,4.5,6.0,0.0,10.5
Sujong KIM,PRK,w,2023-09-29,HANGZHOU 2022 19th Asian Games,final,UB,4.0,5.6,7.6,0.0,13.2
Sujong KIM,PRK,w,2023-09-29,HANGZHOU 2022 19th Asian Games,qual,UB,7.0,5.6,7.833,0.0,13.433
Sujong KIM,PRK,w,2023-09-29,HANGZHOU 2022 19th Asian Games,AAfinal,UB,4.0,5.6,7.4,0.0,13.0
Avery KING,USA,w,2023-08-06,2023 Core Hydration Classic,AAfinal,UB,28.0,3.6,7.85,0.0,11.45
Sara KING,SLO,w,2022-08-14,2022 Senior European Championships,qual,UB,82.0,3.3,7.5,0.0,10.8
Sara KING,SLO,w,2023-08-05,2023 FISU World University Games,qual,UB,33.0,3.1,7.233,0.0,10.333
Sara KING,SLO,w,2023-06-11,2023 Osijek World Challenge Cup,qual,UB,20.0,3.3,7.7,0.0,11.0
Alice KINSELLA,GBR,w,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,AAfinal,UB,2.0,6.0,8.166,0.0,14.166
Alice KINSELLA,GBR,w,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,qual,UB,15.0,6.0,8.166,0.0,14.166
Alice KINSELLA,GBR,w,2022-03-27,2022 British Gymnastics Championships,final,UB,1.0,5.3,8.25,0.0,13.55
Alice KINSELLA,GBR,w,2022-03-27,2022 British Gymnastics Championships,qual,UB,6.0,5.3,7.9,0.0,13.2
Alice KINSELLA,GBR,w,2022-08-14,2022 Senior European Championships,final,UB,8.0,5.4,6.266,0.0,11.666
Alice KINSELLA,GBR,w,2022-08-14,2022 Senior European Championships,qual,UB,6.0,5.8,8.166,0.0,13.966
Alice KINSELLA,GBR,w,2022-08-14,2022 Senior European Championships,TeamFinal,UB,6.0,5.8,8.2,0.0,14.0
Alice KINSELLA,GBR,w,2023-10-08,2023 52nd FIG Artistic Gymnastics World Championships,AAfinal,UB,10.0,5.8,7.8,0.0,13.6
Alice KINSELLA,GBR,w,2023-10-08,2023 52nd FIG Artistic Gymnastics World Championships,qual,UB,24.0,5.8,7.733,0.0,13.533
Alice KINSELLA,GBR,w,2023-03-26,2023 British Gymnastics Championships,final,UB,3.0,6.0,8.25,0.0,14.25
Alice KINSELLA,GBR,w,2023-03-26,2023 British Gymnastics Championships,qual,UB,3.0,6.0,7.7,0.0,13.7
Alice KINSELLA,GBR,w,2023-04-16,2023 Senior European Championships,qual,UB,45.0,5.8,6.666,0.0,12.466
Alice KINSELLA,ENG,w,2022-08-02,BIRMINGHAM 2022 Commonwealth Games,AAfinal,UB,1.0,5.8,8.2,0.3,13.7
Alice KINSELLA,ENG,w,2022-08-02,BIRMINGHAM 2022 Commonwealth Games,qual,UB,4.0,5.7,7.95,0.0,13.65
Rina KISHI,JPN,w,2023-10-08,2023 52nd FIG Artistic Gymnastics World Championships,AAfinal,UB,16.0,5.0,7.966,0.0,12.966
Rina KISHI,JPN,w,2023-10-08,2023 52nd FIG Artistic Gymnastics World Championships,qual,UB,82.0,5.0,7.166,0.0,12.166
Anna Lena KOENIG,GER,w,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,qual,UB,80.0,4.3,7.766,0.0,12.066
Saara KOKKO,FIN,w,2023-06-11,2023 Osijek World Challenge Cup,qual,UB,25.0,4.1,5.866,0.0,9.966
Azuki KOKUFUGATA,JPN,w,2023-02-26,2023 Cottbus World Cup,final,UB,7.0,5.2,7.2,0.0,12.4
Azuki KOKUFUGATA,JPN,w,2023-02-26,2023 Cottbus World Cup,qual,UB,7.0,5.3,7.433,0.0,12.733
Zsofia KOVACS,HUN,w,2022-03-20,2022 Cairo World Cup,qual,UB,11.0,5.1,5.6,0.0,10.7
Zsofia KOVACS,HUN,w,2022-08-14,2022 Senior European Championships,qual,UB,14.0,6.2,7.166,0.0,13.366
Zsofia KOVACS,HUN,w,2022-08-14,2022 Senior European Championships,TeamFinal,UB,10.0,6.3,7.333,0.0,13.633
Zsofia KOVACS,HUN,w,2023-04-16,2023 Senior European Championships,AAfinal,UB,5.0,6.2,7.5,0.0,13.7
Zsofia KOVACS,HUN,w,2023-04-16,2023 Senior European Championships,final,UB,5.0,6.2,7.733,0.0,13.933
Zsofia KOVACS,HUN,w,2023-04-16,2023 Senior European Championships,qual,UB,5.0,6.2,8.066,0.0,14.266
Zsofia KOVACS,HUN,w,2023-05-28,2023 Varna World Challenge Cup,final,UB,1.0,5.8,8.366,0.0,14.166
Zsofia KOVACS,HUN,w,2023-05-28,2023 Varna World Challenge Cup,qual,UB,1.0,5.8,8.5,0.0,14.3
Marharyta KOZLOVSKA,UKR,w,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,qual,UB,115.0,4.6,6.266,0.0,10.866
Marharyta KOZLOVSKA,UKR,w,2022-08-14,2022 Senior European Championships,qual,UB,66.0,4.6,6.833,0.0,11.433
Margret KRISTINSDOTTIR,ISL,w,2023-04-16,2023 Senior European Championships,qual,UB,73.0,4.1,7.266,0.0,11.366
Margret Lea KRISTINSDOTTIR,ISL,w,2023-10-08,2023 52nd FIG Artistic Gymnastics World Championships,qual,UB,126.0,4.1,7.0,0.0,11.1
Veronika KRITSKI,GBR,w,2022-03-27,2022 British Gymnastics Championships,qual,UB,21.0,3.4,8.0,0.0,11.4
Veronika KRITSKI,GBR,w,2023-03-26,2023 British Gymnastics Championships,qual,UB,21.0,3.8,7.9,0.0,11.7
Carina KROELL,AUT,w,2022-08-14,2022 Senior European Championships,qual,UB,55.0,4.5,7.3,0.0,11.8
Carina KROELL,AUT,w,2023-10-08,2023 52nd FIG Artistic Gymnastics World Championships,qual,UB,101.0,4.6,7.133,0.0,11.733
Ilona KRUPA,UKR,w,2023-10-08,2023 52nd FIG Artistic Gymnastics World Championships,qual,UB,121.0,4.9,6.533,0.0,11.433
Ilona KRUPA,UKR,w,2023-04-16,2023 Senior European Championships,qual,UB,44.0,5.0,7.5,0.0,12.5
Nika KUKULJAN FRLETA,CRO,w,2022-08-14,2022 Senior European Championships,qual,UB,96.0,3.7,6.466,0.0,10.166
Nika KUKULJAN FRLETA,CRO,w,2023-04-16,2023 Senior European Championships,qual,UB,88.0,3.5,7.2,0.0,10.7
Emilia KULCZYNSKA,POL,w,2022-08-14,2022 Senior European Championships,qual,UB,53.0,4.2,7.633,0.0,11.833
Emilia KULCZYNSKA,POL,w,2022-10-02,2022 Szombathely World Challenge Cup,qual,UB,15.0,4.3,6.5,0.0,10.8
Emilia KULCZYNSKA,POL,w,2022-03-29,2022 Varna World Challenge Cup,qual,UB,16.0,4.3,7.45,0.0,11.75
Emilia KULCZYNSKA,POL,w,2023-02-26,2023 Cottbus World Cup,qual,UB,20.0,4.5,6.533,0.0,11.033
Meta KUNAVER,SLO,w,2023-08-05,2023 FISU World University Games,qual,UB,39.0,3.9,5.9,0.0,9.8
Meta KUNAVER,SLO,w,2023-04-16,2023 Senior European Championships,qual,UB,108.0,3.9,5.766,0.0,9.666
Hima KUSUMOTO,JPN,w,2023-03-19,EnBW DTB Pokal Team Challenge 2023,qual,UB,18.0,5.3,7.3,0.0,12.6
Maisa KUUSIKKO,FIN,w,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,AAfinal,UB,10.0,6.0,7.3,0.0,13.3
Maisa KUUSIKKO,FIN,w,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,qual,UB,49.0,5.6,7.266,0.0,12.866
Maisa KUUSIKKO,FIN,w,2022-04-03,2022 Baku World Cup,qual,UB,17.0,5.6,6.233,0.0,11.833
Maisa KUUSIKKO,FIN,w,2022-08-14,2022 Senior European Championships,qual,UB,13.0,5.9,7.566,0.0,13.466
Maisa KUUSIKKO,FIN,w,2022-10-02,2022 Szombathely World Challenge Cup,qual,UB,8.0,5.8,6.633,0.0,12.433
Maisa KUUSIKKO,FIN,w,2022-10-02,2022 Szombathely World Challenge Cup,final,UB,6.0,6.0,7.133,0.0,13.133
Maisa KUUSIKKO,FIN,w,2022-03-29,2022 Varna World Challenge Cup,qual,UB,4.0,6.0,7.45,0.0,13.45
Maisa KUUSIKKO,FIN,w,2022-03-29,2022 Varna World Challenge Cup,final,UB,8.0,4.8,6.95,0.0,11.75
Maisa KUUSIKKO,FIN,w,2023-04-16,2023 Senior European Championships,AAfinal,UB,9.0,6.0,7.266,0.0,13.266
Maisa KUUSIKKO,FIN,w,2023-04-16,2023 Senior European Championships,qual,UB,51.0,5.4,6.9,0.0,12.3
Kylee Ann KVAMME,PHI,w,2023-10-08,2023 52nd FIG Artistic Gymnastics World Championships,qual,UB,76.0,5.1,7.166,0.0,12.266
Anna-Lena KÖNIG,GE1,w,2023-03-19,EnBW DTB Pokal Team Challenge 2023,qual,UB,38.0,4.9,5.5,0.0,10.4
Pin LAI,TPE,w,2023-08-05,2023 FISU World University Games,qual,UB,21.0,4.1,7.7,0.0,11.8
Pin LAI,TPE,w,2023-08-05,2023 FISU World University Games,AAfinal,UB,13.0,4.1,7.5,0.0,11.6
Pin Ju LAI,TPE,w,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,qual,UB,110.0,4.1,6.866,0.0,10.966
Pin Ju LAI,TPE,w,2023-10-08,2023 52nd FIG Artistic Gymnastics World Championships,qual,UB,124.0,4.1,7.033,0.0,11.133
Pin Ju LAI,TPE,w,2023-03-12,2023 Baku World Cup,qual,UB,16.0,4.1,7.533,0.0,11.633
Pin Ju LAI,TPE,w,2023-04-30,2023 Cairo World Cup,qual,UB,23.0,4.1,7.2,0.0,11.3
Pin Ju LAI,TPE,w,2023-03-04,2023 Doha World Cup,qual,UB,11.0,4.1,7.533,0.0,11.633
Pin Ju LAI,TPE,w,2023-09-29,HANGZHOU 2022 19th Asian Games,qual,UB,16.0,4.1,7.466,0.0,11.566
Pin Ju LAI,TPE,w,2023-09-29,HANGZHOU 2022 19th Asian Games,AAfinal,UB,7.0,4.1,7.133,0.0,11.233
Pin-Ju LAI,TPE,w,2022-10-09,2022 Mersin World Challenge Cup,qual,UB,11.0,4.1,8.15,0.0,12.25
Pin-Ju LAI,TPE,w,2022-10-02,2022 Szombathely World Challenge Cup,qual,UB,11.0,4.1,7.966,0.0,12.066
Jenna LALONDE,CAN,w,2022-08-02,BIRMINGHAM 2022 Commonwealth Games,final,UB,5.0,5.0,8.333,0.0,13.333
Jenna LALONDE,CAN,w,2022-08-02,BIRMINGHAM 2022 Commonwealth Games,qual,UB,8.0,5.0,7.95,0.0,12.95
Daira LAMADRID,COL,w,2023-10-25,SANTIAGO 2023 XIX Pan American Games,qual,UB,39.0,4.4,6.466,0.0,10.866
Isabelle LAMB,GBR,w,2022-03-27,2022 British Gymnastics Championships,qual,UB,40.0,2.8,7.5,0.0,10.3
Isabelle LAMB,GBR,w,2023-03-26,2023 British Gymnastics Championships,qual,UB,33.0,2.7,7.75,0.0,10.45
Djenna LAROUI,FRA,w,2023-04-16,2023 Senior European Championships,qual,UB,18.0,5.5,7.7,0.0,13.2
Djenna LAROUI,FRA,w,2023-05-28,2023 Varna World Challenge Cup,final,UB,2.0,5.3,7.6,0.0,12.9
Djenna LAROUI,FRA,w,2023-05-28,2023 Varna World Challenge Cup,qual,UB,3.0,5.4,7.733,0.0,13.133
Djenna LAROUI,FRA,w,2023-03-19,EnBW DTB Pokal Team Challenge 2023,final,UB,5.0,5.3,6.166,0.3,11.166
Djenna LAROUI,FRA,w,2023-03-19,EnBW DTB Pokal Team Challenge 2023,qual,UB,6.0,5.5,8.2,0.0,13.7
Anna LASHCHEVSKA,UKR,w,2023-10-08,2023 52nd FIG Artistic Gymnastics World Championships,qual,UB,35.0,5.6,7.533,0.0,13.133
Anna LASHCHEVSKA,UKR,w,2023-03-12,2023 Baku World Cup,qual,UB,11.0,5.4,6.833,0.0,12.233
Anna LASHCHEVSKA,UKR,w,2023-04-30,2023 Cairo World Cup,qual,UB,18.0,5.3,6.4,0.0,11.7
Anna LASHCHEVSKA,UKR,w,2023-02-26,2023 Cottbus World Cup,qual,UB,10.0,5.7,6.866,0.0,12.566
Anna LASHCHEVSKA,UKR,w,2023-03-04,2023 Doha World Cup,final,UB,1.0,5.6,7.9,0.0,13.5
Anna LASHCHEVSKA,UKR,w,2023-03-04,2023 Doha World Cup,qual,UB,3.0,5.6,7.7,0.0,13.3
Anna LASHCHEVSKA,UKR,w,2023-04-16,2023 Senior European Championships,qual,UB,32.0,5.6,7.133,0.0,12.733
Michelle LAURITSEN,DEN,w,2022-08-14,2022 Senior European Championships,qual,UB,59.0,4.1,7.533,0.0,11.633
Alia LEAT,GBR,w,2022-03-27,2022 British Gymnastics Championships,qual,UB,39.0,4.6,5.85,0.0,10.45
Dayeong LEE,KOR,w,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,qual,UB,75.0,4.9,7.333,0.0,12.233
Dayeong LEE,KOR,w,2023-10-08,2023 52nd FIG Artistic Gymnastics World Championships,qual,UB,33.0,5.5,7.633,0.0,13.133
Dayeong LEE,KOR,w,2023-08-05,2023 FISU World University Games,qual,UB,25.0,4.9,6.5,0.0,11.4
Dayeong LEE,KOR,w,2023-08-05,2023 FISU World University Games,AAfinal,UB,7.0,5.0,7.533,0.0,12.533
Yunseo LEE,KOR,w,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,AAfinal,UB,17.0,6.3,6.766,0.0,13.066
Yunseo LEE,KOR,w,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,qual,UB,38.0,6.1,7.1,0.0,13.2
Yunseo LEE,KOR,w,2023-10-08,2023 52nd FIG Artistic Gymnastics World Championships,AAfinal,UB,9.0,6.1,7.666,0.0,13.766
Yunseo LEE,KOR,w,2023-10-08,2023 52nd FIG Artistic Gymnastics World Championships,qual,UB,22.0,6.0,7.633,0.0,13.633
Milca LEON,VEN,w,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,qual,UB,90.0,4.9,6.866,0.0,11.766
Milca LEON,VEN,w,2023-06-28,2023 Central American and Caribbean Games,AAfinal,UB,8.0,4.6,7.3,0.0,11.9
Milca LEON,VEN,w,2023-06-28,2023 Central American and Caribbean Games,final,UB,7.0,4.6,7.4,0.0,12.0
Milca LEON,VEN,w,2023-06-28,2023 Central American and Caribbean Games,qual,UB,6.0,4.6,7.9,0.0,12.5
Myli LEW,USA,w,2023-02-26,2023 Winter Cup,AAfinal,UB,3.0,5.9,7.75,0.0,13.65
Lucy LEWIS,GBR,w,2022-03-27,2022 British Gymnastics Championships,final,UB,8.0,5.0,5.65,0.0,10.65
Lucy LEWIS,GBR,w,2022-03-27,2022 British Gymnastics Championships,qual,UB,8.0,5.1,7.5,0.0,12.6
Lucy LEWIS,GBR,w,2023-03-26,2023 British Gymnastics Championships,qual,UB,23.0,5.0,6.45,0.0,11.45
Yi Chun LIAO,TPE,w,2023-10-08,2023 52nd FIG Artistic Gymnastics World Championships,qual,UB,118.0,4.9,6.6,0.0,11.5
Kaitlyn LIM,SGP,w,2023-09-29,HANGZHOU 2022 19th Asian Games,qual,UB,23.0,2.2,8.166,0.0,10.366
Kaitlyn LIM,SGP,w,2023-09-29,HANGZHOU 2022 19th Asian Games,AAfinal,UB,15.0,2.2,7.366,0.0,9.566
Sumin LIM,KOR,w,2023-09-29,HANGZHOU 2022 19th Asian Games,qual,UB,25.0,5.1,5.1,0.0,10.2
Sumin LIM,KOR,w,2023-09-29,HANGZHOU 2022 19th Asian Games,AAfinal,UB,8.0,4.8,6.3,0.0,11.1
Yi LIN,TPE,w,2023-08-05,2023 FISU World University Games,qual,UB,24.0,4.1,7.433,0.0,11.533
Yi Chen LIN,TPE,w,2023-10-08,2023 52nd FIG Artistic Gymnastics World Championships,qual,UB,151.0,3.7,5.4,0.0,9.1
Yi Chen LIN,TPE,w,2023-09-29,HANGZHOU 2022 19th Asian Games,qual,UB,18.0,4.0,7.433,0.0,11.433
Kaliya LINCOLN,USA,w,2023-02-26,2023 Winter Cup,AAfinal,UB,10.0,5.3,7.65,0.0,12.95
Dixie LINDSAY,GBR,w,2022-03-27,2022 British Gymnastics Championships,qual,UB,33.0,3.1,7.65,0.0,10.75
Viktoria LISTUNOVA,RUS,w,2022-03-05,2022 Doha World Cup,final,UB,1.0,6.2,8.366,0.0,14.566
Viktoria LISTUNOVA,RUS,w,2022-03-05,2022 Doha World Cup,qual,UB,1.0,6.4,8.3,0.0,14.7
Lauren LITTLE,USA,w,2022-02-27,2022 Winter Cup,AAfinal,UB,3.0,5.5,7.95,0.0,13.45
Maia LLACER,ESP,w,2023-05-28,2023 Varna World Challenge Cup,final,UB,5.0,5.4,7.2,0.0,12.6
Maia LLACER SIRERA,ESP,w,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,qual,UB,105.0,4.9,6.166,0.0,11.066
Maia LLACER SIRERA,ESP,w,2023-08-05,2023 FISU World University Games,final,UB,5.0,5.4,7.466,0.0,12.866
Maia LLACER SIRERA,ESP,w,2023-08-05,2023 FISU World University Games,qual,UB,10.0,5.4,7.4,0.0,12.8
Maia LLACER SIRERA,ESP,w,2023-08-05,2023 FISU World University Games,AAfinal,UB,5.0,5.4,7.5,0.0,12.9
Maia LLACER SIRERA,ESP,w,2023-04-16,2023 Senior European Championships,qual,UB,26.0,5.4,7.533,0.0,12.933
Maia LLACER SIRERA,ESP,w,2023-05-28,2023 Varna World Challenge Cup,qual,UB,7.0,5.4,7.0,0.0,12.4
Maisie LLOYD JONES,GBR,w,2022-03-27,2022 British Gymnastics Championships,qual,UB,26.0,2.7,8.35,0.0,11.05
Caitlin LOCHHEAD,GBR,w,2022-03-27,2022 British Gymnastics Championships,qual,UB,58.0,3.0,5.85,0.0,8.85
Anna LOCMELE,LAT,w,2022-08-14,2022 Senior European Championships,qual,UB,118.0,1.8,4.2,0.0,6.0
Sara LOIKAS,FIN,w,2023-05-28,2023 Varna World Challenge Cup,qual,UB,19.0,5.0,4.966,0.0,9.966
Sara Sofia LOIKAS,FIN,w,2023-08-05,2023 FISU World University Games,qual,UB,36.0,4.6,5.633,0.0,10.233
Kursten Rogue LOPEZ,PHI,w,2023-09-29,HANGZHOU 2022 19th Asian Games,qual,UB,30.0,2.7,6.333,0.0,9.033
Kursten Rogue LOPEZ,PHI,w,2023-09-29,HANGZHOU 2022 19th Asian Games,AAfinal,UB,13.0,2.8,7.233,0.0,10.033
Wiktoria LOPUSZANSKA,POL,w,2022-04-03,2022 Baku World Cup,qual,UB,16.0,4.1,7.8,0.0,11.9
Noemie LOUON,BEL,w,2022-08-14,2022 Senior European Championships,qual,UB,24.0,4.9,8.033,0.0,12.933
Eveylynn LOWE,USA,w,2023-08-06,2023 Core Hydration Classic,AAfinal,UB,19.0,5.0,7.75,0.0,12.75
Eveylynn LOWE,USA,w,2023-02-26,2023 Winter Cup,AAfinal,UB,25.0,4.8,6.6,0.0,11.4
Huan LUO,CHN,w,2023-08-05,2023 FISU World University Games,final,UB,3.0,6.0,7.0,0.0,13.0
Huan LUO,CHN,w,2023-08-05,2023 FISU World University Games,qual,UB,2.0,6.1,8.1,0.0,14.2
Huan LUO,CHN,w,2023-08-05,2023 FISU World University Games,AAfinal,UB,1.0,6.1,7.833,0.0,13.933
Rui LUO,CHN,w,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,final,UB,6.0,6.1,7.7,0.0,13.8
Rui LUO,CHN,w,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,qual,UB,1.0,6.4,8.5,0.0,14.9
Samantha Ann MACASU,PHI,w,2023-09-29,HANGZHOU 2022 19th Asian Games,qual,UB,21.0,3.7,6.966,0.0,10.666
Sira MACIAS,ARG,w,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,qual,UB,58.0,5.0,7.733,0.0,12.733
Jasmin MADER,AUT,w,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,qual,UB,72.0,4.6,7.733,0.0,12.333
Jasmin MADER,AUT,w,2022-08-14,2022 Senior European Championships,qual,UB,48.0,4.5,7.566,0.0,12.066
Jasmin MADER,AUT,w,2022-03-29,2022 Varna World Challenge Cup,final,UB,7.0,4.9,7.05,0.0,11.95
Jasmin MADER,AUT,w,2022-03-29,2022 Varna World Challenge Cup,qual,UB,7.0,4.5,8.1,0.0,12.6
Jasmin MADER,AUT,w,2023-04-30,2023 Cairo World Cup,qual,UB,13.0,4.5,7.6,0.0,12.1
Julie MADSOE,NOR,w,2022-08-14,2022 Senior European Championships,qual,UB,83.0,4.3,6.5,0.0,10.8
Julie MADSØ,NOR,w,2022-03-29,2022 Varna World Challenge Cup,qual,UB,12.0,4.6,7.45,0.0,12.05
