"","season","mnth","day","hr","holiday","weekday","workingday","weathersit","temp","atemp","hum","windspeed","casual","registered","bikers"
"7227",4,"Nov",306,"17",0,3,1,"clear",0.44,0.4394,0.62,0.194,30,523,553
"7228",4,"Nov",306,"18",0,3,1,"clear",0.42,0.4242,0.71,0.1642,31,448,479
"7229",4,"Nov",306,"19",0,3,1,"clear",0.4,0.4091,0.76,0.1343,25,257,282
"7230",4,"Nov",306,"20",0,3,1,"clear",0.4,0.4091,0.66,0.1343,5,177,182
"7231",4,"Nov",306,"21",0,3,1,"clear",0.38,0.3939,0.71,0.1343,13,155,168
"7232",4,"Nov",306,"22",0,3,1,"clear",0.36,0.3485,0.71,0.1343,7,99,106
"7233",4,"Nov",306,"23",0,3,1,"clear",0.36,0.3636,0.76,0.0896,3,54,57
"7234",4,"Nov",307,"0",0,4,1,"clear",0.36,0.3636,0.76,0.0896,3,28,31
"7235",4,"Nov",307,"1",0,4,1,"clear",0.34,0.3333,0.81,0.1343,3,12,15
"7236",4,"Nov",307,"2",0,4,1,"clear",0.34,0.3333,0.76,0.1343,2,5,7
"7237",4,"Nov",307,"3",0,4,1,"clear",0.34,0.3333,0.81,0.1343,1,4,5
"7238",4,"Nov",307,"4",0,4,1,"clear",0.32,0.3333,0.81,0.0896,1,3,4
"7239",4,"Nov",307,"5",0,4,1,"clear",0.32,0.3333,0.81,0.1343,1,27,28
"7240",4,"Nov",307,"6",0,4,1,"clear",0.34,0.3333,0.76,0.194,3,96,99
"7241",4,"Nov",307,"7",0,4,1,"cloudy/misty",0.32,0.3333,0.81,0.0896,12,280,292
"7242",4,"Nov",307,"8",0,4,1,"cloudy/misty",0.34,0.3485,0.81,0.0896,8,394,402
"7243",4,"Nov",307,"9",0,4,1,"cloudy/misty",0.36,0.3485,0.81,0.194,9,155,164
"7244",4,"Nov",307,"10",0,4,1,"cloudy/misty",0.4,0.4091,0.76,0.194,12,98,110
"7245",4,"Nov",307,"11",0,4,1,"clear",0.44,0.4394,0.67,0.194,12,108,120
"7246",4,"Nov",307,"12",0,4,1,"clear",0.5,0.4848,0.51,0.194,17,162,179
"7247",4,"Nov",307,"13",0,4,1,"cloudy/misty",0.52,0.5,0.48,0.2537,19,150,169
"7248",4,"Nov",307,"14",0,4,1,"clear",0.52,0.5,0.52,0.1642,32,120,152
"7249",4,"Nov",307,"15",0,4,1,"clear",0.52,0.5,0.52,0.1642,24,138,162
"7250",4,"Nov",307,"16",0,4,1,"clear",0.52,0.5,0.48,0.194,33,234,267
"7251",4,"Nov",307,"17",0,4,1,"clear",0.48,0.4697,0.55,0.0896,33,465,498
"7252",4,"Nov",307,"18",0,4,1,"clear",0.46,0.4545,0.63,0.1343,24,409,433
"7253",4,"Nov",307,"19",0,4,1,"clear",0.44,0.4394,0.67,0.0896,18,234,252
"7254",4,"Nov",307,"20",0,4,1,"clear",0.42,0.4242,0.71,0.1045,11,198,209
"7255",4,"Nov",307,"21",0,4,1,"clear",0.4,0.4091,0.76,0.1343,4,140,144
"7256",4,"Nov",307,"22",0,4,1,"clear",0.4,0.4091,0.82,0,21,116,137
"7257",4,"Nov",307,"23",0,4,1,"clear",0.4,0.4091,0.82,0.0896,15,80,95
"7258",4,"Nov",308,"0",0,5,1,"cloudy/misty",0.4,0.4091,0.82,0,11,32,43
"7259",4,"Nov",308,"1",0,5,1,"cloudy/misty",0.4,0.4091,0.82,0,1,16,17
"7260",4,"Nov",308,"2",0,5,1,"cloudy/misty",0.4,0.4091,0.76,0,2,8,10
"7261",4,"Nov",308,"3",0,5,1,"cloudy/misty",0.38,0.3939,0.87,0.1642,1,7,8
"7262",4,"Nov",308,"4",0,5,1,"cloudy/misty",0.38,0.3939,0.87,0.0896,1,6,7
"7263",4,"Nov",308,"5",0,5,1,"cloudy/misty",0.38,0.3939,0.87,0,0,23,23
"7264",4,"Nov",308,"6",0,5,1,"cloudy/misty",0.38,0.3939,0.87,0.0896,2,64,66
"7265",4,"Nov",308,"7",0,5,1,"cloudy/misty",0.4,0.4091,0.86,0.2239,10,235,245
"7266",4,"Nov",308,"8",0,5,1,"cloudy/misty",0.4,0.4091,0.87,0.3582,8,387,395
"7267",4,"Nov",308,"9",0,5,1,"cloudy/misty",0.42,0.4242,0.71,0.4627,15,239,254
"7268",4,"Nov",308,"10",0,5,1,"cloudy/misty",0.42,0.4242,0.71,0.3284,19,115,134
"7269",4,"Nov",308,"11",0,5,1,"cloudy/misty",0.44,0.4394,0.67,0.4478,34,128,162
"7270",4,"Nov",308,"12",0,5,1,"cloudy/misty",0.48,0.4697,0.55,0.4925,44,153,197
"7271",4,"Nov",308,"13",0,5,1,"clear",0.44,0.4394,0.51,0.4179,33,161,194
"7272",4,"Nov",308,"14",0,5,1,"clear",0.44,0.4394,0.47,0.2985,54,147,201
"7273",4,"Nov",308,"15",0,5,1,"clear",0.46,0.4545,0.44,0.3881,45,192,237
"7274",4,"Nov",308,"16",0,5,1,"clear",0.46,0.4545,0.36,0.3881,53,237,290
"7275",4,"Nov",308,"17",0,5,1,"clear",0.42,0.4242,0.38,0.3582,42,438,480
"7276",4,"Nov",308,"18",0,5,1,"clear",0.42,0.4242,0.32,0.4627,35,339,374
"7277",4,"Nov",308,"19",0,5,1,"clear",0.4,0.4091,0.37,0.3582,14,182,196
"7278",4,"Nov",308,"20",0,5,1,"clear",0.36,0.3333,0.43,0.2836,15,171,186
"7279",4,"Nov",308,"21",0,5,1,"clear",0.34,0.3182,0.46,0.2537,8,115,123
"7280",4,"Nov",308,"22",0,5,1,"clear",0.34,0.303,0.46,0.3284,6,109,115
"7281",4,"Nov",308,"23",0,5,1,"clear",0.32,0.303,0.49,0.3284,17,72,89
"7282",4,"Nov",309,"0",0,6,0,"clear",0.32,0.2879,0.45,0.3582,4,48,52
"7283",4,"Nov",309,"1",0,6,0,"clear",0.32,0.303,0.45,0.2985,5,57,62
"7284",4,"Nov",309,"2",0,6,0,"clear",0.3,0.2727,0.52,0.3284,7,24,31
"7285",4,"Nov",309,"3",0,6,0,"clear",0.3,0.2727,0.52,0.2985,0,8,8
"7286",4,"Nov",309,"4",0,6,0,"clear",0.28,0.2576,0.56,0.3284,3,5,8
"7287",4,"Nov",309,"5",0,6,0,"clear",0.26,0.2273,0.6,0.3284,0,2,2
"7288",4,"Nov",309,"6",0,6,0,"clear",0.26,0.2424,0.6,0.2537,3,20,23
"7289",4,"Nov",309,"7",0,6,0,"clear",0.26,0.2424,0.6,0.2836,3,31,34
"7290",4,"Nov",309,"8",0,6,0,"clear",0.28,0.2576,0.56,0.3284,4,80,84
"7291",4,"Nov",309,"9",0,6,0,"clear",0.3,0.2727,0.56,0.2985,30,111,141
"7292",4,"Nov",309,"10",0,6,0,"clear",0.32,0.303,0.53,0.2537,56,171,227
"7293",4,"Nov",309,"11",0,6,0,"clear",0.36,0.3636,0.46,0.1045,69,169,238
"7294",4,"Nov",309,"12",0,6,0,"clear",0.36,0.3485,0.46,0.1642,137,235,372
"7295",4,"Nov",309,"13",0,6,0,"clear",0.4,0.4091,0.37,0.1045,148,207,355
"7296",4,"Nov",309,"14",0,6,0,"clear",0.42,0.4242,0.35,0.1343,159,227,386
"7297",4,"Nov",309,"15",0,6,0,"clear",0.4,0.4091,0.37,0.194,141,202,343
"7298",4,"Nov",309,"16",0,6,0,"clear",0.4,0.4091,0.4,0.2239,128,207,335
"7299",4,"Nov",309,"17",0,6,0,"clear",0.38,0.3939,0.4,0.1642,100,234,334
"7300",4,"Nov",309,"18",0,6,0,"clear",0.36,0.3636,0.5,0.0896,52,185,237
"7301",4,"Nov",309,"19",0,6,0,"clear",0.34,0.3636,0.53,0,45,159,204
"7302",4,"Nov",309,"20",0,6,0,"clear",0.32,0.3485,0.66,0,29,136,165
"7303",4,"Nov",309,"21",0,6,0,"clear",0.32,0.3485,0.66,0,19,99,118
"7304",4,"Nov",309,"22",0,6,0,"clear",0.3,0.3333,0.65,0,10,72,82
"7305",4,"Nov",309,"23",0,6,0,"clear",0.28,0.3182,0.7,0,4,81,85
"7306",4,"Nov",310,"0",0,0,0,"clear",0.28,0.3182,0.75,0,10,65,75
"7307",4,"Nov",310,"1",0,0,0,"clear",0.26,0.303,0.81,0,11,104,115
"7308",4,"Nov",310,"2",0,0,0,"clear",0.26,0.303,0.81,0,6,23,29
"7309",4,"Nov",310,"3",0,0,0,"clear",0.24,0.2879,0.87,0,5,4,9
"7310",4,"Nov",310,"4",0,0,0,"clear",0.24,0.2879,0.87,0,0,6,6
"7311",4,"Nov",310,"5",0,0,0,"clear",0.24,0.2424,0.87,0.1343,0,5,5
"7312",4,"Nov",310,"6",0,0,0,"clear",0.26,0.2879,0.81,0.0896,5,11,16
"7313",4,"Nov",310,"7",0,0,0,"clear",0.26,0.2727,0.87,0.1045,4,24,28
"7314",4,"Nov",310,"8",0,0,0,"cloudy/misty",0.28,0.303,0.87,0.0896,19,71,90
"7315",4,"Nov",310,"9",0,0,0,"cloudy/misty",0.3,0.3182,0.75,0.0896,36,134,170
"7316",4,"Nov",310,"10",0,0,0,"clear",0.36,0.3636,0.66,0.0896,76,186,262
"7317",4,"Nov",310,"11",0,0,0,"clear",0.42,0.4242,0.58,0.0896,104,216,320
"7318",4,"Nov",310,"12",0,0,0,"clear",0.44,0.4394,0.54,0,120,226,346
"7319",4,"Nov",310,"13",0,0,0,"clear",0.46,0.4545,0.51,0.1642,105,209,314
"7320",4,"Nov",310,"14",0,0,0,"clear",0.46,0.4545,0.55,0.194,101,219,320
"7321",4,"Nov",310,"15",0,0,0,"clear",0.48,0.4697,0.51,0.194,96,210,306
"7322",4,"Nov",310,"16",0,0,0,"clear",0.46,0.4545,0.55,0.2239,84,263,347
"7323",4,"Nov",310,"17",0,0,0,"clear",0.44,0.4394,0.62,0.1642,71,185,256
"7324",4,"Nov",310,"18",0,0,0,"clear",0.42,0.4242,0.71,0.1045,39,146,185
"7325",4,"Nov",310,"19",0,0,0,"clear",0.38,0.3939,0.76,0.194,21,130,151
"7326",4,"Nov",310,"20",0,0,0,"clear",0.36,0.3636,0.81,0.1045,16,100,116
"7327",4,"Nov",310,"21",0,0,0,"clear",0.36,0.3636,0.81,0.0896,11,77,88
"7328",4,"Nov",310,"22",0,0,0,"clear",0.36,0.3788,0.87,0,5,40,45
"7329",4,"Nov",310,"23",0,0,0,"clear",0.34,0.3485,0.87,0.0896,7,43,50
"7330",4,"Nov",311,"0",0,1,1,"clear",0.34,0.3636,0.87,0,1,14,15
"7331",4,"Nov",311,"1",0,1,1,"clear",0.34,0.3636,0.87,0,2,6,8
"7332",4,"Nov",311,"2",0,1,1,"clear",0.32,0.3485,0.93,0,0,2,2
"7333",4,"Nov",311,"3",0,1,1,"clear",0.32,0.3485,0.93,0,0,3,3
"7334",4,"Nov",311,"4",0,1,1,"clear",0.32,0.3485,0.93,0,2,4,6
"7335",4,"Nov",311,"5",0,1,1,"clear",0.3,0.3333,0.93,0,1,25,26
"7336",4,"Nov",311,"6",0,1,1,"cloudy/misty",0.28,0.3182,0.93,0,2,97,99
"7337",4,"Nov",311,"7",0,1,1,"cloudy/misty",0.28,0.3182,0.93,0,6,305,311
"7338",4,"Nov",311,"8",0,1,1,"cloudy/misty",0.3,0.3182,1,0.0896,13,397,410
"7339",4,"Nov",311,"9",0,1,1,"cloudy/misty",0.34,0.3333,1,0.1343,18,156,174
"7340",4,"Nov",311,"10",0,1,1,"clear",0.36,0.3485,0.93,0.1343,28,95,123
"7341",4,"Nov",311,"11",0,1,1,"clear",0.42,0.4242,0.77,0.1045,28,100,128
"7342",4,"Nov",311,"12",0,1,1,"clear",0.46,0.4545,0.67,0,21,158,179
"7343",4,"Nov",311,"13",0,1,1,"clear",0.54,0.5152,0.49,0.0896,32,157,189
"7344",4,"Nov",311,"14",0,1,1,"clear",0.56,0.5303,0.37,0.1642,30,115,145
"7345",4,"Nov",311,"15",0,1,1,"clear",0.56,0.5303,0.37,0.1045,38,132,170
"7346",4,"Nov",311,"16",0,1,1,"clear",0.52,0.5,0.45,0,40,255,295
"7347",4,"Nov",311,"17",0,1,1,"clear",0.5,0.4848,0.45,0.1642,39,489,528
"7348",4,"Nov",311,"18",0,1,1,"clear",0.46,0.4545,0.59,0.1045,18,407,425
"7349",4,"Nov",311,"19",0,1,1,"clear",0.46,0.4545,0.59,0,20,280,300
"7350",4,"Nov",311,"20",0,1,1,"clear",0.4,0.4091,0.71,0,17,187,204
"7351",4,"Nov",311,"21",0,1,1,"clear",0.38,0.3939,0.82,0.1045,10,129,139
"7352",4,"Nov",311,"22",0,1,1,"clear",0.36,0.3636,0.81,0.0896,6,102,108
"7353",4,"Nov",311,"23",0,1,1,"clear",0.36,0.3636,0.87,0.0896,1,47,48
"7354",4,"Nov",312,"0",0,2,1,"clear",0.34,0.3485,0.87,0.0896,0,18,18
"7355",4,"Nov",312,"1",0,2,1,"clear",0.32,0.3333,0.93,0.1045,3,8,11
"7356",4,"Nov",312,"2",0,2,1,"clear",0.32,0.3485,0.87,0,0,1,1
"7357",4,"Nov",312,"3",0,2,1,"clear",0.32,0.3485,0.87,0,0,3,3
"7358",4,"Nov",312,"4",0,2,1,"clear",0.3,0.3333,0.87,0,0,4,4
"7359",4,"Nov",312,"5",0,2,1,"clear",0.3,0.3182,0.87,0.0896,1,17,18
"7360",4,"Nov",312,"6",0,2,1,"clear",0.3,0.3333,0.87,0,3,96,99
"7361",4,"Nov",312,"7",0,2,1,"clear",0.3,0.3182,0.87,0.1045,7,316,323
"7362",4,"Nov",312,"8",0,2,1,"clear",0.32,0.3333,0.93,0.1045,11,455,466
"7363",4,"Nov",312,"9",0,2,1,"clear",0.36,0.3788,0.87,0,14,177,191
"7364",4,"Nov",312,"10",0,2,1,"clear",0.42,0.4242,0.71,0.0896,25,104,129
"7365",4,"Nov",312,"11",0,2,1,"clear",0.46,0.4545,0.63,0.1343,21,126,147
"7366",4,"Nov",312,"12",0,2,1,"clear",0.52,0.5,0.52,0.1343,28,175,203
"7367",4,"Nov",312,"13",0,2,1,"clear",0.54,0.5152,0.49,0.1642,31,165,196
"7368",4,"Nov",312,"14",0,2,1,"clear",0.56,0.5303,0.46,0.1045,32,129,161
"7369",4,"Nov",312,"15",0,2,1,"clear",0.58,0.5455,0.46,0.1045,33,155,188
"7370",4,"Nov",312,"16",0,2,1,"clear",0.56,0.5303,0.46,0.1343,39,250,289
"7371",4,"Nov",312,"17",0,2,1,"clear",0.52,0.5,0.43,0.1642,40,459,499
"7372",4,"Nov",312,"18",0,2,1,"clear",0.48,0.4697,0.55,0.1343,30,432,462
"7373",4,"Nov",312,"19",0,2,1,"clear",0.46,0.4545,0.59,0,14,264,278
"7374",4,"Nov",312,"20",0,2,1,"clear",0.4,0.4091,0.76,0,12,169,181
"7375",4,"Nov",312,"21",0,2,1,"clear",0.4,0.4091,0.76,0,16,166,182
"7376",4,"Nov",312,"22",0,2,1,"clear",0.36,0.3788,0.87,0,13,95,108
"7377",4,"Nov",312,"23",0,2,1,"clear",0.36,0.3788,0.81,0,3,45,48
"7378",4,"Nov",313,"0",0,3,1,"clear",0.36,0.3788,0.87,0,0,13,13
"7379",4,"Nov",313,"1",0,3,1,"clear",0.34,0.3636,0.87,0,0,10,10
"7380",4,"Nov",313,"2",0,3,1,"clear",0.32,0.3485,0.93,0,0,5,5
"7381",4,"Nov",313,"3",0,3,1,"clear",0.32,0.3485,0.93,0,0,4,4
"7382",4,"Nov",313,"4",0,3,1,"clear",0.32,0.3485,0.87,0,0,4,4
"7383",4,"Nov",313,"5",0,3,1,"clear",0.3,0.3333,0.87,0,0,28,28
"7384",4,"Nov",313,"6",0,3,1,"clear",0.3,0.3333,0.87,0,0,98,98
"7385",4,"Nov",313,"7",0,3,1,"clear",0.3,0.3333,0.87,0,0,300,300
"7386",4,"Nov",313,"8",0,3,1,"clear",0.32,0.3485,0.93,0,19,437,456
"7387",4,"Nov",313,"9",0,3,1,"clear",0.34,0.3636,0.93,0,22,197,219
"7388",4,"Nov",313,"10",0,3,1,"clear",0.4,0.4091,0.76,0.1045,16,89,105
"7389",4,"Nov",313,"11",0,3,1,"clear",0.46,0.4545,0.67,0.1642,21,131,152
"7390",4,"Nov",313,"12",0,3,1,"clear",0.5,0.4848,0.51,0.1642,24,156,180
"7391",4,"Nov",313,"13",0,3,1,"clear",0.5,0.4848,0.51,0.1642,31,136,167
"7392",4,"Nov",313,"14",0,3,1,"clear",0.52,0.5,0.48,0.1642,26,153,179
"7393",4,"Nov",313,"15",0,3,1,"clear",0.52,0.5,0.45,0.2239,21,130,151
"7394",4,"Nov",313,"16",0,3,1,"clear",0.52,0.5,0.48,0.194,24,257,281
"7395",4,"Nov",313,"17",0,3,1,"clear",0.46,0.4545,0.63,0.1045,27,458,485
"7396",4,"Nov",313,"18",0,3,1,"clear",0.44,0.4394,0.67,0.1045,21,387,408
"7397",4,"Nov",313,"19",0,3,1,"clear",0.44,0.4394,0.72,0.1045,12,292,304
"7398",4,"Nov",313,"20",0,3,1,"clear",0.44,0.4394,0.77,0,18,201,219
"7399",4,"Nov",313,"21",0,3,1,"clear",0.4,0.4091,0.87,0,9,152,161
"7400",4,"Nov",313,"22",0,3,1,"clear",0.4,0.4091,0.87,0,9,105,114
"7401",4,"Nov",313,"23",0,3,1,"clear",0.38,0.3939,0.87,0,5,61,66
"7402",4,"Nov",314,"0",0,4,1,"clear",0.4,0.4091,0.87,0,0,24,24
"7403",4,"Nov",314,"1",0,4,1,"cloudy/misty",0.4,0.4091,0.87,0,1,10,11
"7404",4,"Nov",314,"2",0,4,1,"cloudy/misty",0.38,0.3939,0.94,0,0,5,5
"7405",4,"Nov",314,"3",0,4,1,"clear",0.38,0.3939,0.94,0.0896,0,11,11
"7406",4,"Nov",314,"4",0,4,1,"clear",0.38,0.3939,0.94,0.0896,1,2,3
"7407",4,"Nov",314,"5",0,4,1,"cloudy/misty",0.36,0.3485,1,0.1343,1,22,23
"7408",4,"Nov",314,"6",0,4,1,"cloudy/misty",0.36,0.3485,1,0.1343,4,110,114
"7409",4,"Nov",314,"7",0,4,1,"cloudy/misty",0.38,0.3939,0.94,0.1642,6,266,272
"7410",4,"Nov",314,"8",0,4,1,"cloudy/misty",0.4,0.4091,0.94,0.0896,18,418,436
"7411",4,"Nov",314,"9",0,4,1,"cloudy/misty",0.42,0.4242,0.94,0.1045,23,188,211
"7412",4,"Nov",314,"10",0,4,1,"cloudy/misty",0.44,0.4394,0.88,0.2239,17,100,117
"7413",4,"Nov",314,"11",0,4,1,"cloudy/misty",0.46,0.4545,0.67,0.3881,9,99,108
"7414",4,"Nov",314,"12",0,4,1,"cloudy/misty",0.42,0.4242,0.67,0.3582,18,149,167
"7415",4,"Nov",314,"13",0,4,1,"light rain/snow",0.36,0.3333,0.81,0.3582,9,87,96
"7416",4,"Nov",314,"14",0,4,1,"light rain/snow",0.36,0.3333,0.87,0.2836,6,58,64
"7417",4,"Nov",314,"15",0,4,1,"light rain/snow",0.36,0.3333,0.81,0.2985,5,57,62
"7418",4,"Nov",314,"16",0,4,1,"light rain/snow",0.36,0.3485,0.81,0.2239,6,67,73
"7419",4,"Nov",314,"17",0,4,1,"light rain/snow",0.36,0.3485,0.81,0.2239,9,168,177
"7420",4,"Nov",314,"18",0,4,1,"cloudy/misty",0.36,0.3485,0.81,0.1642,10,263,273
"7421",4,"Nov",314,"19",0,4,1,"cloudy/misty",0.36,0.3485,0.71,0.2239,19,192,211
"7422",4,"Nov",314,"20",0,4,1,"cloudy/misty",0.36,0.3333,0.62,0.2836,8,160,168
"7423",4,"Nov",314,"21",0,4,1,"clear",0.36,0.3333,0.57,0.2537,6,130,136
"7424",4,"Nov",314,"22",0,4,1,"clear",0.36,0.3333,0.53,0.2836,5,84,89
"7425",4,"Nov",314,"23",0,4,1,"cloudy/misty",0.34,0.3333,0.57,0.1642,9,73,82
"7426",4,"Nov",315,"0",1,5,0,"clear",0.34,0.3182,0.53,0.2537,10,56,66
"7427",4,"Nov",315,"1",1,5,0,"clear",0.32,0.303,0.57,0.3284,3,16,19
"7428",4,"Nov",315,"2",1,5,0,"clear",0.32,0.2879,0.57,0.2836,1,10,11
"7429",4,"Nov",315,"3",1,5,0,"clear",0.3,0.2879,0.61,0.194,0,6,6
"7430",4,"Nov",315,"4",1,5,0,"clear",0.3,0.2879,0.61,0.194,0,8,8
"7431",4,"Nov",315,"5",1,5,0,"clear",0.3,0.2879,0.49,0.2537,0,13,13
"7432",4,"Nov",315,"6",1,5,0,"clear",0.28,0.2576,0.45,0.3284,0,46,46
"7433",4,"Nov",315,"7",1,5,0,"clear",0.28,0.2727,0.45,0.2537,5,116,121
"7434",4,"Nov",315,"8",1,5,0,"clear",0.3,0.2727,0.42,0.3582,9,249,258
"7435",4,"Nov",315,"9",1,5,0,"clear",0.32,0.2879,0.45,0.4478,15,186,201
"7436",4,"Nov",315,"10",1,5,0,"clear",0.32,0.2727,0.42,0.5522,38,162,200
"7437",4,"Nov",315,"11",1,5,0,"clear",0.34,0.2879,0.42,0.4925,20,150,170
"7438",4,"Nov",315,"12",1,5,0,"clear",0.34,0.2879,0.42,0.4627,41,198,239
"7439",4,"Nov",315,"13",1,5,0,"clear",0.38,0.3939,0.37,0.5522,57,179,236
"7440",4,"Nov",315,"14",1,5,0,"clear",0.38,0.3939,0.37,0.4627,64,183,247
"7441",4,"Nov",315,"15",1,5,0,"clear",0.36,0.3333,0.37,0.4179,29,187,216
"7442",4,"Nov",315,"16",1,5,0,"clear",0.36,0.3333,0.34,0.3284,49,189,238
"7443",4,"Nov",315,"17",1,5,0,"clear",0.34,0.303,0.39,0.3284,24,286,310
"7444",4,"Nov",315,"18",1,5,0,"clear",0.34,0.3182,0.39,0.2537,23,185,208
"7445",4,"Nov",315,"19",1,5,0,"clear",0.32,0.3182,0.39,0.1642,17,182,199
"7446",4,"Nov",315,"20",1,5,0,"clear",0.32,0.3182,0.39,0.194,12,97,109
"7447",4,"Nov",315,"21",1,5,0,"clear",0.3,0.303,0.45,0.1642,4,79,83
"7448",4,"Nov",315,"22",1,5,0,"clear",0.32,0.3182,0.39,0.194,13,78,91
"7449",4,"Nov",315,"23",1,5,0,"clear",0.3,0.3182,0.45,0.0896,6,67,73
"7450",4,"Nov",316,"0",0,6,0,"clear",0.24,0.2424,0.6,0.1343,12,52,64
"7451",4,"Nov",316,"1",0,6,0,"clear",0.24,0.2424,0.6,0.1343,9,45,54
"7452",4,"Nov",316,"2",0,6,0,"clear",0.24,0.2576,0.65,0.0896,7,39,46
"7453",4,"Nov",316,"3",0,6,0,"clear",0.24,0.2424,0.7,0.1343,4,13,17
"7454",4,"Nov",316,"4",0,6,0,"clear",0.2,0.2121,0.8,0.1343,0,7,7
"7455",4,"Nov",316,"5",0,6,0,"clear",0.22,0.2576,0.75,0.0896,1,3,4
"7456",4,"Nov",316,"6",0,6,0,"clear",0.22,0.2273,0.75,0.1642,0,7,7
"7457",4,"Nov",316,"7",0,6,0,"clear",0.22,0.2273,0.75,0.194,3,24,27
"7458",4,"Nov",316,"8",0,6,0,"clear",0.26,0.2576,0.7,0.194,14,87,101
"7459",4,"Nov",316,"9",0,6,0,"clear",0.3,0.303,0.61,0.1642,18,142,160
"7460",4,"Nov",316,"10",0,6,0,"clear",0.34,0.3182,0.61,0.2836,62,170,232
"7461",4,"Nov",316,"11",0,6,0,"clear",0.38,0.3939,0.54,0.2836,102,213,315
"7462",4,"Nov",316,"12",0,6,0,"clear",0.44,0.4394,0.44,0.2836,142,224,366
"7463",4,"Nov",316,"13",0,6,0,"clear",0.48,0.4697,0.36,0.2836,128,225,353
"7464",4,"Nov",316,"14",0,6,0,"clear",0.5,0.4848,0.36,0.2985,191,244,435
"7465",4,"Nov",316,"15",0,6,0,"clear",0.52,0.5,0.29,0.2836,165,221,386
"7466",4,"Nov",316,"16",0,6,0,"clear",0.52,0.5,0.32,0.2537,137,224,361
"7467",4,"Nov",316,"17",0,6,0,"clear",0.5,0.4848,0.34,0.2537,92,193,285
"7468",4,"Nov",316,"18",0,6,0,"clear",0.42,0.4242,0.58,0.194,53,150,203
"7469",4,"Nov",316,"19",0,6,0,"clear",0.42,0.4242,0.5,0.2537,32,139,171
"7470",4,"Nov",316,"20",0,6,0,"clear",0.42,0.4242,0.5,0.2836,31,101,132
"7471",4,"Nov",316,"21",0,6,0,"clear",0.42,0.4242,0.47,0.2836,19,103,122
"7472",4,"Nov",316,"22",0,6,0,"clear",0.42,0.4242,0.47,0.2537,30,88,118
"7473",4,"Nov",316,"23",0,6,0,"clear",0.4,0.4091,0.58,0.1642,23,78,101
"7474",4,"Nov",317,"0",0,0,0,"cloudy/misty",0.4,0.4091,0.58,0.194,12,61,73
"7475",4,"Nov",317,"1",0,0,0,"cloudy/misty",0.36,0.3485,0.66,0.194,13,58,71
"7476",4,"Nov",317,"2",0,0,0,"clear",0.36,0.3636,0.57,0.1045,9,48,57
"7477",4,"Nov",317,"3",0,0,0,"cloudy/misty",0.36,0.3485,0.62,0.1343,8,20,28
"7478",4,"Nov",317,"4",0,0,0,"cloudy/misty",0.36,0.3485,0.62,0.1343,1,5,6
"7479",4,"Nov",317,"5",0,0,0,"clear",0.34,0.3333,0.61,0.1642,2,3,5
"7480",4,"Nov",317,"6",0,0,0,"clear",0.34,0.3333,0.66,0.1343,5,18,23
"7481",4,"Nov",317,"7",0,0,0,"clear",0.34,0.3182,0.66,0.2239,13,30,43
"7482",4,"Nov",317,"8",0,0,0,"clear",0.34,0.3485,0.66,0.0896,24,55,79
"7483",4,"Nov",317,"9",0,0,0,"clear",0.4,0.4091,0.54,0.2836,38,97,135
"7484",4,"Nov",317,"10",0,0,0,"clear",0.44,0.4394,0.44,0.3284,63,178,241
"7485",4,"Nov",317,"11",0,0,0,"clear",0.46,0.4545,0.4,0.4179,108,187,295
"7486",4,"Nov",317,"12",0,0,0,"cloudy/misty",0.52,0.5,0.29,0.4179,112,242,354
"7487",4,"Nov",317,"13",0,0,0,"cloudy/misty",0.52,0.5,0.29,0.4179,105,234,339
"7488",4,"Nov",317,"14",0,0,0,"cloudy/misty",0.54,0.5152,0.28,0.4925,108,263,371
"7489",4,"Nov",317,"15",0,0,0,"cloudy/misty",0.5,0.4848,0.42,0.3284,89,221,310
"7490",4,"Nov",317,"16",0,0,0,"cloudy/misty",0.54,0.5152,0.28,0.3881,93,226,319
"7491",4,"Nov",317,"17",0,0,0,"clear",0.52,0.5,0.27,0.3284,44,187,231
"7492",4,"Nov",317,"18",0,0,0,"clear",0.52,0.5,0.27,0.3284,35,155,190
"7493",4,"Nov",317,"19",0,0,0,"clear",0.5,0.4848,0.29,0.3582,36,121,157
"7494",4,"Nov",317,"20",0,0,0,"clear",0.5,0.4848,0.31,0.3582,24,115,139
"7495",4,"Nov",317,"21",0,0,0,"clear",0.48,0.4697,0.36,0.2537,19,76,95
"7496",4,"Nov",317,"22",0,0,0,"clear",0.48,0.4697,0.41,0.3881,25,64,89
"7497",4,"Nov",317,"23",0,0,0,"clear",0.46,0.4545,0.51,0.2985,18,49,67
"7498",4,"Nov",318,"0",0,1,1,"clear",0.46,0.4545,0.59,0.2836,8,22,30
"7499",4,"Nov",318,"1",0,1,1,"clear",0.46,0.4545,0.63,0.2985,5,6,11
"7500",4,"Nov",318,"2",0,1,1,"clear",0.46,0.4545,0.63,0.3582,7,10,17
"7501",4,"Nov",318,"3",0,1,1,"clear",0.44,0.4394,0.67,0.2836,4,3,7
"7502",4,"Nov",318,"4",0,1,1,"clear",0.44,0.4394,0.67,0.2239,0,5,5
"7503",4,"Nov",318,"5",0,1,1,"cloudy/misty",0.44,0.4394,0.67,0.2537,0,19,19
"7504",4,"Nov",318,"6",0,1,1,"cloudy/misty",0.44,0.4394,0.72,0.2239,10,104,114
